"tSNE1","tSNE2","z1_3","z1_1","z1_2","z9_1","z9_2","z9_3","degs","id"
-19.6169965155006,6.27205222123228,0.496630074110212,0.367020238823218,0.294685105457983,0.691680186914879,0.667546398338759,0.686061568953499,"NR_vs_Control","z1_1_k97_102529_6"
-14.9270596566487,20.103533326498,0.484976920166574,0.29022087528314,0.329975633602552,0.583302533687841,0.500845341017514,0.638475493495145,"NR_vs_Control","z1_1_k97_102529_9"
33.4270545798561,23.5081099766289,0.253505546936431,0.280264370318139,0.220838430452702,0.413945912942059,0.274660509153133,0.301478557989376,"NR_vs_Control","z1_1_k97_103104_2"
-18.683664576403,23.1523007490565,0.507452931725708,0.301795568396337,0.333637511244137,0.516506874913801,0.498859303120608,0.676096244849131,"NR_vs_Control","z1_1_k97_10489_16"
-20.9198017701898,-21.5881486245083,0.565272687511791,0.415416486701553,0.466100646307618,0.657494827582247,0.691797728381065,0.894423494238241,"NR_vs_Control","z1_1_k97_10489_17"
-18.0752431091821,19.1812735798219,0.45038405575785,0.329864759122361,0.356522828631643,0.572463763964037,0.521651859946791,0.704783459043079,"NR_vs_Control","z1_1_k97_10489_19"
-42.3722164416619,1.64850823027259,0.571262119823191,0.246048714725812,0.376810487756231,0.657709161816829,0.599599694916527,0.837090183910054,"NR_vs_Control","z1_1_k97_10489_21"
24.5562905620873,-8.21018469168716,0.195103026140531,0.494459668080319,0.346903705291475,0.257498746206342,0.315569556649635,0.368207039357491,"NR_vs_Control","z1_1_k97_105415_5"
39.9277330644454,23.4801624195649,0.308341007954819,0.271193039242042,0.109243267033322,0.319549456681115,0.300871517016276,0.184606482741276,"NR_vs_Control","z1_1_k97_107756_1"
36.6626740741554,-32.287218880979,0.208489595115246,0.710495953770243,0.226257299395229,0.149316885361448,0.333772271959579,0.330907472768586,"NR_vs_Control","z1_1_k97_107946_11"
-6.45317430106601,23.4335933518885,0.449088912215282,0.215518839962272,0.275043313760653,0.561056352612726,0.554462411849153,0.62012572176658,"NR_vs_Control","z1_1_k97_108229_12"
14.9369372504379,19.1880513789485,0.330401669555668,0.19809144490771,0.192811882575931,0.403037327962398,0.309930202548984,0.50518625722273,"NR_vs_Control","z1_1_k97_108229_19"
14.8118473316399,20.6271484108142,0.34783378257473,0.198082605590176,0.197502239892292,0.368015764825286,0.356043134499703,0.496447314837677,"NR_vs_Control","z1_1_k97_108229_26"
12.354823816656,22.8294562559487,0.346516025329535,0.22958533351123,0.246152398542328,0.395332080105248,0.38837056789023,0.504954908337055,"NR_vs_Control","z1_1_k97_108229_27"
-27.3944608733305,-20.0034858895295,0.775498591816285,0.377974554295522,0.401099710952307,0.629433085133632,0.686446730212963,0.788808222847675,"NR_vs_Control","z1_1_k97_108229_33"
-17.3202531040798,-21.8815480169786,0.535412648280877,0.410417527077191,0.4510453565186,0.712865343213658,0.705968881483406,0.832179660794569,"NR_vs_Control","z1_1_k97_108229_36"
-17.54333284437,-23.0503432738007,0.497455052038756,0.452093196724501,0.431476260007288,0.758375280420436,0.654724683361645,0.794551041558797,"NR_vs_Control","z1_1_k97_108229_41"
-13.5205398268213,-6.53252972032904,0.5297149702503,0.301181634375294,0.452835270285547,0.649002039832634,0.58349743274601,0.824845799205909,"NR_vs_Control","z1_1_k97_108229_42"
-23.2480861200133,-16.7413651419406,0.616094670351123,0.364211652746443,0.428933869592719,0.711733374737864,0.679300380845092,0.780934109890438,"NR_vs_Control","z1_1_k97_108229_44"
-33.2906943389082,17.0288055982279,0.55462989210156,0.390222776196648,0.34444145366966,0.724023806598884,0.476391580068281,0.848762220975507,"NR_vs_Control","z1_1_k97_108229_7"
7.84183032163501,-28.7244083151496,0.18206044702916,0.732994841527342,0.299997838391631,0.318243259506919,0.229286597599328,0.443643558262915,"NR_vs_Control","z1_1_k97_108319_28"
28.9477346557194,-18.4682094182456,0.272899734884504,0.669094815531978,0.35382831920519,0.315901009738801,0.207306317801647,0.378370429772199,"NR_vs_Control","z1_1_k97_108319_43"
22.450814862991,-27.9704122785927,0.202698691855818,0.623350840357054,0.182126051486795,0.232298169953742,0.205949844388806,0.30831302836833,"NR_vs_Control","z1_1_k97_108319_63"
-14.3586081095136,-10.4865012574315,0.603166261810069,0.387872848717325,0.415123701917897,0.637915857272912,0.569505324565524,0.771101645813259,"NR_vs_Control","z1_1_k97_111299_2"
-14.5334046701405,32.9986427225546,0.452423224699617,0.2522097297876,0.257591063632902,0.500215790028894,0.494373050576039,0.703863488023915,"NR_vs_Control","z1_1_k97_111299_3"
17.8288244456437,49.5048238115484,0.170867055189835,0.360561669719238,0.245530651674993,0.922221190419106,0.350107955556511,0.405135289080732,"NR_vs_Control","z1_1_k97_111647_2"
26.5847451480566,-23.7384719054751,0.200443252673712,0.602734082718594,0.21163313667602,0.28553665072561,0.309012938891921,0.338067250735434,"NR_vs_Control","z1_1_k97_112709_22"
