"tSNE1","tSNE2","z1_3","z1_1","z1_2","z11_2","z11_3","z11_1"
-53.8699035899794,24.553552717539,0.219085960574466,0.146193437984039,0.151666587748621,0.646844885954083,0.528218094213972,0.468557578194925
-34.7641117896403,7.94081058444963,0.175506464376441,0.222268059530636,0.207011285317677,0.779459363203852,0.760278843764677,0.358547174354006
-0.610459046614566,-34.0386445894551,0.42618555096174,0.466555395674526,0.365213398720527,0.357513007588724,0.312340417159308,0.361089211180862
43.5084373235327,12.5834994171216,0.439812846441051,0.420566638984219,0.432358391450832,0.905012232543158,0.875862517408892,0.657043835265089
-20.6305945331,-35.1234808798472,0.665028764442655,0.528770869647377,0.506284576881813,0.349716390782093,0.151739739780422,0.465875368844391
34.5126538572285,-28.8217619748466,0.294989378864587,0.373797499996267,0.220249218138534,0.685165335824039,0.557159893836149,0.421887686225064
41.6524140702022,-3.37889544112035,0.332178177728905,0.441906356204044,0.369515299308748,0.72387827485669,0.746104251590956,0.655509150387954
-1.97999438908389,-42.0774703815292,0.38618913317657,0.31292233682057,0.364870665305451,0.437504087359023,0.334406264082983,0.439994207903602
3.94599782150761,-26.4196743688356,0.345988852359832,0.331087448317655,0.276275138532992,0.281249190939297,0.356051218867685,0.429980185886642
-7.6541927595144,-25.6897768010443,0.277535576468742,0.423388389113606,0.435226254663055,0.166826992170113,0.233597659014589,0.431161960631485
-17.2521845613508,-33.7203697298832,0.457180935109586,0.495606177648957,0.448364993246447,0.309375043490462,0.334195797935199,0.399181673381801
-22.1782372692958,-49.7993554967919,0.652889583620537,0.56238323482873,0.548115290220756,0.539579362000159,0.471757637870091,0.450856842866673
-21.0327902509843,-48.6861430623976,0.646949072248311,0.474368342384682,0.482530085299005,0.397712712258354,0.425240207969876,0.552958417621937
38.9700432709772,-14.9600993586775,0.337522008017234,0.351252570759009,0.404018796909376,0.714547535257617,0.707951224660379,0.441189878150037
-2.07452748417195,35.9680135797949,0.349157296171164,0.157130840380399,0.211117397552912,0.839416777173839,0.833753583487152,0.545450225086422
-7.70494508659727,10.2102756284812,0.312964148098956,0.122617046913957,0.12733139428969,0.898068476568711,0.87441325290214,0.412042972947522
11.0719440042365,-59.9877978133872,0.496630074110212,0.367020238823218,0.294685105457983,0.501884652897914,0.621930235740465,0.493026316594643
12.917448114578,-61.4567535799628,0.484976920166574,0.29022087528314,0.329975633602552,0.559573437060048,0.54498196445631,0.519336336305153
41.6637572061361,-0.261550027428243,0.354300551973001,0.50366404706094,0.333637511244137,0.780138152340305,0.744545880454964,0.568730886818123
3.32281226728737,-9.39859777131508,0.253505546936431,0.280264370318139,0.220838430452702,0.288489829169383,0.234829171586435,0.25087608205791
34.1958928440158,5.27700454064054,0.374600683142035,0.30696167492208,0.36059838179755,0.858795942543742,0.751133186634998,0.572470326992528
21.1226660598838,4.11472443349573,0.174258271891872,0.284134653242376,0.414421755698494,0.848999395542254,0.77736546725341,0.622547945997045
15.484023362266,-47.7632917720052,0.507452931725708,0.301795568396337,0.333637511244137,0.477602994812901,0.450448210102133,0.274837240705814
-3.05166294139508,-74.0362524292045,0.565272687511791,0.415416486701553,0.466100646307618,0.641064546507569,0.651921070588666,0.539316831656619
14.3708791228592,-52.7756714237278,0.45038405575785,0.329864759122361,0.356522828631643,0.443191084877022,0.485225251947447,0.453166782755492
0.662435762926461,-62.8467111262903,0.571262119823191,0.246048714725812,0.376810487756231,0.583557852900473,0.640429849859089,0.465553750921125
34.8194229824012,-2.70795056425991,0.307848694349373,0.382608666771783,0.404190092890567,0.824154323546535,0.700347189741993,0.620283245651001
20.4598795757284,-15.4947618751075,0.253853019564262,0.321606330121069,0.403881872024062,0.722577371654274,0.685153638257063,0.578361251750273
34.8379084866346,-21.8142342628639,0.365422668454041,0.367020238823218,0.165059546914222,0.63157725407078,0.636223270630779,0.472569956278182
-60.5351813865488,-22.7665446802867,0.915886569793371,0.985198362246219,0.960215558116771,0.787579602654029,0.53169667593984,0.75621648009637
39.1831203123941,44.0523803029573,0.513518443136412,0.388396008586984,0.640044554473268,0.0572781334566734,0.154994520728472,0.186308493380008
3.38563492544808,2.32532477149599,0.260192701464294,0.367447934550791,0.258769259461978,0.86329629410941,0.64461077357634,0.546831502908465
26.3002602851184,38.3892006006961,0.524531960506057,0.419483100859489,0.252947444343574,0.201514607483473,0.0717401781683665,0.0257923429876681
-36.7598436962184,12.1971621185261,0.185804919546295,0.282395465982421,0.133985312101483,0.736121496378735,0.735960789132771,0.411605762361557
