"id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","degs","z9_1","z10_3","z10_1","z9_2","z11_2","z11_3","z10_2","z11_1","z1_3","z9_3","z1_1","z1_2","mean"
"z1_1_k97_102529_9",194.159682726606,-1.17920131241696,0.497777829118877,-2.36893096364753,0.0178395830277402,0.387880525819338,"MV_vs_Control",2.830915156,3.939006443,7.985770139,2.168438932,2.627216155,2.507373081,0.876897136,2.306254925,2.054758769,3.349862144,0.950836512,1.137842141,2.72793096108333
"z1_1_k97_102529_9",194.159682726606,-1.64346847125984,0.499194445861223,-3.29224109940665,0.000993923641771565,1,"NHQ_vs_Control",2.830915156,3.939006443,7.985770139,2.168438932,2.627216155,2.507373081,0.876897136,2.306254925,2.054758769,3.349862144,0.950836512,1.137842141,2.72793096108333
"z1_1_k97_102657_2",117.908622912824,1.26295591717681,0.421072221216843,2.99938075593549,0.00270528995606774,0.146428031161991,"MV_vs_Control",2.175985182,1.534410353,1.097928259,2.620678918,5.027512953,4.553232804,0.725875962,2.704510984,1.260999946,1.019463765,2.189069963,1.155944175,2.17213443866667
"z1_1_k97_103104_2",52.8012781838594,-1.07669188593318,0.479174687878274,-2.24697153912832,0.0246418460731371,1,"NR_vs_Control",1.593856303,1.806728914,1.728393889,0.882177204,0.943076186,0.717232786,1.739129439,0.781870271,0.792691449,1.002066773,0.906620992,0.66279393,1.12971984466667
"z1_1_k97_103104_2",52.8012781838594,-1.12322128834599,0.483172839121204,-2.3246780394132,0.020089182406062,0.408536425236191,"MV_vs_Control",1.593856303,1.806728914,1.728393889,0.882177204,0.943076186,0.717232786,1.739129439,0.781870271,0.792691449,1.002066773,0.906620992,0.66279393,1.12971984466667
"z1_1_k97_103432_5",99.6613807923133,1.11332553768634,0.477934303808226,2.32945308343691,0.0198350757077459,0.406159148141072,"MV_vs_Control",1.748100461,1.256854897,2.065641477,1.235048085,6.22430283,4.638105351,1.605350251,2.736545947,1.369194322,1.653410175,1.027503791,1.294026243,2.23784031916667
"z1_1_k97_103470_3",90.7343794215458,1.29699871621253,0.553969218094843,2.34128300607215,0.0192175936056967,0.40120933466837,"MV_vs_Control",2.059178008,1.20048292,1.466208152,1.441153874,6.063165712,4.98915382,0.892984098,3.193222872,0.493682428,1.901043223,0.923688077,1.596699867,2.18505525425
"z1_1_k97_10489_16",235.340207963538,-1.31124552252077,0.575457685112609,-2.27861327851443,0.0226900639062361,0.430413899321002,"MV_vs_Control",2.284784441,2.646857859,8.296220407,2.153982673,2.003329589,1.821293122,0.892827434,0.882943292,2.217013858,3.743470946,1.003528702,1.155944175,2.4251830415
"z1_1_k97_10489_16",235.340207963538,-1.77527127166067,0.576566493637883,-3.07903995679577,0.00207668827214291,1,"NHQ_vs_Control",2.284784441,2.646857859,8.296220407,2.153982673,2.003329589,1.821293122,0.892827434,0.882943292,2.217013858,3.743470946,1.003528702,1.155944175,2.4251830415
"z1_1_k97_10489_16",235.340207963538,-1.32625996426319,0.574894999696926,-2.30696034051847,0.021057031141112,1,"NR_vs_Control",2.284784441,2.646857859,8.296220407,2.153982673,2.003329589,1.821293122,0.892827434,0.882943292,2.217013858,3.743470946,1.003528702,1.155944175,2.4251830415
"z1_1_k97_10489_17",143.016978066032,-1.75469322227297,0.541593379175409,-3.23987199574807,0.00119583369345373,1,"NHQ_vs_Control",3.544591246,5.51971145,11.68101276,3.918104228,3.375871362,3.486638416,1.537149097,2.461918437,2.675129844,6.841939623,1.602654302,1.924830119,4.04746257366667
"z1_1_k97_10489_17",143.016978066032,-1.16583136727626,0.538066093286389,-2.16670662177507,0.0302572313680181,1,"NR_vs_Control",3.544591246,5.51971145,11.68101276,3.918104228,3.375871362,3.486638416,1.537149097,2.461918437,2.675129844,6.841939623,1.602654302,1.924830119,4.04746257366667
"z1_1_k97_10489_17",143.016978066032,-1.10580940539628,0.538828247055046,-2.05224839536543,0.0401455283704301,0.544170881425828,"MV_vs_Control",3.544591246,5.51971145,11.68101276,3.918104228,3.375871362,3.486638416,1.537149097,2.461918437,2.675129844,6.841939623,1.602654302,1.924830119,4.04746257366667
"z1_1_k97_10489_19",222.130764204927,-1.7312307802357,0.506999643089798,-3.41465877507348,0.000638619607008184,1,"NHQ_vs_Control",2.736489481,3.230708036,7.592325002,2.323929929,1.774540604,2.056505995,0.81511209,1.839009088,1.820876389,4.067379837,1.137296424,1.272599091,2.5555643305
"z1_1_k97_10489_19",222.130764204927,-1.28920248683161,0.505738020593679,-2.54915081392978,0.0107985590752586,0.30529814920373,"MV_vs_Control",2.736489481,3.230708036,7.592325002,2.323929929,1.774540604,2.056505995,0.81511209,1.839009088,1.820876389,4.067379837,1.137296424,1.272599091,2.5555643305
"z1_1_k97_10489_19",222.130764204927,-1.21621078215736,0.504849269508646,-2.40905722878644,0.015993789801207,1,"NR_vs_Control",2.736489481,3.230708036,7.592325002,2.323929929,1.774540604,2.056505995,0.81511209,1.839009088,1.820876389,4.067379837,1.137296424,1.272599091,2.5555643305
"z1_1_k97_10489_21",220.459501846951,-1.20672287107956,0.590930216414452,-2.04207339134139,0.0411442518629674,0.549024400680597,"MV_vs_Control",3.546834659,4.661499806,10.72564726,2.977403897,2.833167991,3.369480946,1.058492543,1.921149277,2.726165323,5.872111288,0.762173698,1.381280128,3.48628390133333
"z1_1_k97_10489_21",220.459501846951,-1.82865193715302,0.592505530109609,-3.08630357730962,0.00202661795278151,1,"NHQ_vs_Control",3.546834659,4.661499806,10.72564726,2.977403897,2.833167991,3.369480946,1.058492543,1.921149277,2.726165323,5.872111288,0.762173698,1.381280128,3.48628390133333
"z1_1_k97_10489_21",220.459501846951,-1.40503618407398,0.590759298016776,-2.37835644532519,0.0173900066750666,1,"NR_vs_Control",3.546834659,4.661499806,10.72564726,2.977403897,2.833167991,3.369480946,1.058492543,1.921149277,2.726165323,5.872111288,0.762173698,1.381280128,3.48628390133333
"z1_1_k97_105415_5",38.4479763927432,1.6109048582353,0.565006227284192,2.85112761673162,0.00435644809876105,1,"NR_vs_Control",0.809250687,0.523094438,0.204160213,1.068090581,0.685094188,1.38941624,1.349769352,1.064975157,0.567122789,1.334570747,2.122192442,1.222816978,1.02837948433333
"z1_1_k97_105538_12",102.161397330307,1.17960041661477,0.447202697254635,2.63773099727776,0.00834627598715906,0.26813507682228,"MV_vs_Control",1.815592748,1.649366177,1.126538767,1.557603105,5.670437565,4.015880599,1.361904086,3.171413532,1.031649073,2.151832312,1.413285296,1.536238512,2.208478481
"z1_1_k97_105538_7",118.411796640351,1.24353953207198,0.5189533973954,2.3962450931302,0.016564010278766,0.375103790007094,"MV_vs_Control",1.366471294,1.273017439,0.819802627,0.772002639,4.279312519,3.843436812,0.809383817,2.787575091,0.794126329,1.59144609,1.097038144,1.53443917,1.74733766425
"z1_1_k97_105620_13",18.2826449312341,1.4017719807638,0.661294383019216,2.11973973582514,0.0340280000053974,0.511658082882254,"MV_vs_Control",1.50645128,1.006956794,0.463188484,1.615487004,3.281315706,3.327362434,0.979932549,1.968724908,1.319651106,0.917517389,1.328199753,0.46237767,1.51476375641667
"z1_1_k97_10659_1",134.029593935737,-1.16083211127024,0.513497643760418,-2.26063765895652,0.023781703763416,0.43994614301179,"MV_vs_Control",3.120506222,9.206462117,8.822637796,3.138660466,5.131681706,2.401705216,6.532883662,4.704485494,7.239228925,3.984646946,8.664922196,8.1246362,5.9227047455
"z1_1_k97_10708_1",180.08731950939,-5.03867105152415,1.4448410852125,-3.48735310969033,0.000487826813783446,0.0541264605977785,"MV_vs_Control",0.461158555,2.231157911,16.80502437,0.13187649,0.140980267,0.428875931,13.95459503,0.535707458,2.262259039,0.299597515,1.445659595,3.365606169,3.50520819416667
"z1_1_k97_10721_4",57.2928908737547,1.60548024818597,0.571693408933235,2.80828888893744,0.00498055256920634,0.203125720067013,"MV_vs_Control",1.873307291,0.298136727,1.599960222,2.410674908,6.299553469,3.411748773,0.947775868,2.522341851,0.82050846,1.445208737,1.330493707,0.814551336,1.98118844575
"z1_1_k97_107355_1",39.458117534206,-1.74285931897686,0.86508354541477,-2.0146716790703,0.0439390615283338,0.56437067675049,"MV_vs_Control",0.515026079,1.524574389,1.741905411,0.497072924,0.590430177,0.179614706,0.781712575,0.061188031,2.346046411,1.693878256,1.627139298,0.790389179,1.029081453
