"gene_id","tSNE1","tSNE2","DGI_label","DGI_sub_label","Kmeans_label","Kmeans_subcel_label","HC_label"
"g_03766",25.407630182127,-34.6389284243784,"Cluster 1","Cluster 3","Cluster 5","Cluster 6","Cluster 1"
"g_03767",34.8860825054352,-16.8572572832832,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_03770",-42.5161447643689,-19.4400118076145,"Cluster 2","Cluster 4","Cluster 7","Cluster 1","Cluster 3"
"g_03771",-7.56755787710094,-15.1447058199498,"Cluster 1","Cluster 3","Cluster 4","Cluster 5","Cluster 1"
"g_03777",38.4918556950652,21.4049162014505,"Cluster 4","Cluster 5","Cluster 6","Cluster 2","Cluster 1"
"g_03778",16.2391826071725,23.0245368126458,"Cluster 4","Cluster 5","Cluster 6","Cluster 2","Cluster 1"
"g_03779",-10.2873169934504,8.71010918367778,"Cluster 3","Cluster 7","Cluster 6","Cluster 7","Cluster 1"
"g_03780",43.0170457206729,-8.59860892769843,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_03781",38.3125635071836,7.87356498601053,"Cluster 4","Cluster 5","Cluster 5","Cluster 5","Cluster 1"
"g_03782",31.6059363201747,-7.8889589428081,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_03783",9.88641051951934,-41.4663595976697,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_03785",7.23433923463739,-29.415138768803,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_03791",-43.6213524798502,-13.644703989832,"Cluster 2","Cluster 4","Cluster 7","Cluster 1","Cluster 2"
"g_03792",36.3915861606206,0.0329443380621318,"Cluster 4","Cluster 5","Cluster 5","Cluster 5","Cluster 1"
"g_03796",12.4836227718874,-33.4920684011148,"Cluster 1","Cluster 3","Cluster 5","Cluster 6","Cluster 1"
"g_03797",-20.1131156665991,-17.1496655206134,"Cluster 5","Cluster 6","Cluster 1","Cluster 4","Cluster 3"
"g_03798",32.1082090655383,-39.3732238700434,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_03799",8.60391357173226,-19.9058455099871,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_03801",7.77162751283002,-24.971915095596,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_03803",34.8918689034426,-1.37742957726656,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_03810",-28.8085823770263,-30.1315178509275,"Cluster 5","Cluster 6","Cluster 1","Cluster 1","Cluster 3"
"g_03811",18.673133783779,-30.6794171057331,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_03814",9.17814205106692,-40.3757192335764,"Cluster 1","Cluster 3","Cluster 5","Cluster 6","Cluster 1"
"g_03817",32.4283234054422,-37.4175356099918,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_03821",36.3431624060405,30.7903309561848,"Cluster 4","Cluster 5","Cluster 6","Cluster 2","Cluster 1"
"g_03822",40.75946867125,-17.9609763053124,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_03823",-31.4862535406243,46.0474900222578,"Cluster 6","Cluster 2","Cluster 2","Cluster 7","Cluster 5"
"g_03824",6.34453886744596,10.6448415239129,"Cluster 4","Cluster 5","Cluster 6","Cluster 6","Cluster 1"
"g_03825",28.306894638699,-20.2238988003797,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_03826",-39.8792755043231,-14.2012522146041,"Cluster 2","Cluster 4","Cluster 1","Cluster 4","Cluster 4"
"g_03829",14.2297248522605,20.379435832994,"Cluster 6","Cluster 5","Cluster 6","Cluster 2","Cluster 1"
"g_03830",27.9560677651791,-12.5236606658938,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_03836",32.8959206402107,16.0525292739192,"Cluster 4","Cluster 5","Cluster 6","Cluster 2","Cluster 1"
"g_03838",40.5367891843027,-34.4841161594826,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_03845",5.6498640769915,5.32706553899435,"Cluster 4","Cluster 5","Cluster 4","Cluster 6","Cluster 1"
"g_03853",-30.0971120185874,-34.4194148370293,"Cluster 5","Cluster 6","Cluster 7","Cluster 1","Cluster 3"
"g_03854",-29.997354413842,-28.4327210643924,"Cluster 5","Cluster 6","Cluster 1","Cluster 1","Cluster 3"
"g_03859",22.4967562585404,38.0107478722457,"Cluster 4","Cluster 5","Cluster 6","Cluster 2","Cluster 1"
"g_03860",36.6913668687452,24.0156189199324,"Cluster 4","Cluster 5","Cluster 6","Cluster 2","Cluster 1"
"g_03861",-5.60236479024567,-11.6324185622908,"Cluster 1","Cluster 3","Cluster 4","Cluster 5","Cluster 1"
"g_03862",-35.7848746150742,-14.4234907309531,"Cluster 2","Cluster 4","Cluster 1","Cluster 1","Cluster 2"
"g_03863",14.1484739008642,-41.5693591867,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_03865",16.2987247228236,-27.3993431910199,"Cluster 1","Cluster 3","Cluster 5","Cluster 6","Cluster 1"
"g_03867",19.1657147434749,-13.0632771074117,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_03868",13.8331090264042,-11.6483559068462,"Cluster 1","Cluster 3","Cluster 4","Cluster 5","Cluster 1"
"g_03869",-1.81074864521325,-30.4920291839916,"Cluster 1","Cluster 3","Cluster 4","Cluster 6","Cluster 1"
"g_03874",-49.4889657517731,-1.49290668257452,"Cluster 2","Cluster 4","Cluster 7","Cluster 1","Cluster 3"
"g_03880",17.7809803424791,-20.2089364532107,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_03881",-8.21256429037397,11.7251972141827,"Cluster 3","Cluster 7","Cluster 6","Cluster 7","Cluster 1"
"g_03882",15.7402170942967,-49.9906362204326,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_03883",-32.291296881765,-10.7353094777276,"Cluster 2","Cluster 4","Cluster 1","Cluster 4","Cluster 3"
"g_03887",18.7847299777261,3.45392206790609,"Cluster 4","Cluster 5","Cluster 4","Cluster 5","Cluster 1"
"g_03891",34.9262190356677,-39.9948593363721,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_03892",40.1687463142446,-5.37370753703729,"Cluster 4","Cluster 5","Cluster 5","Cluster 5","Cluster 1"
"g_03895",6.74470187596639,-25.4701364071548,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_03897",-14.4955837874053,-13.9541968239333,"Cluster 5","Cluster 6","Cluster 1","Cluster 4","Cluster 3"
"g_03900",-30.9753663160218,41.4653739863927,"Cluster 6","Cluster 2","Cluster 2","Cluster 7","Cluster 1"
"g_03901",21.9768216299889,16.3749629107722,"Cluster 4","Cluster 5","Cluster 6","Cluster 2","Cluster 1"
"g_03903",29.9585357257867,12.1642552101283,"Cluster 4","Cluster 5","Cluster 4","Cluster 6","Cluster 1"
"g_03904",8.55446538805959,-27.1740660137863,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_03906",17.8886536624103,-20.0754059185119,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_03907",14.7679633811805,-26.303805213061,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_03908",17.629172522582,-42.6727974129545,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_03909",-4.7935439774482,-32.6707511576246,"Cluster 1","Cluster 3","Cluster 4","Cluster 5","Cluster 1"
"g_03911",-41.3176945704056,-15.3789328709209,"Cluster 2","Cluster 4","Cluster 1","Cluster 1","Cluster 2"
"g_03916",-41.4864011120454,10.1751728091577,"Cluster 3","Cluster 7","Cluster 2","Cluster 7","Cluster 1"
"g_03917",27.9229858435144,-12.4770489335484,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_03918",23.5920023098991,29.5234095734539,"Cluster 4","Cluster 5","Cluster 6","Cluster 2","Cluster 1"
"g_03921",1.83041479983917,12.4199801975805,"Cluster 3","Cluster 5","Cluster 6","Cluster 2","Cluster 1"
"g_03927",-7.6773351164487,-36.3513592484625,"Cluster 1","Cluster 3","Cluster 4","Cluster 5","Cluster 1"
"g_03928",15.1516560716459,-45.9126046387078,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_03929",26.89262011584,5.2837634018383,"Cluster 1","Cluster 3","Cluster 4","Cluster 2","Cluster 1"
"g_03930",-19.33761361326,-17.5439713935286,"Cluster 5","Cluster 6","Cluster 1","Cluster 4","Cluster 3"
"g_03931",15.7048406469755,-50.0407330621944,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_03932",15.5114597744527,-48.1456804513799,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_03934",19.719455926359,-5.80396864911696,"Cluster 1","Cluster 3","Cluster 4","Cluster 5","Cluster 1"
"g_03939",7.26963129839563,21.5121636553545,"Cluster 4","Cluster 5","Cluster 6","Cluster 2","Cluster 1"
"g_03940",-38.9702383071606,-15.5471172221311,"Cluster 2","Cluster 4","Cluster 1","Cluster 1","Cluster 2"
"g_03941",33.2735316159716,10.1770975623497,"Cluster 4","Cluster 5","Cluster 5","Cluster 5","Cluster 1"
"g_03942",30.0608445500152,-30.6810081683192,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_03943",3.44372926901189,-37.976782215,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_03944",36.4814490312562,3.61296466801181,"Cluster 4","Cluster 5","Cluster 5","Cluster 6","Cluster 1"
"g_03951",-28.5249810562223,-24.1493583814853,"Cluster 5","Cluster 6","Cluster 1","Cluster 1","Cluster 3"
"g_03956",6.11576870720123,-39.5456296930027,"Cluster 1","Cluster 3","Cluster 5","Cluster 6","Cluster 1"
"g_03957",17.5740152166206,-1.3579717739821,"Cluster 1","Cluster 3","Cluster 4","Cluster 5","Cluster 1"
"g_03958",6.19265817023477,-34.2914841166562,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_03963",-2.52583244161609,2.48290097001142,"Cluster 1","Cluster 3","Cluster 6","Cluster 2","Cluster 1"
"g_03965",19.3351529823384,-45.4939232739679,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_03966",20.8742899992595,-27.4135499128399,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_03967",-25.485962458573,4.7266071811612,"Cluster 7","Cluster 1","Cluster 3","Cluster 4","Cluster 3"
"g_03968",-22.9623782766974,-29.634157282976,"Cluster 5","Cluster 6","Cluster 1","Cluster 1","Cluster 3"
"g_03969",7.60312294469941,3.95314243986531,"Cluster 4","Cluster 5","Cluster 4","Cluster 2","Cluster 1"
"g_03971",11.4078613327159,-24.8550053799778,"Cluster 1","Cluster 3","Cluster 5","Cluster 6","Cluster 1"
"g_03973",-5.86433228980464,-35.8923436509242,"Cluster 1","Cluster 3","Cluster 4","Cluster 5","Cluster 1"
"g_03975",-43.2936263952291,8.30799665632927,"Cluster 3","Cluster 7","Cluster 2","Cluster 7","Cluster 1"
"g_03977",7.24327052861042,-48.4568050028498,"Cluster 1","Cluster 3","Cluster 5","Cluster 6","Cluster 1"
"g_03983",-34.0600719835382,-35.9998171392405,"Cluster 5","Cluster 6","Cluster 7","Cluster 1","Cluster 3"
"g_03986",-36.9396019052186,11.6884051185131,"Cluster 3","Cluster 7","Cluster 2","Cluster 7","Cluster 1"
"g_03987",16.1401128703774,19.6499139777694,"Cluster 4","Cluster 5","Cluster 6","Cluster 2","Cluster 1"
"g_03988",35.7927050865209,-30.7958941088088,"Cluster 1","Cluster 3","Cluster 5","Cluster 6","Cluster 1"
"g_03997",41.5848909920881,7.91175622013321,"Cluster 4","Cluster 5","Cluster 5","Cluster 5","Cluster 1"
"g_03998",41.8220902777893,-8.67602283243317,"Cluster 1","Cluster 3","Cluster 5","Cluster 6","Cluster 1"
"g_04009",-50.0495429644638,12.4557631864415,"Cluster 6","Cluster 2","Cluster 2","Cluster 7","Cluster 5"
"g_04010",47.095408938247,4.68155693416804,"Cluster 4","Cluster 5","Cluster 5","Cluster 5","Cluster 1"
"g_04016",32.9105480414799,-36.5700038697591,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04021",29.3977732794243,17.769647330887,"Cluster 4","Cluster 5","Cluster 6","Cluster 2","Cluster 1"
"g_04023",39.2799268386748,-35.1912334807496,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04024",-20.0785986515389,13.5773264818162,"Cluster 7","Cluster 1","Cluster 3","Cluster 3","Cluster 3"
"g_04025",35.2948864905342,-32.8189588383486,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04028",-49.7767035923653,15.392376516233,"Cluster 6","Cluster 2","Cluster 2","Cluster 7","Cluster 1"
"g_04029",-28.6432921423585,-24.1723846940222,"Cluster 5","Cluster 6","Cluster 1","Cluster 1","Cluster 3"
"g_04034",20.2168999815936,-16.0630760403595,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04035",-13.3810380884076,43.4407657924091,"Cluster 7","Cluster 1","Cluster 3","Cluster 3","Cluster 3"
"g_04038",41.6950757200196,-16.3930762325748,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04039",31.1702935253629,11.9724329218291,"Cluster 4","Cluster 5","Cluster 4","Cluster 2","Cluster 1"
"g_04047",24.2869628897402,1.61125575844131,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04054",24.1923732567839,2.94071437563357,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04066",38.3460302446123,-24.5357449028486,"Cluster 1","Cluster 3","Cluster 5","Cluster 6","Cluster 1"
"g_04070",34.3623670598352,18.4995428671335,"Cluster 4","Cluster 5","Cluster 6","Cluster 2","Cluster 1"
"g_04071",30.782790604647,-33.3489254534897,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04073",24.2499690708544,-28.1631145074365,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04077",-34.9135290371975,-12.1410152011392,"Cluster 2","Cluster 4","Cluster 1","Cluster 4","Cluster 2"
"g_04082",38.4519199585972,-1.98484105523553,"Cluster 4","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04084",18.4038455522679,-41.70125359409,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04085",17.3286326343701,-33.0465697273165,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04086",14.6704063580194,27.2194617262749,"Cluster 4","Cluster 5","Cluster 6","Cluster 6","Cluster 1"
"g_04087",35.221150766215,-29.4679728252878,"Cluster 1","Cluster 3","Cluster 5","Cluster 6","Cluster 1"
"g_04089",-51.1996007796061,-2.28708637582992,"Cluster 2","Cluster 4","Cluster 7","Cluster 1","Cluster 2"
"g_04090",26.6444941713841,-30.4445837984575,"Cluster 1","Cluster 3","Cluster 5","Cluster 6","Cluster 1"
"g_04091",37.8663529091025,-35.439419646041,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04092",17.428913616704,-43.8507194221067,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04093",-5.82111122750427,-13.5172971043286,"Cluster 1","Cluster 3","Cluster 4","Cluster 5","Cluster 1"
"g_04094",-46.2249268942741,6.71526139695694,"Cluster 3","Cluster 7","Cluster 2","Cluster 7","Cluster 1"
"g_04107",-51.7935519696446,-10.1490880334816,"Cluster 2","Cluster 4","Cluster 7","Cluster 1","Cluster 3"
"g_04108",-46.4414461107426,-15.3031274144328,"Cluster 2","Cluster 4","Cluster 7","Cluster 1","Cluster 2"
"g_04110",7.05471272184406,-41.8395757423183,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04111",23.8310940573385,-41.227384291114,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04112",-32.411481508603,-5.71339060647396,"Cluster 5","Cluster 6","Cluster 1","Cluster 4","Cluster 3"
"g_04118",28.3655413146864,19.9973644070969,"Cluster 4","Cluster 5","Cluster 6","Cluster 6","Cluster 1"
"g_04120",-20.6159893216435,-19.7295987660535,"Cluster 5","Cluster 6","Cluster 1","Cluster 4","Cluster 3"
"g_04121",46.5267267074796,-27.9117489873186,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04122",15.4990909686973,-43.5651421256893,"Cluster 1","Cluster 3","Cluster 5","Cluster 6","Cluster 1"
"g_04126",-3.91305655153279,-46.3923942786504,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04131",32.2203847207355,-26.4008171870902,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04132",37.0776690831781,-31.7786490598712,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04133",15.2844656263985,-43.9128809950198,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04136",18.2842624802969,29.4417191039257,"Cluster 4","Cluster 5","Cluster 6","Cluster 2","Cluster 7"
"g_04141",-39.2735322918232,30.0219300683074,"Cluster 6","Cluster 2","Cluster 2","Cluster 2","Cluster 5"
"g_04143",38.2027565781201,-16.1306435215228,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04144",27.2073576724501,-4.98411098134004,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04145",-2.56020987952319,-1.84944659724301,"Cluster 1","Cluster 3","Cluster 4","Cluster 2","Cluster 1"
"g_04149",-26.3730202772697,40.8633059006912,"Cluster 6","Cluster 2","Cluster 6","Cluster 2","Cluster 1"
"g_04150",16.890068572395,16.9629740766347,"Cluster 4","Cluster 5","Cluster 6","Cluster 2","Cluster 1"
"g_04151",16.8664475803706,-27.0795495252544,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04153",15.7971059852884,-49.1749361397722,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04155",20.3781679208153,-45.7765514471863,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04157",2.89101570164932,-44.558433847353,"Cluster 1","Cluster 3","Cluster 5","Cluster 6","Cluster 1"
"g_04162",46.4936855931854,-26.6847013967397,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04167",-18.4407743363844,-21.6541546992557,"Cluster 5","Cluster 6","Cluster 1","Cluster 4","Cluster 3"
"g_04177",39.0699623289642,-35.4475569467762,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04178",28.237908321404,28.6954899565359,"Cluster 4","Cluster 5","Cluster 6","Cluster 2","Cluster 1"
"g_04179",15.4992507087431,21.2936707706276,"Cluster 4","Cluster 5","Cluster 6","Cluster 2","Cluster 1"
"g_04180",33.1507816213254,-42.078924389955,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04181",35.1312435964638,-35.6884253540328,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04183",13.8180497401984,28.3118890369898,"Cluster 6","Cluster 2","Cluster 6","Cluster 2","Cluster 1"
"g_04189",48.2391725191418,0.953003023203703,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04190",36.6432327169634,-25.0743639865369,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04197",20.0055160947004,1.03590967986209,"Cluster 4","Cluster 5","Cluster 4","Cluster 5","Cluster 1"
"g_04198",-39.3415481132709,9.49723067241123,"Cluster 3","Cluster 7","Cluster 2","Cluster 7","Cluster 1"
"g_04204",-48.8538653406245,-4.55452227003026,"Cluster 2","Cluster 4","Cluster 7","Cluster 1","Cluster 4"
"g_04206",-5.00563128079793,-18.8062859985825,"Cluster 1","Cluster 3","Cluster 4","Cluster 5","Cluster 1"
"g_04207",35.064538401675,-8.02731977738047,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04209",-30.3763954015197,9.24677034739038,"Cluster 3","Cluster 7","Cluster 2","Cluster 7","Cluster 1"
"g_04211",18.2932366115581,-42.0457816347531,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04220",-31.1466128332863,46.8456703588114,"Cluster 6","Cluster 2","Cluster 2","Cluster 2","Cluster 5"
"g_04221",36.9355602445695,-6.43165617749032,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04223",7.3504640074181,-28.2917113074232,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04224",49.455093665845,-18.1952861969302,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04234",-51.7421098454989,-12.7771908607367,"Cluster 2","Cluster 4","Cluster 7","Cluster 1","Cluster 3"
"g_04235",49.1920334215934,-13.693663663941,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04236",27.650965220598,-23.9827959682401,"Cluster 1","Cluster 3","Cluster 5","Cluster 6","Cluster 1"
"g_04239",14.0199879546866,-26.4302377834509,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04246",-33.4976944317818,14.8029576074978,"Cluster 3","Cluster 7","Cluster 2","Cluster 7","Cluster 1"
"g_04247",-25.6417844781863,-32.2099791227234,"Cluster 5","Cluster 6","Cluster 1","Cluster 1","Cluster 3"
"g_04250",43.4357883728153,2.02768738856429,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04251",38.2592558016214,-24.5407277002571,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04252",8.77442047535606,-8.93604797757617,"Cluster 1","Cluster 3","Cluster 4","Cluster 5","Cluster 1"
"g_04254",10.5905836881588,-11.0310826424989,"Cluster 1","Cluster 3","Cluster 4","Cluster 5","Cluster 1"
"g_04256",25.2865452544041,-38.5823078568605,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04260",-16.5233587255285,-12.6756436584897,"Cluster 7","Cluster 1","Cluster 1","Cluster 4","Cluster 3"
"g_04261",26.9785792825108,4.61012575705177,"Cluster 4","Cluster 5","Cluster 4","Cluster 6","Cluster 1"
"g_04262",0.646881213981409,-11.2364202873683,"Cluster 1","Cluster 3","Cluster 4","Cluster 5","Cluster 1"
"g_04263",30.0134503144466,-37.153210478884,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04264",17.3777498075332,-29.3129399768528,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04265",18.5571744805932,3.70213927089613,"Cluster 4","Cluster 5","Cluster 4","Cluster 5","Cluster 1"
"g_04267",7.67795951442923,-49.0680438380082,"Cluster 1","Cluster 3","Cluster 5","Cluster 6","Cluster 1"
"g_04270",37.6926154815329,-4.51870754791949,"Cluster 1","Cluster 3","Cluster 5","Cluster 6","Cluster 1"
"g_04276",35.0334310867414,21.2674215758697,"Cluster 4","Cluster 5","Cluster 6","Cluster 2","Cluster 1"
"g_04279",4.40968801978008,-42.4022233172037,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04281",8.92884360868051,-36.8079035472635,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04282",24.461984972372,-37.510555352705,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04286",0.743182868934792,-36.5625869126502,"Cluster 1","Cluster 3","Cluster 4","Cluster 5","Cluster 1"
"g_04289",-22.9091651401139,43.7160275765322,"Cluster 6","Cluster 2","Cluster 6","Cluster 2","Cluster 1"
"g_04290",28.6037391419756,-10.0279711607519,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04291",32.5330101738097,-25.0665056582411,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04292",-34.171507102857,-37.3932303457798,"Cluster 5","Cluster 6","Cluster 7","Cluster 1","Cluster 3"
"g_04293",3.75798089231387,5.03238698253868,"Cluster 3","Cluster 5","Cluster 4","Cluster 2","Cluster 1"
"g_04294",20.2561358662884,-17.1849638398925,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04297",-38.3689545546701,-20.8894495008048,"Cluster 2","Cluster 4","Cluster 1","Cluster 1","Cluster 2"
"g_04305",-20.3634187835919,-8.15273075429661,"Cluster 7","Cluster 1","Cluster 1","Cluster 4","Cluster 3"
"g_04307",34.5647267984552,-20.012463949079,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04308",35.7020811326305,-39.1422424778674,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04309",29.6898051467381,-28.9485859626665,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04310",7.65217086963402,-48.0730374608418,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04317",25.238652852095,-33.8764371831147,"Cluster 1","Cluster 3","Cluster 5","Cluster 6","Cluster 1"
"g_04318",43.262543700775,-5.61152038265296,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04319",43.0906119747843,-10.8357521891199,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04321",-0.75959854262106,-3.28274259740218,"Cluster 1","Cluster 3","Cluster 4","Cluster 2","Cluster 1"
"g_04332",-35.6467888899918,10.4656312123119,"Cluster 3","Cluster 7","Cluster 2","Cluster 7","Cluster 1"
"g_04333",30.8839648989297,8.08929436425539,"Cluster 4","Cluster 5","Cluster 4","Cluster 5","Cluster 1"
"g_04335",19.231837207086,-41.4199488647449,"Cluster 1","Cluster 3","Cluster 5","Cluster 6","Cluster 1"
"g_04336",19.539288235082,-33.5235649934739,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04337",16.3183762028172,-27.3267282386033,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04341",35.1245599701992,7.47081308986005,"Cluster 4","Cluster 5","Cluster 5","Cluster 5","Cluster 1"
"g_04345",31.298846223853,1.63196066270668,"Cluster 4","Cluster 5","Cluster 5","Cluster 5","Cluster 1"
"g_04346",36.8600001709767,-29.8778202959251,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04347",32.7741816592193,-2.22690961353396,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04348",36.9294562201477,-33.9380685292901,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04356",32.6880125556156,33.8985770902448,"Cluster 4","Cluster 5","Cluster 6","Cluster 2","Cluster 1"
"g_04358",41.9713560278921,-15.0814169020616,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04359",38.7056881509959,-20.1469815561372,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
"g_04360",12.2917681163387,6.49825837540333,"Cluster 4","Cluster 5","Cluster 4","Cluster 2","Cluster 1"
"g_04361",32.2349078120911,-19.5440704209254,"Cluster 1","Cluster 3","Cluster 5","Cluster 5","Cluster 1"
