"tSNE1","tSNE2","Dark1","Dark2","Dark3","Blue1","Blue2","Signalp","tmhmm"
47.1054165241255,-21.4489362594408,0.0585175051799937,0.0850310659618251,0.08133146260861,1.37727932543303,0.0918427497380982,1,1
44.6172336202021,-4.34300085728983,0.0266721511783994,0.069280240110702,0,1.3002040294964,0.7739374713109,0,0
38.3706081233734,-19.1228773748085,0.0177243197621672,0.0952314388953104,0.153040673372384,1.11780329536632,0.57310645252326,1,0
-51.082216204186,-1.38224278113823,2.62148031860952,2.55593485123666,2.69959232177259,1.40501705619589,1.48746985470657,0,0
38.5508059476701,24.0282621866991,0.0305572213583852,0.183887384111104,0.0146419058454892,1.70406222420847,0.903699579854055,0,0
44.0446248598769,8.93108860672833,0,0.0523194948695543,0.12803429511176,1.38435610270419,0.861954762132051,0,0
35.778701883972,13.913448407885,0.027037945752873,0.0622118301919306,0.0593672406080069,1.29835889996076,0.924632162034145,0,0
33.4802025529183,11.6461547213929,0.103708644513377,0.0174240285486905,0.0217076612907463,1.23056846364058,0.967090931020781,0,0
34.7705144998013,-29.9478533816421,0,0,0.0207585135303158,0.974000601017941,0.436402476807682,0,1
43.8353457697057,-6.38139286585813,0.027794277027407,0,0.0210548537793614,1.41885872004433,0.590674234744631,0,0
32.3828933780374,-24.9064890061717,0.0296450875104618,0.0486864622832615,0.0568915175292714,1.03353046622358,0.546753837172161,0,0
18.2633007567882,-38.5594369440453,0.049461469544698,0,0.0212451333426279,0.832695363836822,0.514592906314066,0,0
-7.25548197677971,-11.07164664109,0.310328734258907,0.307719118119251,0.426048092337544,0.57144736139532,0.772390000029162,0,1
42.8028462225936,10.4521149349952,0.0240260904741598,0.0880885796036186,0.110823291171453,1.372294332109,0.922417866523622,0,0
-12.0555234677669,15.0361948859092,0.588123965553509,0.580211280313592,0.538728147301297,0.566075999351943,0.3156580446991,0,0
8.02010765742725,-14.5729697069218,0.029713229441101,0.108934557959396,0.222526328172374,0.706729044837405,0.86340858020116,0,0
33.722721768886,30.0321824475717,0.0556615244203082,0.0632458906676695,0.221568626212931,1.68961895365976,1.15558145079042,0,1
30.6209361220743,-34.1683123963367,0.0278716706076829,0,0.0231709445837975,0.935577996660083,0.50053656140119,0,0
30.6698428207536,-6.0588966316657,0.0632815558290277,0.0450529280031538,0,1.01289616669412,0.760080115409383,0,1
16.4788663465428,-12.286832529935,0.0205427533001587,0.00538173476567367,0.0620989155681312,0.737357897694545,0.735725816487204,1,0
35.7770145568734,-25.453349543757,0.0300331102126543,0.0464538009857649,0.060159737266006,1.01496598709693,0.594941977509178,0,0
