"level3_pathway_name","Dark1mean","Dark2mean","Dark3mean","Yellow1mean","Yellow2mean","Yellow3mean","pvalue_Yellow","Yellow_vs_Dark","Yellow"
"-",1.78656145733333,2.30480407911111,2.59245858877778,2.89289527877778,2.96617085644444,2.39817868377778,0.156038983617628,1.2354072555321,2.75241493966667
