"level3_pathway_name","Dark1mean","Dark2mean","Dark3mean","Yellow1mean","Yellow2mean","Yellow3mean","pvalue_Yellow","Yellow_vs_Dark","Yellow"
"-",1.42308588166667,1.077692034,1.70275680633333,1.81988103233333,1.94275515066667,1.679854737,0.136395027765897,1.29474151635187,1.81416364
