"id","tSNE1","tSNE2","D2A","D3A","D1A","Y1A","Y2A","Y3A","Cluster","ko_name","ko","ko_des","KEGG_ec","KEGG_En_description","KEGG_Modules","KEGG_Mo_description","level1_pathway_name","level2_pathway_name","level3_pathway_id","level3_pathway_name"
"B1A_k97_15164_2",-24.4861631756563,-3.54905071401208,0.448974156346407,0.398697195387282,0.455371002543252,0.587201611139617,0.253336664876058,0.374482660515013,"Cluster 7","-","-","-","-","-","-","-","-","-","-","-"
"D1A_k97_41900_2",-12.9215790219277,-2.35128743791275,0.339353680852596,0.195740136906408,0.493571805774586,0.541650002099995,0.401209806228897,0.320891766752948,"Cluster 7","-","-","-","-","-","-","-","-","-","-","-"
"D3A_k97_2001_2",24.1242204943237,0.367753701984202,0.294810639841155,0.320103776782932,0.271312304151528,0.321301324039835,0.28654078228371,0.317308527879757,"Cluster 7","-","-","-","-","-","-","-","-","-","-","-"
"G2A_k97_20559_7",29.5911821790326,-1.39530301320729,0.315449665375742,0.337058170812008,0.278511685963081,0.464818083012709,0.179933569508786,0.321850937289635,"Cluster 7","-","-","-","-","-","-","-","-","-","-","-"
"G2A_k97_26473_4",-2.46149580434541,-0.984640078496188,0.348353822804033,0.201783004577869,0.365209838235891,0.402919596168989,0.516113875218218,0.424073696867654,"Cluster 7","-","-","-","-","-","-","-","-","-","-","-"
"G2A_k97_44805_3",-20.2530113979961,-0.686495171123542,0.357528641467727,0.38620926783466,0.473959089110375,0.455251620764033,0.348101677689507,0.396965104384556,"Cluster 7","-","-","-","-","-","-","-","-","-","-","-"
"G2A_k97_57473_4",0.337673024718212,-3.35376500397162,0.401946239352232,0.194028669606082,0.376814299269393,0.362168793905957,0.391793634762093,0.418732717438907,"Cluster 7","-","-","-","-","-","-","-","-","-","-","-"
"G2A_k97_61413_3",24.5893151147538,-3.36380893304969,0.287775204248903,0.398995581660149,0.251264641257608,0.40037537429331,0.323205654793396,0.356539419647127,"Cluster 7","-","-","-","-","-","-","-","-","-","-","-"
