"level3_pathway_name","Dark1mean","Dark2mean","Dark3mean","Blue1mean","Blue2mean","Blue3mean","pvalue_Blue","Blue_vs_Dark","Blue"
"DNA replication",2.164331546,1.927655077,1.323818844,0.507219652,0.828585223,0.812381102,0.0341742846081136,0.396651244231258,0.716061992333333
