"level3_pathway_name","Dark1mean","Dark2mean","Dark3mean","Blue1mean","Blue2mean","Blue3mean","pvalue_Blue","Blue_vs_Dark","Blue"
"-",1.69075081066667,1.77054971338889,1.98504444888889,1.36672483766667,1.61498032572222,1.18503510961111,0.0552754478928277,0.765052579977751,1.38891342433333
