"id","tSNE1","tSNE2","D2A","D3A","D1A","Y1A","Y2A","Y3A","Cluster","ko_name","ko","ko_des","KEGG_ec","KEGG_En_description","KEGG_Modules","KEGG_Mo_description","level1_pathway_name","level2_pathway_name","level3_pathway_id","level3_pathway_name"
"G2A_k97_31375_26",24.3947664969512,-7.46627934325475,0.271956386082385,0.496769329798226,0.150646897592034,0.326709741191396,0.325563649841731,0.397974897099578,"Cluster 3","-","-","-","-","-","-","-","-","-","-","-"
"G2A_k97_44585_5",-9.70502704020701,-11.252787975637,0.398925750724801,0.336839426992861,0.442070460652123,0.488410487671431,0.566936314395569,0.475071410060975,"Cluster 3","-","-","-","-","-","-","-","-","-","-","-"
"R2A_k97_12671_3",-18.403040958705,-6.65581966664469,0.268788746128998,0.446774956942716,0.489568129250546,0.513059248083252,0.48040893726977,0.407134132493624,"Cluster 3","-","-","-","-","-","-","-","-","-","-","-"
