"level3_pathway_name","Dark1mean","Dark2mean","Dark3mean","Blue1mean","Blue2mean","Blue3mean","pvalue_Blue","Blue_vs_Dark","Blue"
"Ribosome",0.686464753,0,0.769776143,1.474694172,1.156336712,0.99200759,0.0776955368454161,2.48793896940524,1.20767949133333
