"level3_pathway_name","Dark1mean","Dark2mean","Dark3mean","Blue1mean","Blue2mean","Blue3mean","pvalue_Blue","Blue_vs_Dark","Blue"
"Biofilm formation - Vibrio cholerae;Two-component system;Amino sugar and nucleotide sugar metabolism;O-Antigen nucleotide sugar biosynthesis;Metabolic pathways",7.28886732,8.905993362,9.496788815,5.965055078,6.72364324,4.72915336,0.0357440592618008,0.677957702950676,5.80595055933333
