"level3_pathway_name","Dark1mean","Dark2mean","Dark3mean","Yellow1mean","Yellow2mean","Yellow3mean","pvalue_Yellow","Yellow_vs_Dark","Yellow"
"Folate biosynthesis;Biosynthesis of cofactors;Sulfur relay system;Metabolic pathways",0.521805978,1.071126229,1.217078496,2.352928707,1.40471992,1.402456096,0.118887276594635,1.83632920596744,1.72003490766667
