"tSNE1","tSNE2","Nitritation_3","Nitritation_2","Nitritation_1","Denitrification_3","Denitrification_2","Denitrification_1","id","degs"
24.738614839831,-13.9560634719572,-0.238389369114826,-0.506334480676116,-0.44773023325541,-0.429013534949284,-0.397423782202196,-0.587083945504422,"Aerobic_2_k97_1109632_1","Denitrification_vs_Nitritation"
-8.98425245167997,21.5824393917691,-0.651467065002029,-0.651467065002029,-0.651467065002029,-0.651467065002029,-0.651467065002029,-0.651467065002029,"Aerobic_2_k97_129161_1","Denitrification_vs_Nitritation"
-3.57053219598903,2.63342240271757,-0.615799936514283,-0.532494679761829,-0.57696596519187,-0.604602572562082,-0.557443698688417,-0.492075287388716,"Aerobic_2_k97_1406468_1","Denitrification_vs_Nitritation"
6.97349810260042,-3.88353224812241,-0.493927437837605,-0.609786589115844,-0.514857064727469,-0.483240626763995,-0.561606529896227,-0.522091386263809,"Anoxic_2_k97_1307402_1","Denitrification_vs_Nitritation"
-9.85853037690397,28.6754222324987,-0.680617502844121,-0.680617502844121,-0.680617502844121,-0.680617502844121,-0.680617502844121,-0.680617502844121,"Anoxic_2_k97_221842_1","Denitrification_vs_Nitritation"
2.25291991027404,-5.4216877514122,-0.575923124719785,-0.628777818383359,-0.465146720049117,-0.427001819152789,-0.437378888547699,-0.484331822112039,"Anoxic_2_k97_258496_1","Denitrification_vs_Nitritation"
-9.85230308560394,28.7099386818446,-0.683533401983782,-0.683533401983782,-0.683533401983782,-0.683533401983782,-0.683533401983782,-0.683533401983782,"Anoxic_2_k97_320532_2","Denitrification_vs_Nitritation"
-3.17879237565582,2.89818676725786,-0.598926135541866,-0.548331385270075,-0.571450883085851,-0.624349192688382,-0.536498360524831,-0.524942126584766,"Anoxic_2_k97_450001_1","Denitrification_vs_Nitritation"
2.98871697852416,-12.5528593810147,-0.462955612922626,-0.657453292550249,-0.573829110882171,-0.42332130509314,-0.302471553961675,-0.343636927160128,"Anoxic_2_k97_478051_1","Denitrification_vs_Nitritation"
2.10291343979848,-0.29458363804149,-0.573924191254052,-0.466696585583221,-0.539404710041974,-0.546782173807392,-0.591710878894778,-0.515133478362854,"Anoxic_2_k97_534028_1","Denitrification_vs_Nitritation"
0.655428979297349,-12.4281277081371,-0.603612258685074,-0.53783074394286,-0.556610076115693,-0.452914929594451,-0.493368350234862,-0.43121419883045,"Anoxic_2_k97_53711_1","Denitrification_vs_Nitritation"
11.2858752641452,-7.15317497729195,-0.52666300541292,-0.459261410424419,-0.453512276284223,-0.489605806836342,-0.420737433981356,-0.560037493361795,"Anoxic_2_k97_553527_2","Denitrification_vs_Nitritation"
-3.73829456770827,-6.7029647273554,-0.625025280324027,-0.759355992816216,-0.635002264136816,-0.675700975483473,-0.300047125857016,-0.487319323740031,"Anoxic_2_k97_688401_1","Denitrification_vs_Nitritation"
-9.86075645246411,28.6628444978575,-0.679700568244754,-0.679700568244754,-0.679700568244754,-0.679700568244754,-0.679700568244754,-0.679700568244754,"Anoxic_2_k97_71050_1","Denitrification_vs_Nitritation"
-9.82998218481894,28.8729375048125,-0.706663530836619,-0.706663530836619,-0.706663530836619,-0.706663530836619,-0.706663530836619,-0.706663530836619,"Anoxic_2_k97_727424_1","Denitrification_vs_Nitritation"
-4.60249632192002,1.49880564832117,-0.665018986657256,-0.59037784931058,-0.560090802121227,-0.558929204307531,-0.609282091301286,-0.384788030202059,"Anoxic_2_k97_924437_1","Denitrification_vs_Nitritation"
-9.146491065923,24.7805428350278,-0.634803837143132,-0.642639665067763,-0.607181668224718,-0.629015157242618,-0.647240593748236,-0.701876269695172,"Nitritation_1_k97_10504_1","Denitrification_vs_Nitritation"
-7.51126313349218,23.3150331026197,-0.675080483044643,-0.672479171206062,-0.624739029206182,-0.650913549516564,-0.623676611013413,-0.664770441271447,"Nitritation_1_k97_110240_3","Denitrification_vs_Nitritation"
8.41530759172457,3.41918526795387,-0.654244381982193,-0.579105766999511,-0.587985449340905,-0.450782194830995,-0.560354418303948,-0.57118147771213,"Nitritation_1_k97_122842_2","Denitrification_vs_Nitritation"
11.0345753072,-4.7706632452041,-0.503449240435874,-0.487321132329541,-0.464431215994796,-0.527354378436044,-0.512319731409809,-0.522034403356608,"Nitritation_1_k97_137913_5","Denitrification_vs_Nitritation"
-10.1012160313247,22.74787110477,-0.652366603886623,-0.675027518566064,-0.660852559450828,-0.664591489341768,-0.637822731467571,-0.674350285095585,"Nitritation_1_k97_141018_1","Denitrification_vs_Nitritation"
-5.61354294517233,21.9709973895972,-0.640364728997765,-0.668201034550099,-0.636272066431346,-0.645014627792203,-0.676475917216347,-0.619054892956925,"Nitritation_1_k97_147082_1","Denitrification_vs_Nitritation"
-14.8757526739509,22.3277053060979,-0.654257361848566,-0.609087966932372,-0.671095394679231,-0.622153655757398,-0.652584587707329,-0.719164457775568,"Nitritation_1_k97_15320_1","Denitrification_vs_Nitritation"
