"tSNE1","tSNE2","Nitritation_3","Nitritation_2","Nitritation_1","Aerobic_3","Aerobic_2","Aerobic_1","id","degs"
7.76700847361935,-7.26418982956174,1.25301147004075,1.44157494543461,1.49829687741138,-0.695466456202811,-0.695466456202811,-0.695466456202811,"Nitritation_1_k97_106603_2","Aerobic_vs_Nitritation"
-0.372019194650616,1.64370178031183,1.39976015783707,1.37783544003625,1.24462335090098,-0.689011188202399,-0.689011188202399,-0.689011188202399,"Nitritation_1_k97_116605_1","Aerobic_vs_Nitritation"
-2.49898294201805,-10.1735479860598,1.59420570187119,1.40308341566256,1.49957618114775,-0.690241424239039,-0.690241424239039,-0.690241424239039,"Nitritation_1_k97_122771_1","Aerobic_vs_Nitritation"
14.2572016432656,-15.7815561619803,1.2978052018341,1.72519629851389,1.50419182919935,-0.685165679050448,-0.685165679050448,-0.665693523077809,"Nitritation_1_k97_161699_1","Aerobic_vs_Nitritation"
-7.16838166286117,-9.88699428006328,1.49396483488038,1.28843147318517,1.41171043596202,-0.693111392016985,-0.693111392016985,-0.677659719544429,"Nitritation_1_k97_172829_3","Aerobic_vs_Nitritation"
-3.06091979977964,-10.557613944664,1.56494843745802,1.3772301486681,1.51787839007037,-0.687228867307526,-0.687228867307526,-0.682436404021499,"Nitritation_1_k97_181866_1","Aerobic_vs_Nitritation"
-6.40911303547432,8.77854754625737,1.69072010230448,1.1244830201572,1.34929241970471,-0.713564583242216,-0.696740117374621,-0.713564583242216,"Nitritation_1_k97_182059_2","Aerobic_vs_Nitritation"
-8.67290064382582,-2.87668217602366,1.73729155003206,1.49812366198939,1.27179640575625,-0.68706376934911,-0.68706376934911,-0.68706376934911,"Nitritation_1_k97_189875_1","Aerobic_vs_Nitritation"
-6.62137862679131,-8.37039225106402,1.58562784336458,1.16825781154208,1.44366819205024,-0.687399769328795,-0.687399769328795,-0.687399769328795,"Nitritation_1_k97_192284_2","Aerobic_vs_Nitritation"
-2.2397811010258,2.34727788342304,1.44619603780577,1.47646582376531,1.21384920485624,-0.694104728341834,-0.694104728341834,-0.694104728341834,"Nitritation_1_k97_192284_3","Aerobic_vs_Nitritation"
17.2102940359048,-12.2322524464894,1.14000387068228,1.53325109227004,1.4398899463366,-0.67960443825934,-0.693164774225882,-0.693164774225882,"Nitritation_1_k97_199126_1","Aerobic_vs_Nitritation"
-8.66224705164885,-13.4438710679458,1.35184674260676,1.3301892553903,1.45541853481554,-0.693344523670312,-0.693344523670312,-0.693344523670312,"Nitritation_1_k97_211169_1","Aerobic_vs_Nitritation"
0.161319236100247,-0.729497654654195,1.44743421048534,1.37349861085057,1.34922953731775,-0.699628428841524,-0.699628428841524,-0.699628428841524,"Nitritation_1_k97_216862_1","Aerobic_vs_Nitritation"
-1.72887240066698,-15.6537294632231,1.66086050095339,1.06717179562946,1.74863356286743,-0.685802735708574,-0.685802735708574,-0.685802735708574,"Nitritation_1_k97_226468_1","Aerobic_vs_Nitritation"
-6.18746765289387,-3.61629798188631,1.65419604708142,1.46774097241944,1.34868085024149,-0.690461092155811,-0.684265211536001,-0.690461092155811,"Nitritation_1_k97_259031_2","Aerobic_vs_Nitritation"
-2.75989396107531,-6.15775955805811,1.60932464896527,1.46625106494399,1.40624056189226,-0.685053756014837,-0.685053756014837,-0.685053756014837,"Nitritation_1_k97_259412_1","Aerobic_vs_Nitritation"
-9.412053111472,-14.4479616677796,1.28821499377019,1.29540031737516,1.4617133344172,-0.689410497596744,-0.689410497596744,-0.689410497596744,"Nitritation_1_k97_260775_3","Aerobic_vs_Nitritation"
-0.139764993786664,23.7009701207919,0.918519436308842,1.31453944861156,0.518883741964794,-0.679748585289209,-0.639117370338333,-0.679748585289209,"Nitritation_1_k97_277448_2","Aerobic_vs_Nitritation"
-2.4573105216664,3.13962871666318,1.48663992125923,1.53128118389644,1.20306778900533,-0.702444391464715,-0.702444391464715,-0.702444391464715,"Nitritation_1_k97_281860_12","Aerobic_vs_Nitritation"
