"tSNE1","tSNE2","Nitritation_3","Nitritation_2","Nitritation_1","Anoxic_3","Anoxic_2","Anoxic_1"
-5.34006152635215,-29.925791936564,-0.541076557395426,-0.534291985771773,-0.570438501576414,-0.606944595903402,-0.615944966896507,-0.616157200569056
-5.03712503041275,-31.4324472326941,-0.520850635327239,-0.527211479351576,-0.563223932680737,-0.6291408617962,-0.677605317508937,-0.677704569953625
7.95165407797595,-4.94221624631351,-0.380686844139295,-0.450984514706739,-0.491116057392363,-0.821556542279573,-0.81984472389315,-0.808443616429769
28.0066549103108,17.6863465660203,-0.238389369114826,-0.506334480676116,-0.44773023325541,-0.829135081284602,-0.84452894418,-0.862589437547719
-7.34759882012517,-31.6170291305841,-0.55055239994759,-0.595039601711215,-0.567664169333478,-0.675779880493198,-0.6808042401026,-0.695103299811291
-3.93452233224066,-14.0724658152495,-0.571322586549805,-0.534830243267304,-0.565452472208135,-0.776665467641216,-0.725173730649728,-0.751062207272222
-2.62894200669917,-35.3688625316875,-0.443155422736127,-0.577550053681816,-0.499052234214546,-0.62600170142653,-0.62600170142653,-0.574705611194755
-40.9978946047739,-7.43525056224916,-0.663724677648498,-0.663724677648498,-0.663724677648498,-0.634988462347107,-0.632697912752634,-0.663724677648498
-2.23515867616101,-10.1531189628419,-0.52578660719594,-0.549611355470993,-0.619797774459985,-0.798138266793137,-0.774489547810401,-0.796634414743754
0.533301938874272,-6.26226590608481,-0.492246827716758,-0.576893924539282,-0.520000064619855,-0.84480841870814,-0.808937309661096,-0.843252025435478
-1.79313047730438,-32.0463935396725,-0.520416730716956,-0.550559346612117,-0.452616793612701,-0.631791470287483,-0.645624392882689,-0.621532939610465
-4.5363954671368,-29.3197846453619,-0.556183782426994,-0.485013721834509,-0.553047945378342,-0.60218779518436,-0.665878720558321,-0.6111692893065
4.52099272993809,-15.3359997933139,-0.49379139388359,-0.381324549014808,-0.532741667070202,-0.777771345804885,-0.776288596938501,-0.796373251595588
-40.4380087695586,-7.08186010657908,-0.681574277839938,-0.659607384670064,-0.676541308659657,-0.670038103706107,-0.675744867827939,-0.676028596053847
