"tSNE1","tSNE2","Nitritation_3","Nitritation_2","Nitritation_1","Anammox2_3","Anammox2_2","Anammox2_1"
43.7388724879267,4.48193064041966,-0.676758413971514,-0.676758413971514,-0.676758413971514,-0.676758413971514,-0.676758413971514,-0.676758413971514
-21.6423204247374,18.239265279911,-0.683125296195637,-0.683125296195637,-0.683125296195637,-0.683125296195637,-0.683125296195637,-0.683125296195637
0.0843541360092937,8.43720934523532,-0.711002148994013,-0.677672454990057,-0.623674119886606,-0.711002148994013,-0.675918112927308,-0.649993486871458
-2.03977247230692,-10.2768472568177,-0.703547596033948,-0.703547596033948,-0.703547596033948,-0.703547596033948,-0.630296652909842,-0.655780764027985
-3.5953547272247,45.6253847496583,-0.681640906391986,-0.681640906391986,-0.681640906391986,-0.681640906391986,-0.681640906391986,-0.681640906391986
-32.423210516892,-18.9660224846904,-0.684933692866552,-0.684933692866552,-0.684933692866552,-0.684933692866552,-0.684933692866552,-0.684933692866552
-43.1122934813739,2.28922060647488,-0.684138508091697,-0.684138508091697,-0.684138508091697,-0.684138508091697,-0.684138508091697,-0.684138508091697
-0.334928652425134,-15.3031055460165,-0.693003697821956,-0.693003697821956,-0.693003697821956,-0.6876103033762,-0.672047638124858,-0.679989016223336
4.8151491661402,-11.812117224742,-0.696868250207862,-0.696868250207862,-0.696868250207862,-0.66559388865969,-0.655205388356428,-0.684793454392715
-6.45455328365739,-8.92668635405918,-0.701823363044646,-0.701823363044646,-0.701823363044646,-0.684869375490435,-0.683001991834704,-0.675640134142787
-2.72122967376136,-4.20853105121122,-0.693118159491326,-0.693118159491326,-0.693118159491326,-0.670972600353897,-0.693118159491326,-0.682430367173991
-31.3056077531804,-23.6234121712855,-0.685053845658086,-0.685053845658086,-0.685053845658086,-0.685053845658086,-0.685053845658086,-0.685053845658086
5.9532748450444,-4.35148513196123,-0.694201181158371,-0.694201181158371,-0.694201181158371,-0.653732829988253,-0.685216039986917,-0.686388918086219
9.94362155907303,26.1042329017423,-0.680111463030172,-0.680111463030172,-0.680111463030172,-0.680111463030172,-0.680111463030172,-0.680111463030172
14.5124509632023,38.3105341727508,-0.68079662688942,-0.68079662688942,-0.68079662688942,-0.68079662688942,-0.68079662688942,-0.68079662688942
14.7336847663996,13.7724910721145,-0.679204927062325,-0.679204927062325,-0.679204927062325,-0.679204927062325,-0.679204927062325,-0.679204927062325
43.466483472599,-12.5823028097707,-0.674884114304941,-0.674884114304941,-0.674884114304941,-0.674884114304941,-0.674884114304941,-0.674884114304941
36.5645415223091,-21.2752089071143,-0.673311409393101,-0.673311409393101,-0.673311409393101,-0.673311409393101,-0.673311409393101,-0.673311409393101
-23.6100726869347,-35.4743701121397,-0.685446226205164,-0.685446226205164,-0.685446226205164,-0.685446226205164,-0.685446226205164,-0.685446226205164
-34.4913887310007,-0.368693895001359,-0.684375683147078,-0.684375683147078,-0.684375683147078,-0.684375683147078,-0.684375683147078,-0.684375683147078
-23.3141508369304,19.4179693328906,-0.683183457717726,-0.683183457717726,-0.683183457717726,-0.683183457717726,-0.683183457717726,-0.683183457717726
-32.4493400473512,-18.4275083677536,-0.684920123631714,-0.684920123631714,-0.684920123631714,-0.684920123631714,-0.684920123631714,-0.684920123631714
-7.61610348189453,-34.2511356463267,-0.686146207359328,-0.686146207359328,-0.686146207359328,-0.686146207359328,-0.686146207359328,-0.686146207359328
35.6590003353928,-22.0160487617561,-0.673147518182241,-0.673147518182241,-0.673147518182241,-0.673147518182241,-0.673147518182241,-0.673147518182241
-25.9820543972484,-32.7078180432908,-0.68534601072527,-0.68534601072527,-0.68534601072527,-0.68534601072527,-0.68534601072527,-0.68534601072527
8.24717786902681,45.8147565854337,-0.681193614158282,-0.681193614158282,-0.681193614158282,-0.681193614158282,-0.681193614158282,-0.681193614158282
-21.9413165438378,-37.0992938063294,-0.685511708795291,-0.685511708795291,-0.685511708795291,-0.685511708795291,-0.685511708795291,-0.685511708795291
-10.8502846496397,-25.3874790978618,-0.686714281775818,-0.686714281775818,-0.686714281775818,-0.686714281775818,-0.686714281775818,-0.686714281775818
8.26873388048311,-28.2405803579871,-0.72978136622254,-0.72978136622254,-0.72978136622254,-0.713178113244712,-0.545461313329255,-0.633625498206142
-9.21841748447187,35.6616025283969,-0.682032227768487,-0.682032227768487,-0.682032227768487,-0.682032227768487,-0.682032227768487,-0.682032227768487
-41.8075889528667,13.0836306036642,-0.683784834250502,-0.683784834250502,-0.683784834250502,-0.683784834250502,-0.683784834250502,-0.683784834250502
23.3628457014937,-10.3998727409971,-0.66459851076953,-0.66459851076953,-0.66459851076953,-0.66459851076953,-0.66459851076953,-0.66459851076953
-12.8674851062031,-6.46989258911664,-0.687839453933324,-0.687839453933324,-0.687839453933324,-0.687839453933324,-0.687839453933324,-0.678665209853464
44.6585213385108,-10.4637099784347,-0.675218048308767,-0.675218048308767,-0.675218048308767,-0.675218048308767,-0.675218048308767,-0.675218048308767
34.2730173222349,15.2043514542205,-0.677978779534394,-0.677978779534394,-0.677978779534394,-0.677978779534394,-0.677978779534394,-0.677978779534394
-38.0227667631431,16.3902422748291,-0.683653057147437,-0.683653057147437,-0.683653057147437,-0.683653057147437,-0.683653057147437,-0.683653057147437
-18.331944562578,15.6786941286757,-0.683008940868475,-0.683008940868475,-0.683008940868475,-0.683008940868475,-0.683008940868475,-0.683008940868475
-13.7753083982967,-3.94683867785057,-0.685778465456974,-0.685778465456974,-0.685778465456974,-0.685778465456974,-0.685778465456974,-0.673254725904087
38.7911234083953,-19.0480412501813,-0.673713536572964,-0.673713536572964,-0.673713536572964,-0.673713536572964,-0.673713536572964,-0.673713536572964
24.3145680758062,-5.62893098140089,-0.655634454776995,-0.655634454776995,-0.655634454776995,-0.655634454776995,-0.655634454776995,-0.655634454776995
11.6359306695513,28.0957547349655,-0.680244323463405,-0.680244323463405,-0.680244323463405,-0.680244323463405,-0.680244323463405,-0.680244323463405
33.0483132767145,15.7497436709196,-0.678081109461341,-0.678081109461341,-0.678081109461341,-0.678081109461341,-0.678081109461341,-0.678081109461341
7.70409826823133,17.7880855126301,-0.679649367552048,-0.679649367552048,-0.679649367552048,-0.679649367552048,-0.679649367552048,-0.679649367552048
