"tSNE1","tSNE2","Nitritation_3","Nitritation_2","Nitritation_1","Denitrification_3","Denitrification_2","Denitrification_1","id","degs"
34.2875830133393,-25.7760933767421,-0.238389369114826,-0.506334480676116,-0.44773023325541,-0.429013534949284,-0.397423782202196,-0.587083945504422,"Aerobic_2_k97_1109632_1","Denitrification_vs_Nitritation"
-17.5090291860965,25.60771267079,-0.651467065002029,-0.651467065002029,-0.651467065002029,-0.651467065002029,-0.651467065002029,-0.651467065002029,"Aerobic_2_k97_129161_1","Denitrification_vs_Nitritation"
-6.87095368301364,7.11047745274203,-0.615799936514283,-0.532494679761829,-0.57696596519187,-0.604602572562082,-0.557443698688417,-0.492075287388716,"Aerobic_2_k97_1406468_1","Denitrification_vs_Nitritation"
12.0396884522152,-5.8797133085321,-0.493927437837605,-0.609786589115844,-0.514857064727469,-0.483240626763995,-0.561606529896227,-0.522091386263809,"Anoxic_2_k97_1307402_1","Denitrification_vs_Nitritation"
-34.8940743502438,24.7703495762473,-0.680617502844121,-0.680617502844121,-0.680617502844121,-0.680617502844121,-0.680617502844121,-0.680617502844121,"Anoxic_2_k97_221842_1","Denitrification_vs_Nitritation"
-6.12045451669991,-13.1092360876059,-0.575923124719785,-0.628777818383359,-0.465146720049117,-0.427001819152789,-0.437378888547699,-0.484331822112039,"Anoxic_2_k97_258496_1","Denitrification_vs_Nitritation"
-34.9425781063207,24.7410327775262,-0.683533401983782,-0.683533401983782,-0.683533401983782,-0.683533401983782,-0.683533401983782,-0.683533401983782,"Anoxic_2_k97_320532_2","Denitrification_vs_Nitritation"
-6.53477384624534,7.70590866694778,-0.598926135541866,-0.548331385270075,-0.571450883085851,-0.624349192688382,-0.536498360524831,-0.524942126584766,"Anoxic_2_k97_450001_1","Denitrification_vs_Nitritation"
2.91591521161811,-20.7975295945371,-0.462955612922626,-0.657453292550249,-0.573829110882171,-0.42332130509314,-0.302471553961675,-0.343636927160128,"Anoxic_2_k97_478051_1","Denitrification_vs_Nitritation"
-0.604076444033893,13.7867427215324,-0.573924191254052,-0.466696585583221,-0.539404710041974,-0.546782173807392,-0.591710878894778,-0.515133478362854,"Anoxic_2_k97_534028_1","Denitrification_vs_Nitritation"
-4.24660143267116,-19.2899773273832,-0.603612258685074,-0.53783074394286,-0.556610076115693,-0.452914929594451,-0.493368350234862,-0.43121419883045,"Anoxic_2_k97_53711_1","Denitrification_vs_Nitritation"
-3.72487385521898,-7.86063903549674,-0.52666300541292,-0.459261410424419,-0.453512276284223,-0.489605806836342,-0.420737433981356,-0.560037493361795,"Anoxic_2_k97_553527_2","Denitrification_vs_Nitritation"
-7.9440562335617,-15.7005176833423,-0.625025280324027,-0.759355992816216,-0.635002264136816,-0.675700975483473,-0.300047125857016,-0.487319323740031,"Anoxic_2_k97_688401_1","Denitrification_vs_Nitritation"
-34.8790748904357,24.7803240966398,-0.679700568244754,-0.679700568244754,-0.679700568244754,-0.679700568244754,-0.679700568244754,-0.679700568244754,"Anoxic_2_k97_71050_1","Denitrification_vs_Nitritation"
-35.4377106737986,24.5181393613749,-0.706663530836619,-0.706663530836619,-0.706663530836619,-0.706663530836619,-0.706663530836619,-0.706663530836619,"Anoxic_2_k97_727424_1","Denitrification_vs_Nitritation"
-8.15977337244763,4.54144359271241,-0.665018986657256,-0.59037784931058,-0.560090802121227,-0.558929204307531,-0.609282091301286,-0.384788030202059,"Anoxic_2_k97_924437_1","Denitrification_vs_Nitritation"
-29.5092622316397,22.4512038129837,-0.634803837143132,-0.642639665067763,-0.607181668224718,-0.629015157242618,-0.647240593748236,-0.701876269695172,"Nitritation_1_k97_10504_1","Denitrification_vs_Nitritation"
-27.2321625998701,18.5252495653816,-0.675080483044643,-0.672479171206062,-0.624739029206182,-0.650913549516564,-0.623676611013413,-0.664770441271447,"Nitritation_1_k97_110240_3","Denitrification_vs_Nitritation"
13.4550452904829,14.7703556209797,-0.654244381982193,-0.579105766999511,-0.587985449340905,-0.450782194830995,-0.560354418303948,-0.57118147771213,"Nitritation_1_k97_122842_2","Denitrification_vs_Nitritation"
18.3363780191826,-3.6412528947881,-0.503449240435874,-0.487321132329541,-0.464431215994796,-0.527354378436044,-0.512319731409809,-0.522034403356608,"Nitritation_1_k97_137913_5","Denitrification_vs_Nitritation"
-24.6748099692727,22.2859949340121,-0.652366603886623,-0.675027518566064,-0.660852559450828,-0.664591489341768,-0.637822731467571,-0.674350285095585,"Nitritation_1_k97_141018_1","Denitrification_vs_Nitritation"
-25.3276744922821,26.4815406351965,-0.640364728997765,-0.668201034550099,-0.636272066431346,-0.645014627792203,-0.676475917216347,-0.619054892956925,"Nitritation_1_k97_147082_1","Denitrification_vs_Nitritation"
-17.13901085953,32.4546372516586,-0.654257361848566,-0.609087966932372,-0.671095394679231,-0.622153655757398,-0.652584587707329,-0.719164457775568,"Nitritation_1_k97_15320_1","Denitrification_vs_Nitritation"
-33.6541166065763,26.1460646913825,-0.677015757658276,-0.676060217645747,-0.6560643425184,-0.655729459829181,-0.692956629863905,-0.652603778930591,"Nitritation_1_k97_15631_1","Denitrification_vs_Nitritation"
-36.6170826862088,-10.4580669601396,1.92386492586759,1.25161258126108,1.36861070256199,1.08301616901265,1.34518451329384,1.16520846504615,"Nitritation_1_k97_179673_2","Denitrification_vs_Nitritation"
-34.911772936702,-13.1595140044703,1.56423119413321,1.36726409800921,1.2796289436371,1.40196951179465,1.3902522168237,1.22633037592356,"Nitritation_1_k97_18391_1","Denitrification_vs_Nitritation"
-23.5589049669019,23.2204999698073,-0.641408245636927,-0.666140476714221,-0.646850357305253,-0.64195672800514,-0.644217449871938,-0.691495708292839,"Nitritation_1_k97_185048_1","Denitrification_vs_Nitritation"
-20.8672885534577,26.3040391523995,-0.70816524905861,-0.674105830441235,-0.650553483362774,-0.551730718288523,-0.655772390301427,-0.654808249911965,"Nitritation_1_k97_186244_1","Denitrification_vs_Nitritation"
45.1138044509415,-20.8287393015736,-0.324956039160415,-0.00411587564873557,-0.692306868386581,-0.434519038299012,-0.490691130343265,-0.541288250301693,"Nitritation_1_k97_188473_1","Denitrification_vs_Nitritation"
-31.9764562135726,-11.6729716715488,1.49178063541683,1.73607757522336,1.10957277279045,1.53644275649459,1.10341954204352,1.18250253089845,"Nitritation_1_k97_190054_1","Denitrification_vs_Nitritation"
-31.8800400397132,-14.4003274180763,1.46641801212801,1.44448376304253,1.21888986130007,1.26570130380638,1.73538017147239,1.04515992630055,"Nitritation_1_k97_193393_1","Denitrification_vs_Nitritation"
-37.7933525850234,-15.9948185309839,1.20073295663129,1.38956415337028,1.51142770362867,1.43149444787249,1.24130079739573,1.45308824388878,"Nitritation_1_k97_193863_2","Denitrification_vs_Nitritation"
22.0234694463085,-7.48147854086829,-0.467884068086016,-0.518631958392909,-0.394258741264241,-0.411368872537621,-0.538863038786457,-0.441526898983049,"Nitritation_1_k97_195831_3","Denitrification_vs_Nitritation"
-33.5380458998564,26.458799399134,-0.698285016590287,-0.65284366767643,-0.658597649173074,-0.658237394718022,-0.698285016590287,-0.654874901996383,"Nitritation_1_k97_199819_1","Denitrification_vs_Nitritation"
-27.7581151352834,29.4017458488142,-0.638093466388082,-0.633825537201017,-0.623608050223327,-0.702642513144236,-0.666689770505283,-0.658827336946191,"Nitritation_1_k97_202137_1","Denitrification_vs_Nitritation"
-30.279519092228,-14.0912294616275,1.85330998708336,1.02904002335585,1.1092632951142,1.56495305127046,1.51985664960465,1.0236332200935,"Nitritation_1_k97_203330_1","Denitrification_vs_Nitritation"
-36.4316234608778,-15.770492827387,1.37227624302978,1.23021402867375,1.42797458814022,1.5759349650446,1.36220366083225,1.25861476061351,"Nitritation_1_k97_228279_2","Denitrification_vs_Nitritation"
