"umap1","umap2","W_1","W_2","W_3","B_1","B_2","B_3","Signalp","tmhmm"
-4.6608414039122,9.76748013246563,-0.470815165411918,-0.473553164290947,-0.446782079941222,-0.582723102953979,-0.582723102953979,-0.582723102953979,0,1
0.0151852776114353,6.05304148762167,-0.793481304715067,-0.515828685017907,-0.523698378401706,-1.10722384641449,-1.07008873075969,-1.10722384641449,0,0
-7.27243159376614,-6.70418696841823,-0.464719389336154,-0.422465735546564,-0.39629758333087,1.47349046750926,2.38693583717394,0.814289897715154,1,0
2.05700587506365,-8.81457025049065,-0.54521635976931,-0.54521635976931,-0.54521635976931,1.34209072658882,2.20714439050839,1.30637384947235,0,0
-6.26663004923197,5.35713495646753,-0.66046394212391,-0.66046394212391,-0.66046394212391,-0.66046394212391,-0.66046394212391,-0.66046394212391,0,0
-2.10131330546058,-3.1007054366143,-0.433822536658021,-0.35970057338987,-0.429032617892609,0.693878592341159,2.8634276453493,0.610136199010274,0,0
1.37935698702298,-5.03358386605592,-0.397846468488607,-0.397180851185628,-0.375495740104357,-0.171256325558628,2.99319343027348,0.763165270355308,0,0
-2.72060676691685,4.85214253713919,-0.796793553503855,-0.793164022428604,-0.785955762423791,-0.820134317105971,-0.820134317105971,-0.811068956442126,0,0
-1.52953306903275,4.2039726535164,-0.977231633534108,-0.977231633534108,-0.977231633534108,-0.977231633534108,-0.977231633534108,-0.740136160312145,0,0
-5.01284299437723,-6.8788310388368,-0.522261024166372,-0.507914737912784,-0.51241738061089,1.22890903472201,2.45155550259509,1.01475091392403,0,0
-7.18293453684538,3.70132583293541,-0.639847173705803,-0.639847173705803,-0.639847173705803,-0.639847173705803,-0.571481468729124,-0.639847173705803,0,1
-7.41980718975503,-7.10384597470025,-0.462314134332754,-0.384014429134073,-0.475854107184216,1.47963270250629,2.38760662620839,0.803770051170511,1,0
3.75702614859378,5.74914157573007,-0.143563159491931,0.671713618980383,0.142050812896315,-0.842120930544504,-0.842120930544504,-0.842120930544504,0,1
1.08679366128756,-9.59256564393891,-0.495890906426618,-0.493153305427466,-0.527057194003125,1.88146041563964,1.77680574860408,1.26530441866061,0,0
-9.68076693763082,6.65081231447605,-0.560785705380893,-0.560785705380893,-0.560785705380893,-0.560785705380893,-0.560785705380893,-0.560785705380893,0,0
1.56644673734321,5.91202888483069,-0.768174675019901,0.0944103474130241,-0.273594675744501,-1.26181708187961,-1.26181708187961,-1.26181708187961,1,1
8.87787820916473,1.91697020231117,1.32443619841278,1.86658144513785,1.58475406274997,-0.870732277392013,-0.870732277392013,-0.870732277392013,1,1
-9.32324285591373,3.76112380391835,-0.589171158659547,-0.595322692506292,-0.602332579913048,-0.610691308628392,-0.569367715810724,-0.610691308628392,0,0
5.10188359582378,-7.93869015483905,-0.286131099958916,-0.599763991182016,-0.51942769732364,1.44455367863208,1.71199320088661,1.7847778831223,0,1
0.912242684995053,-4.71751716494605,-0.406856200369337,-0.412354442882521,-0.389811648578466,0.0701713200745114,2.98995802427577,0.69686100172723,0,0
-9.6074949517205,5.84684962722625,-0.58512374634743,-0.537613861567802,-0.562146904190038,-0.604347399148436,-0.549010741442684,-0.548186870608355,0,0
-0.819848705148947,-3.25468932004851,-0.447887568687404,-0.401590123351628,-0.451186450175092,0.483603458927436,2.9309965077645,0.610450164816865,0,0
-0.797767879456688,-11.0574542387912,-0.541574500302651,-0.511323109398941,-0.536483102114088,1.57286195324834,2.1204842567465,1.17921201663597,0,0
6.64393470599539,-4.78438162314875,-0.358802064781274,-0.511844402625837,-0.490933667355986,2.27861072106589,0.635013459782955,1.72435838202926,0,0
1.02267334422129,6.06572225565875,-0.613430263313863,-0.605239482208223,-0.411998865331014,-1.286403384118,-1.286403384118,-1.286403384118,1,0
-2.21678740794777,-10.2919412141218,-0.517513749467826,-0.464994011262489,-0.525798265134101,1.75556302121281,2.10213192658532,0.957078900143554,0,0
-0.610631339327635,-2.75552429328573,-0.428133933106311,-0.426850518314082,-0.425188190583195,0.427879287314202,2.99338878798535,0.443573616773456,0,0
-9.6385811946267,6.30921935661131,-0.542610730862778,-0.524466947557117,-0.570055349459197,-0.570055349459197,-0.570055349459197,-0.570055349459197,0,0
-2.64988818261445,-11.0715442686645,-0.531155867464136,-0.53271136018829,-0.530278187211959,1.62793755289043,2.13919064473508,1.07892683039522,1,1
-6.43610608043247,-7.90644095277204,-0.521769507977421,-0.508264318204573,-0.495651760313895,1.37158536520774,2.39252481533095,0.957189279019816,0,0
4.90767765703785,4.11911038301447,0.354225191929097,0.0735209689665877,-0.122878016300821,-0.350018879644947,-0.902835708989574,-0.203424421742,0,0
3.49563110238259,-8.89080700188121,-0.543331361313063,-0.53979452521058,-0.537079237651587,1.41369474114154,1.98784577662847,1.53153822120183,0,0
-3.90173200810474,-4.06207302804205,-0.493827647161561,-0.429843665411611,-0.491766507465425,1.01377414520373,2.66620978610935,0.795315500205719,0,0
-10.1831734055841,5.66804703150655,-0.575009615969764,-0.554408235279127,-0.575469614900655,-0.581745314600674,-0.581745314600674,-0.581745314600674,0,0
7.53568025155554,3.12807148241847,1.25759785861469,0.997261449331564,1.68718419931327,-1.07709238988836,-1.45519506918347,-0.560588288844653,0,0
3.4677629145534,-4.03989004579514,-0.205541882464764,-0.170120171673617,-0.117175353070596,0.0706973956838613,3.12697772818641,-0.119344880704447,0,0
3.19042801640252,-4.49394212780413,-0.366319073486639,-0.363839624091803,-0.349745911742204,-0.0302362328833509,3.11561086088353,0.244069168587532,0,0
2.00629676888587,-6.35949813694293,-0.365482761074689,-0.497549535939659,-0.465736678635067,0.671395354795834,2.34579365823928,1.61828176513972,0,0
6.4006304267494,-4.73096983074869,-0.240786540833575,-0.448258294682199,0.0943228066108093,2.34690794225615,0.743430340581648,1.43209096914585,0,0
-1.71605045565598,5.88704902417172,-0.797994605218025,-0.614402237730025,-0.605261063546118,-0.902562803359166,-0.902562803359166,-0.902562803359166,0,0
-1.41682900602919,-1.59852259008549,-0.439698682691855,-0.415995182743728,-0.385216011169294,0.564525322965946,3.02112403086561,0.128924633424327,0,0
-4.35067665943257,-9.27743998720284,-0.526504733549945,-0.524928015104687,-0.529015803666468,1.38561676320268,2.23973098469714,1.21033822937145,0,0
-7.44833600384162,-6.25266422019765,-0.529307692945309,-0.476235194518116,-0.428439575405215,1.40506718892822,2.45938008329159,0.764362928587919,1,0
8.7481386279283,0.788804903657353,1.02898866559521,1.98639870461105,1.54474910696449,-0.681127751762596,0.539555550556215,-0.444529753023368,0,0
-7.47414633771189,3.06035580836323,-0.632547831437104,-0.624978217148824,-0.632547831437104,-0.632547831437104,-0.632547831437104,-0.632547831437104,0,0
2.2067555928856,-9.09907309519538,-0.523441571746342,-0.534466829054331,-0.522380512691259,1.38724527659302,2.1704410161363,1.3140078096301,0,1
-2.56730892292875,-10.9543233399119,-0.504221990369982,-0.501637823008526,-0.512858433595062,1.66403120879638,2.1304462080364,1.0428750324939,0,0
5.71615571174836,-5.34590693641347,-0.406597027798007,-0.53469205222227,-0.42856193235319,1.10810816400437,0.73839918947309,2.63752379647214,0,0
8.23041724376648,3.01604123353361,1.93621821759942,1.55163983008561,0.800982388425207,-1.38282929115484,-0.831954757168816,-1.06809330662103,0,0
0.902093226072536,7.09118653354085,-0.377640514245889,-0.281714584852786,-0.374284359013859,-0.936690819724596,-0.983902406384126,-0.864959263123592,0,0
-4.08825255464832,-4.32326792118933,-0.450274350546977,-0.455030177938551,-0.469571555931635,1.02713214351235,2.64759940342657,0.822780963393784,0,0
-0.78461449744301,-2.13362726561842,-0.406796960310147,-0.399961895810823,-0.423752815906955,0.449214843370346,3.01666654366946,0.320845553496678,0,1
6.86042576105123,5.77686552455643,0.459293099055173,0.394016247113402,0.759416556258716,-1.56854106011677,-1.37095978412444,-1.44724116283034,1,0
-2.71522205764549,-4.09675998076743,-0.435215688748141,-0.431612853858776,-0.436839501656023,0.866930030913659,2.71142926180828,0.842674325602162,0,0
2.02552974585703,-8.98793565683265,-0.466546437307904,-0.512346771650872,-0.564733572184308,1.98544855948755,1.51909016172366,1.42748949303772,0,0
-0.911631289975188,-10.111575909857,-0.470440337766654,-0.494372048975793,-0.437131210305737,1.83723281487589,1.95893487567379,1.0654124227728,1,0
-5.24444631596467,-2.24755912743367,-0.461026914813807,-0.375167651326216,-0.471052717009874,1.20458946811038,2.75928208205682,0.169692035041936,0,0
9.31649696759776,1.70987026968227,1.00701446314893,2.05236485877801,1.39058007996376,-0.90696283667608,-0.653911300304877,-0.90269946840026,0,0
-3.92060356917609,5.0827047152408,-0.743754139260445,-0.723160199556447,-0.740262455227865,-0.751271754062832,-0.751271754062832,-0.749153847354545,1,0
0.487780436508615,-4.95494862585769,-0.429456759021768,-0.439022307335646,-0.390691115854998,0.148727494617099,2.89627741586132,0.917439570227133,0,0
2.11424366331827,-9.49992143627618,-0.531396521000366,-0.538026207507879,-0.541355338879109,1.44102094368959,2.15445522535584,1.28056538446681,0,0
2.61322812505686,-7.01148884068434,-0.52662401547126,-0.520923654853068,-0.537853725889099,0.947147218756112,2.13253720930915,1.7281536270546,0,0
-1.49739587974013,-5.55839767360289,-0.498796444742298,-0.488048972094748,-0.50371733811744,0.798991066979242,2.65262820338248,1.04053749577993,1,0
-9.70529523104132,6.65839552601129,-0.561136082545403,-0.561136082545403,-0.561136082545403,-0.561136082545403,-0.561136082545403,-0.561136082545403,1,0
-2.98103777770246,-2.13462518428185,-0.42287601025726,-0.430501283013735,-0.443649533701302,0.871282431402437,2.84409014838842,0.459268277742991,0,0
0.120798919467957,-6.12621866951122,-0.482260584104802,-0.488148792016545,-0.507312232311125,0.624990149116966,2.56635014067276,1.32513375593171,0,0
4.92610341755044,-8.67840138508797,-0.530358591134315,-0.558338944110472,-0.548635815856167,1.56451898224487,1.74315144624528,1.663415621653,0,1
-8.5084987817683,4.41983659021795,-0.605412305152019,-0.587136901438777,-0.621136272632568,-0.621136272632568,-0.480451265476413,-0.621136272632568,0,1
-7.98966977515407,4.08380785839609,-0.618858177239852,-0.623460407073152,-0.630763945721651,-0.635966466402773,-0.501101122592141,-0.635966466402773,1,0
1.6382209402469,-10.093511380857,-0.545525166458447,-0.540993092126882,-0.503277542038853,1.59482454063592,2.03418741795769,1.28012474903721,0,0
-10.4768477378094,4.41163143917194,-0.563850862578887,-0.610914171343912,-0.516984060322276,-0.612682729919634,-0.612682729919634,-0.612682729919634,0,0
-10.6941897932369,4.35925325719482,-0.589150911692956,-0.589150911692956,-0.573473061384522,-0.589150911692956,-0.589150911692956,-0.589150911692956,0,0
7.5788196979861,2.31243358093918,2.28334210517088,0.644949293910074,1.41355258069139,-0.89605311922323,-0.89605311922323,-0.89605311922323,0,0
-1.69208456530979,-11.0453802346547,-0.552834894114676,-0.522341484444869,-0.464614055687537,1.64681916351569,2.10892831718166,1.10105231823778,0,0
-2.71982886703889,-2.34957141894097,-0.460824246481311,-0.457889657375319,-0.46309316202013,0.813856253500645,2.85317066574854,0.509071516575365,0,0
-10.4857203128597,4.40763797065833,-0.571565783917779,-0.605379172962626,-0.524661218958681,-0.605379172962626,-0.605379172962626,-0.605379172962626,0,0
7.3664986998154,6.15041988863283,0.18824765650115,0.830449478558752,0.56990916886581,-1.53503258895216,-1.53503258895216,-1.53503258895216,0,0
-4.49265357997921,9.59434675229878,-0.473253329279434,-0.482699324378481,-0.451713768008449,-0.58829552770662,-0.528171731506116,-0.599274720743358,0,0
3.34757289444158,6.94204323682945,0.0775767331662861,0.0842008796498065,-0.0594178722451047,-0.736063902441591,-0.745455912252589,-0.765995447727109,0,1
3.67742229818781,-4.4450098624019,-0.347236679807836,-0.328946849134548,-0.347236679807836,-0.177264730196377,3.14257105384927,0.141533963944343,1,0
1.23515901116619,-8.44988171517833,-0.430813415526131,-0.459925662320144,-0.379149428257884,2.33772025141993,1.29705993644524,1.12976702529091,0,0
8.64726344835079,1.42965001172045,1.32022004417686,2.03138083894643,1.49258433869211,-0.574811616715377,-0.894837587616405,-0.4834685372937,0,0
-4.30713695644307,-4.3821882448725,-0.489239280415771,-0.49965967104268,-0.47975032135328,1.06008069804533,2.62762180648534,0.83525640418433,0,0
-6.20336360766736,-2.76423672421556,-0.537256807197827,-0.533573750921587,-0.523463400359359,1.51940514752856,2.59760181820045,0.0301505097123587,1,1
1.87477400834176,7.253877560792,-0.0934835101320263,-0.233768167649082,-0.31026547454238,-0.943743949172744,-0.943743949172744,-0.943743949172744,0,0
1.57636003992115,5.91182847229864,-0.512280940239338,-0.0297711729112693,-0.301900588797486,-1.33189138765552,-1.33189138765552,-1.32035005397854,0,0
8.03552284959141,3.89506295340751,1.08090887540805,0.713445371827876,1.73271020638081,-1.22125222521695,-1.22125222521695,-1.22125222521695,0,0
-2.95724797120737,5.91194119153757,-0.671503644766675,-0.766635805175299,-0.668915490402617,-0.797903507897838,-0.797903507897838,-0.797903507897838,0,1
-3.50662336547635,-4.69410039009179,-0.487004548038804,-0.491655536037597,-0.495035861955675,0.980974938560768,2.64309821570344,0.888192287776995,0,0
6.63455402349853,4.2316924044491,0.875057945502613,0.659922860649258,0.736195723477126,-0.979373544165312,-0.979373544165312,-0.979373544165312,0,1
-1.39087779995537,-1.49963230889174,-0.382966323935252,-0.356284834705584,-0.404189591404334,0.519596720075555,3.05372857732073,-0.0275439355251715,0,0
-2.81060491128815,-1.86204983528652,-0.462300323495163,-0.431213825019729,-0.410905166989932,0.826839250578983,2.88659441651621,0.364787589380603,0,1
-7.54197205251604,-7.60826893376084,-0.52441940337371,-0.410253113433031,-0.481067369688633,1.53894155922668,2.33944086705635,0.825680430065127,0,0
2.40527866363097,-4.34729481789242,-0.411676157345254,-0.385355217650758,-0.380477983802314,0.160693434786202,3.05023279754167,0.436640070541973,0,0
-1.84351177226107,6.01414345866677,-0.609596017183206,-0.689463849005058,-0.681244256557003,-0.884168414624302,-0.884168414624302,-0.884168414624302,0,1
-1.24512404308072,-2.51260814251661,-0.430219402438606,-0.429264151826287,-0.439657278488313,0.535997486909344,2.96565831432929,0.438332664305898,0,0
2.58639638592997,-4.87080428989156,-0.396817101460131,-0.376339040710397,-0.387751086215588,-0.13775969216981,3.07475099915394,0.463619319051495,0,0
-6.77756984309729,-7.82650273996027,-0.473920797589148,-0.445739066155051,-0.409454342173306,1.42706508641995,2.35968378015763,0.938949156665529,0,0
-4.91057967144417,-8.42198014359022,-0.532323351102188,-0.490612050128313,-0.538040657989053,1.35188399153961,2.32933480835813,1.09838194274941,0,0
2.38811151661415,-3.81869721255654,-0.381448363225398,-0.360957026738093,-0.351607854465761,0.339270362289029,3.04098904271366,0.319739557199567,0,0
-1.3851370200587,3.19914476840484,-1.06473133001562,-1.05846526092588,-1.02774411663869,0.221205293178347,-1.01965044406445,-0.729148518765216,0,0
7.60832482652108,2.30736729876822,1.91004032346821,0.836143693566111,1.52523235001248,-0.728454895024396,-1.02938525983819,-0.669943981150065,0,1
-1.18265995966195,-1.68499282271992,-0.42083720184222,-0.39063654392532,-0.403294090028833,0.515315806468458,3.02441881201891,0.193216636368498,0,1
2.4538566719008,-6.06439408101932,-0.485823714625335,-0.438434664763022,-0.486568645276133,0.27337522325348,2.3100156225356,1.84552271058408,0,0
7.81091531761171,5.14074953927402,0.804922482167278,0.850410044988633,0.658056808483979,-1.54044073451408,-1.54044073451408,-1.54044073451408,1,0
0.593214505430284,-8.79668090984973,-0.508316452899534,-0.471940083804662,-0.519828974107581,2.12578570859822,1.71815717989847,0.972001899101897,0,0
1.22430891243295,8.39288720149354,-0.0216675237598017,-0.592547731514882,-0.051546187702342,-0.724255518526301,-0.724255518526301,-0.724255518526301,0,0
5.71279971329865,-5.29089903372497,-0.444516616959615,-0.533004301788414,-0.351984881246366,0.952895537469502,0.526922177640769,2.76645978529369,0,0
0.565622236923041,-4.61880056201889,-0.38551134448045,-0.427502881434303,-0.42631134075753,0.131206433143481,2.96160859179327,0.752081300961167,1,1
1.56875009573313,9.05066964508355,-0.24175453594982,-0.137003086680809,-0.220335677943757,-0.690168376054781,-0.651045876145309,-0.68909988382473,1,1
6.29394263105046,3.28482292067649,1.05687374338471,0.227357885233357,0.280262960147747,-1.84933372627958,0.803733005186748,0.243876769383842,0,0
-4.42212366873921,5.64546278073237,-0.669127384041902,-0.715889461829878,-0.612768260108304,-0.715889461829878,-0.715889461829878,-0.715889461829878,0,0
