"umap1","umap2","W_1","W_2","W_3","R_1","R_2","R_3","Signalp","tmhmm"
0.309486184225535,-7.48426089878104,-0.470815165411918,-0.473553164290947,-0.446782079941222,-0.581869808295764,-0.577930569363907,-0.575534302568871,0,1
-7.13044746146055,5.62607430270748,-0.793481304715067,-0.515828685017907,-0.523698378401706,0.946458716859255,0.87009809824458,1.71203232635196,0,0
6.60886373069289,-4.59832887710681,-0.335879614997315,-0.313645867715869,-0.338847844552933,-0.65285590694672,-0.653381530930527,-0.653656857779188,1,1
1.99582536479913,-6.02964052057699,-0.464719389336154,-0.422465735546564,-0.39629758333087,-0.569069179095689,-0.568482955448081,-0.566666850431673,1,0
-7.56978640924801,-4.14828269690072,-0.54521635976931,-0.54521635976931,-0.54521635976931,-0.54521635976931,-0.52163260439092,-0.54521635976931,0,0
1.4673434088891,-3.8327434032553,-0.433822536658021,-0.35970057338987,-0.429032617892609,-0.490814451460039,-0.490814451460039,-0.490814451460039,0,0
2.0595321006705,-0.741110353364303,-0.397846468488607,-0.397180851185628,-0.375495740104357,-0.405658713676205,-0.405658713676205,-0.405658713676205,0,0
-7.81710140374709,5.96205007348847,-0.796793553503855,-0.793164022428604,-0.785955762423791,1.27786447209446,1.41098867252791,1.82017737731171,0,0
-5.96287704291396,5.42163180413162,-0.977231633534108,-0.977231633534108,-0.977231633534108,1.04925683482259,1.15706028143659,1.11999608641345,0,0
-5.24786049807693,-5.20061350425128,-0.522261024166372,-0.507914737912784,-0.51241738061089,-0.527705642324333,-0.524069617049293,-0.528393284410027,0,0
-7.66121024496618,6.82739918130216,-0.639847173705803,-0.639847173705803,-0.639847173705803,1.27017011751982,1.78791816638206,1.84048527333152,0,1
0.578733252369582,-5.33886202320408,-0.462314134332754,-0.384014429134073,-0.475854107184216,-0.582889725988517,-0.528212601857469,-0.528338823106059,1,0
-6.36571399638918,-2.02650928600056,-0.897929935044913,-0.785658102666711,-0.965586703248679,-0.697783368672504,-0.347752776579901,-0.965586703248679,0,0
7.274391052884,3.51510633374288,-0.143563159491931,0.671713618980383,0.142050812896315,-0.78387119392625,-0.805751434188634,-0.656248655405856,0,1
-3.58961706290541,-7.80810923678667,-0.495890906426618,-0.493153305427466,-0.527057194003125,-0.569353610846992,-0.56358314590388,-0.56583292116813,0,0
-3.39882029041372,0.743133209814174,-0.575210469291962,-0.571299328110565,-0.578562876018874,-0.0380272009082432,-0.461947013447015,-0.249228824703685,0,0
-3.17279291204208,6.5712606042126,-0.768174675019901,0.0944103474130241,-0.273594675744501,1.19561263963854,0.60461688694989,1.48689135011226,1,1
5.05190590327211,8.57528990435758,1.32443619841278,1.86658144513785,1.58475406274997,-0.394073692527258,-0.466219202960054,-0.509813103686379,1,1
-8.02559579177468,7.56647236955811,-0.589171158659547,-0.595322692506292,-0.602332579913048,1.49057864326782,1.74710373577394,1.71804233667071,0,0
0.947102559330887,-5.73591396477467,-0.286131099958916,-0.599763991182016,-0.51942769732364,-0.555659365853768,-0.58128664359459,-0.599763991182016,0,1
1.71025553634966,-1.08093779917134,-0.406856200369337,-0.412354442882521,-0.389811648578466,-0.426155031590613,-0.417192896294123,-0.426155031590613,0,0
0.680254587192536,-1.74812774273118,-0.447887568687404,-0.401590123351628,-0.451186450175092,-0.456917078587989,-0.43980059635473,-0.456917078587989,0,0
-6.85345775085648,-6.80741384487425,-0.541574500302651,-0.511323109398941,-0.536483102114088,-0.547196252469189,-0.547196252469189,-0.547196252469189,0,0
0.572760985179279,-5.41535826274294,-0.358802064781274,-0.511844402625837,-0.490933667355986,-0.471571875439457,-0.547032354891529,-0.555416852608425,0,0
-4.38998216951841,5.55696910383117,-0.613430263313863,-0.605239482208223,-0.411998865331014,0.89701158978202,0.959137891753099,0.991777381743876,1,0
-3.55249162970352,-7.18244277880561,-0.517513749467826,-0.464994011262489,-0.525798265134101,-0.556941907361024,-0.538378455590297,-0.556941907361024,0,0
1.08944842425256,-1.2726655285725,-0.428133933106311,-0.426850518314082,-0.425188190583195,-0.432424205411761,-0.432424205411761,-0.432424205411761,0,0
-8.64135547762792,6.88832013427011,-0.542610730862778,-0.524466947557117,-0.570055349459197,1.69568536327875,1.2693064555957,1.95276045071528,0,0
-7.42821180285194,-5.81551267233366,-0.531155867464136,-0.53271136018829,-0.530278187211959,-0.542730818908683,-0.540966768500843,-0.539532934425505,1,1
-4.36181954053529,-6.40129106912345,-0.521769507977421,-0.508264318204573,-0.495651760313895,-0.536068148312199,-0.536068148312199,-0.531869472421987,0,0
-3.42760112152937,7.3631100531496,0.354225191929097,0.0735209689665877,-0.122878016300821,0.938455119395785,1.48523096833232,1.68659698193527,0,0
-7.76424695084625,-6.50794810438387,-0.543331361313063,-0.53979452521058,-0.537079237651587,-0.550001221522076,-0.5554874948464,-0.551950658743917,0,0
-1.42961237151509,-4.48980406058046,-0.493827647161561,-0.429843665411611,-0.491766507465425,-0.502759252511485,-0.504798229415189,-0.50931943907123,0,0
-6.28519051947798,7.02075605833817,-0.575009615969764,-0.554408235279127,-0.575469614900655,1.18136487337313,2.05513284260137,1.64162666079648,0,0
1.90090380736769,8.67787349817599,1.25759785861469,0.997261449331564,1.68718419931327,0.872408359531249,-0.282743265966824,0.1593492272994,0,0
2.5976536498499,-0.0513088579990731,-0.366319073486639,-0.363839624091803,-0.349745911742204,-0.379942995424584,-0.378194331114541,-0.368641926077592,0,0
0.524840766104925,-5.00730367218003,-0.365482761074689,-0.497549535939659,-0.465736678635067,-0.514679536026748,-0.551584029301926,-0.496325964504867,0,0
-7.75521802118803,5.73042285801356,-0.797994605218025,-0.614402237730025,-0.605261063546118,1.1009775420706,1.36624245647276,1.9388900317506,0,0
1.76638519907413,-0.968844481804893,-0.439698682691855,-0.415995182743728,-0.385216011169294,-0.428545189786177,-0.39886460933267,-0.369090927936711,0,0
-6.91411589370896,-6.41333728459436,-0.526504733549945,-0.524928015104687,-0.529015803666468,-0.544257415303967,-0.544257415303967,-0.544257415303967,0,0
