"umap1","umap2","W_1","W_2","W_3","Y_1","Y_2","Y_3","Signalp","tmhmm"
3.98987182417184,-5.93284898184126,-0.470815165411918,-0.473553164290947,-0.446782079941222,1.39308067814277,2.14735794724463,1.33421577334717,0,1
-1.34258264517077,-2.9935836238799,-0.793481304715067,-0.515828685017907,-0.523698378401706,-0.171468117497137,1.06757821659429,0.692845551170418,0,0
2.72330998907228,-6.44277117359147,-0.335879614997315,-0.313645867715869,-0.338847844552933,1.42267860981953,1.93163280442623,1.5409984826115,1,1
-1.63608793547129,6.74172919715254,-0.464719389336154,-0.422465735546564,-0.39629758333087,-0.560703609205498,-0.563977351399742,-0.562333548604084,1,0
6.79142353514163,4.83298237127664,-0.54521635976931,-0.54521635976931,-0.54521635976931,-0.54521635976931,-0.517461843793456,-0.54521635976931,0,0
0.649678684261342,0.0761361963991356,-0.66046394212391,-0.66046394212391,-0.66046394212391,-0.330294503152669,-0.217686714194448,-0.210432991671595,0,0
-0.741647175294755,5.02288800148657,-0.433822536658021,-0.35970057338987,-0.429032617892609,-0.490814451460039,-0.490814451460039,-0.490814451460039,0,0
-1.89446773048006,2.94479534233096,-0.397846468488607,-0.397180851185628,-0.375495740104357,-0.405658713676205,-0.386285746910547,-0.405658713676205,0,0
-1.78687178144825,-2.10418709961394,-0.796793553503855,-0.793164022428604,-0.785955762423791,-0.201234354922938,0.297981396702496,0.221473365296671,0,0
-1.060942850822,-4.30741123796428,-0.977231633534108,-0.977231633534108,-0.977231633534108,1.09901227172136,0.765073969868895,0.435894883719789,0,0
5.6129772124222,9.04771228675318,-0.522261024166372,-0.507914737912784,-0.51241738061089,-0.515667195947389,-0.528393284410027,-0.528393284410027,0,0
3.07671378141171,-0.202911683153676,-0.639847173705803,-0.639847173705803,-0.639847173705803,-0.322309586329736,-0.384317897505669,-0.421228736139851,0,1
-2.29410587983878,6.60258437776898,-0.462314134332754,-0.384014429134073,-0.475854107184216,-0.522167701626084,-0.570985141488351,-0.616232715167671,1,0
-0.0935052678732494,-4.5679457163969,-0.897929935044913,-0.785658102666711,-0.965586703248679,0.851658277770329,1.02108257210363,2.01763627137212,0,0
-2.96527957104381,-5.99580279025971,-0.143563159491931,0.671713618980383,0.142050812896315,1.17393465216012,2.17859625270284,0.749501897906518,0,1
4.68634248783915,6.65522152519673,-0.495890906426618,-0.493153305427466,-0.527057194003125,-0.568702106740512,-0.569998696193803,-0.569998696193803,0,0
6.38507867312335,4.18255335325119,-0.560785705380893,-0.560785705380893,-0.560785705380893,-0.543202164362571,-0.55422067150724,-0.50129728440297,0,0
5.25976658261602,2.96675570334544,-0.575210469291962,-0.571299328110565,-0.578562876018874,-0.63060499949379,-0.446222629513643,-0.591174310848685,0,0
-1.842303913049,-3.72704126784444,-0.768174675019901,0.0944103474130241,-0.273594675744501,0.902927540541276,-0.267656590445144,0.810418422193398,1,1
-8.44869381954193,-4.44070757882758,1.32443619841278,1.86658144513785,1.58475406274997,0.00938546342560329,-0.299364745564683,-0.503489592811791,1,1
5.32603896345818,1.03926114453024,-0.589171158659547,-0.595322692506292,-0.602332579913048,-0.393916160746591,-0.481999585595329,-0.502232205224157,0,0
-3.12222359639465,7.03650449132053,-0.286131099958916,-0.599763991182016,-0.51942769732364,-0.599763991182016,-0.599763991182016,-0.599763991182016,0,1
-1.53313699925403,3.32223183348819,-0.406856200369337,-0.412354442882521,-0.389811648578466,-0.426155031590613,-0.426155031590613,-0.426155031590613,0,0
5.02713968222948,2.72962354132665,-0.58512374634743,-0.537613861567802,-0.562146904190038,-0.551024647926599,-0.406252234094265,-0.592401272050668,0,0
-0.386885684957028,4.45679948610016,-0.447887568687404,-0.401590123351628,-0.451186450175092,-0.456917078587989,-0.456917078587989,-0.456917078587989,0,0
6.54815293878872,6.47121334350668,-0.541574500302651,-0.511323109398941,-0.536483102114088,-0.547196252469189,-0.547196252469189,-0.547196252469189,0,0
-2.32943963377954,7.27341540682312,-0.358802064781274,-0.511844402625837,-0.490933667355986,-0.52342780509416,-0.573903154803511,-0.605050385277927,0,0
-1.60367446118916,-4.69965229865889,-0.613430263313863,-0.605239482208223,-0.411998865331014,0.729177848636267,1.12054264244612,0.792231408845721,1,0
4.47312901574191,7.27958727958109,-0.517513749467826,-0.464994011262489,-0.525798265134101,-0.556941907361024,-0.54032173704288,-0.556941907361024,0,0
-0.911301674548345,3.54461483937091,-0.428133933106311,-0.426850518314082,-0.425188190583195,-0.42254802301061,-0.432424205411761,-0.432424205411761,0,0
5.2786839750549,3.05082583033831,-0.542610730862778,-0.524466947557117,-0.570055349459197,-0.570055349459197,-0.44759912112335,-0.5527987227505,0,0
6.91810892868411,6.13288873049063,-0.531155867464136,-0.53271136018829,-0.530278187211959,-0.542261564120391,-0.543208763600463,-0.543208763600463,1,1
4.36539851487845,8.54715577867658,-0.521769507977421,-0.508264318204573,-0.495651760313895,-0.522976214040356,-0.532563741663676,-0.536068148312199,0,0
6.5198438201258,5.45689255242705,-0.543331361313063,-0.53979452521058,-0.537079237651587,-0.544459249991414,-0.5554874948464,-0.5554874948464,0,0
1.25224393289875,6.7563046666265,-0.493827647161561,-0.429843665411611,-0.491766507465425,-0.514328230160765,-0.514328230160765,-0.514328230160765,0,0
5.49073369746668,1.25937707808457,-0.575009615969764,-0.554408235279127,-0.575469614900655,-0.373562941305817,-0.472692710912916,-0.581745314600674,0,0
-8.22627566681891,-2.96277282315031,1.25759785861469,0.997261449331564,1.68718419931327,-0.125582615366761,-0.833430850695425,-0.639168614144685,0,0
-3.72705455100117,2.93546536126485,-0.205541882464764,-0.170120171673617,-0.117175353070596,-0.453243527891193,-0.40847615960038,-0.428794620325101,0,0
-2.51809771599853,2.25585924391321,-0.366319073486639,-0.363839624091803,-0.349745911742204,-0.36574488520573,-0.379942995424584,-0.377072054020036,0,0
-2.71638518556146,7.2522779952165,-0.365482761074689,-0.497549535939659,-0.465736678635067,-0.571634812814002,-0.584975688457863,-0.587501771420014,0,0
-5.32905783460113,4.01272207212265,-0.240786540833575,-0.448258294682199,0.0943228066108093,-0.572013375925237,-0.810787885617688,-0.730953725364826,0,0
-1.78774127454522,-2.19004986618362,-0.797994605218025,-0.614402237730025,-0.605261063546118,-0.259092486039661,0.062130083413517,0.516198688903847,0,0
-1.35068492378185,3.41834596930263,-0.439698682691855,-0.415995182743728,-0.385216011169294,-0.428843112802021,-0.427223156403367,-0.421097114390065,0,0
6.80330819057698,6.6603194166894,-0.526504733549945,-0.524928015104687,-0.529015803666468,-0.541074779923723,-0.537132983810577,-0.544257415303967,0,0
1.40897105155276,7.621203915345,-0.529307692945309,-0.476235194518116,-0.428439575405215,-0.539064225202668,-0.539064225202668,-0.499506611925748,1,0
2.88071837401202,0.914622460154699,-0.632547831437104,-0.624978217148824,-0.632547831437104,-0.449429512877605,-0.33371393509223,-0.366616123094274,0,0
6.37958354210925,6.19664962104701,-0.523441571746342,-0.534466829054331,-0.522380512691259,-0.550175381501997,-0.544028556631171,-0.550175381501997,0,1
4.67523134431183,7.45150762540135,-0.504221990369982,-0.501637823008526,-0.512858433595062,-0.557130500611094,-0.546281998358336,-0.546217283865505,0,0
-1.80093872020101,7.35852006758343,-0.406597027798007,-0.53469205222227,-0.42856193235319,-0.56532201086803,-0.529251204304931,-0.56532201086803,0,0
-7.06117908499601,-4.11145439251118,1.93621821759942,1.55163983008561,0.800982388425207,0.00239485576790495,-0.0888652246131864,0.135649412161759,0,0
-3.05228047680475,2.19317136174251,-0.377640514245889,-0.281714584852786,-0.374284359013859,-0.278684026770132,-0.286924139242803,-0.416311437217939,0,0
0.679648579743237,6.92979345571177,-0.450274350546977,-0.455030177938551,-0.469571555931635,-0.530114981599758,-0.530114981599758,-0.472061517916752,0,0
-1.50224914532617,3.38263348598611,-0.406796960310147,-0.399961895810823,-0.423752815906955,-0.415995111847116,-0.413490804468576,-0.438110217231292,0,1
-5.64360513656154,-4.46787512235506,0.459293099055173,0.394016247113402,0.759416556258716,0.657124477928508,-0.364045585206548,0.0846389833127495,1,0
-0.334502362880608,6.26836143930027,-0.435215688748141,-0.431612853858776,-0.436839501656023,-0.525134328522144,-0.505293364553953,-0.516761543215874,0,0
4.88603768099296,6.30593562738876,-0.466546437307904,-0.512346771650872,-0.564733572184308,-0.564733572184308,-0.564733572184308,-0.564733572184308,0,0
-1.71840147337134,7.489773133181,-0.470440337766654,-0.494372048975793,-0.437131210305737,-0.567359227041996,-0.5768842297481,-0.583673206647087,1,0
-0.123325608052522,5.05038733422653,-0.461026914813807,-0.375167651326216,-0.471052717009874,-0.471052717009874,-0.471052717009874,-0.471052717009874,0,0
-7.5270363440167,-5.23277271563497,1.00701446314893,2.05236485877801,1.39058007996376,-0.354100240908562,0.331064299418248,0.146776767495742,0,0
-0.663864434909522,-0.768322409805759,-0.743754139260445,-0.723160199556447,-0.740262455227865,-0.148062667173901,-0.0581311330742894,-0.112567059549436,1,0
-0.8151061419365,3.95522561589799,-0.429456759021768,-0.439022307335646,-0.390691115854998,-0.450545716415523,-0.450545716415523,-0.450545716415523,0,0
6.98349776548612,5.50971291117106,-0.531396521000366,-0.538026207507879,-0.541355338879109,-0.545956112705443,-0.545956112705443,-0.543412827795233,0,0
6.87251157664015,7.13711141484787,-0.52662401547126,-0.520923654853068,-0.537853725889099,-0.537853725889099,-0.537853725889099,-0.533168029460945,0,0
2.75196798182229,6.23765402577837,-0.498796444742298,-0.488048972094748,-0.50371733811744,-0.492939675939982,-0.50371733811744,-0.493784982777429,1,0
5.90278673308467,3.89939828519455,-0.561136082545403,-0.561136082545403,-0.561136082545403,-0.561136082545403,-0.533133921151499,-0.480085680660552,1,0
-0.243086439766599,5.10403638752159,-0.42287601025726,-0.430501283013735,-0.443649533701302,-0.479602338426925,-0.479602338426925,-0.479602338426925,0,0
1.9158373734904,-5.353310956552,-0.462904762984531,-0.492562348156282,-0.567518262264712,1.28543979688097,1.85081422313783,1.79184092697499,0,1
2.83667522213745,6.91016809617793,-0.482260584104802,-0.488148792016545,-0.507312232311125,-0.507312232311125,-0.507312232311125,-0.507312232311125,0,0
6.29293727080042,5.03695023273085,-0.530358591134315,-0.558338944110472,-0.548635815856167,-0.562446001769545,-0.5512702233586,-0.559304348102047,0,1
4.65175725717589,1.71686316725988,-0.605412305152019,-0.587136901438777,-0.621136272632568,-0.477365807706645,-0.403908178495629,-0.538956291649323,0,1
3.5780693310892,-10.3895832310102,-0.406608687362256,-0.406133361007917,-0.431246436728818,2.13036650786215,1.72396247490246,0.936346705763031,0,0
4.37508763366997,0.67129198871756,-0.618858177239852,-0.623460407073152,-0.630763945721651,-0.37804149878867,-0.486193899871232,-0.434268741534646,1,0
6.09678810458431,6.12528276614777,-0.545525166458447,-0.540993092126882,-0.503277542038853,-0.553223484501106,-0.553223484501106,-0.553223484501106,0,0
5.21300314021715,2.1513034130696,-0.563850862578887,-0.610914171343912,-0.516984060322276,-0.522682749066266,-0.507158734901603,-0.397115090190062,0,0
5.40692340087819,1.92185432345665,-0.589150911692956,-0.589150911692956,-0.573473061384522,-0.47343038544095,-0.489815024082961,-0.480755282716202,0,0
-8.03882223024195,-3.11176247804555,2.28334210517088,0.644949293910074,1.41355258069139,-0.658542014658382,-0.119641248182248,-0.580781529739205,0,0
5.20366735587504,6.59701252632338,-0.552834894114676,-0.522341484444869,-0.464614055687537,-0.552834894114676,-0.552834894114676,-0.552834894114676,0,0
0.575361814859897,4.6292689719619,-0.460824246481311,-0.457889657375319,-0.46309316202013,-0.46994678705681,-0.462061836775212,-0.46914985391301,0,0
3.15139520605717,-6.74465004134994,-0.571565783917779,-0.605379172962626,-0.524661218958681,1.88543084533517,1.70024662323157,1.34777164560065,0,0
-4.17097550855563,-5.54974684952517,0.18824765650115,0.830449478558752,0.56990916886581,0.505047194492568,0.875648033332528,1.29813845167108,0,0
2.28423622631842,-5.50170937845932,-0.473253329279434,-0.482699324378481,-0.451713768008449,1.28201150190462,1.93992543450394,1.69557855732187,0,0
2.77817618150476,-9.58870276022316,0.0775767331662861,0.0842008796498065,-0.0594178722451047,1.94789161900533,1.7313370351576,0.816157362639785,0,1
-2.96438304143318,2.20999827170365,-0.347236679807836,-0.328946849134548,-0.347236679807836,-0.347236679807836,-0.347236679807836,-0.347236679807836,1,0
-1.78654303117568,6.79485106354637,-0.430813415526131,-0.459925662320144,-0.379149428257884,-0.582443117841986,-0.582443117841986,-0.582443117841986,0,0
1.98456751973528,4.44732216769598,-0.474175275708781,-0.594426314011355,-0.483489759963724,-0.409183200177102,-0.596100828034716,-0.512793755372532,1,0
-8.78310458448374,-4.65802459427968,1.32022004417686,2.03138083894643,1.49258433869211,-0.367374663012904,-0.493007529764951,-0.211812002964066,0,0
2.49866467549329,6.97565131004688,-0.489239280415771,-0.49965967104268,-0.47975032135328,-0.511651852434541,-0.511651852434541,-0.511651852434541,0,0
5.02376101139963,2.28829464518634,-0.537256807197827,-0.533573750921587,-0.523463400359359,-0.454929666905399,-0.408133187160229,-0.47688357098338,1,1
-4.11754773319303,2.28430696602362,-0.0934835101320263,-0.233768167649082,-0.31026547454238,-0.17449463327058,-0.261444988310788,-0.697740963806255,0,0
-1.97877403501337,-4.67330986885408,-0.512280940239338,-0.0297711729112693,-0.301900588797486,0.173871851764832,1.48970106184113,0.628436359377566,0,0
-8.53648553921757,-2.98475162880211,1.08090887540805,0.713445371827876,1.73271020638081,-0.855439231452773,-0.366738279570115,-0.204838271255289,0,0
