lfcSE_BvsD,stat_BvsD,pvalue_BvsD,padj_BvsD,B_DEGs_label.x,Y_DEGs_label.x,Cluster,gene_id
1.200879233,3.806631206,0.000140873,0.000380642,1,0,1,g_00003
1.223882705,4.98335691,6.25E-07,2.82E-06,1,0,2,g_00005
0.93059805,4.141741933,3.45E-05,0.000107235,1,0,1,g_00006
0.329013045,-13.60195203,3.90E-42,3.81E-40,1,0,3,g_00011
1.007484639,5.831158523,5.50E-09,3.60E-08,1,0,2,g_00012
1.001749288,5.443147543,5.23E-08,2.91E-07,1,0,2,g_00014
0.615552155,9.610585049,7.21E-22,1.94E-20,1,0,2,g_00015
1.061939664,5.499636918,3.81E-08,2.16E-07,1,0,2,g_00016
1.504305303,4.541304126,5.59E-06,2.06E-05,1,0,1,g_00017
1.208483086,5.939229226,2.86E-09,1.97E-08,1,0,2,g_00022
0.743748548,6.194446911,5.85E-10,4.50E-09,1,0,2,g_00023
1.082962106,4.714395742,2.42E-06,9.70E-06,1,0,2,g_00028
0.48349861,2.320564654,0.020310352,0.032329843,1,0,1,g_00035
0.973783864,5.406074959,6.44E-08,3.52E-07,1,0,2,g_00036
0.526073798,-2.678139026,0.007403248,0.013121941,1,0,4,g_00041
0.837595113,4.016009603,5.92E-05,0.000174505,1,0,1,g_00042
0.769974215,7.075022193,1.49E-12,1.64E-11,1,0,2,g_00044
1.43940675,3.899265475,9.65E-05,0.000270836,1,0,1,g_00045
1.028149707,5.363498908,8.16E-08,4.38E-07,1,0,2,g_00048
0.769216976,7.003822135,2.49E-12,2.66E-11,1,0,2,g_00049
0.920851668,4.871466007,1.11E-06,4.76E-06,1,0,2,g_00051
1.197344641,5.512964365,3.53E-08,2.02E-07,1,0,2,g_00054
1.302277639,4.733398815,2.21E-06,8.90E-06,1,0,2,g_00056
0.633257622,5.863416854,4.53E-09,3.02E-08,1,0,2,g_00060
0.742578638,5.268632678,1.37E-07,7.06E-07,1,0,2,g_00063
0.451008925,-12.5041957,7.08E-36,4.59E-34,1,0,3,g_00066
1.601367528,2.792954382,0.005222906,0.009622344,1,0,1,g_00068
0.784637165,8.682950159,3.86E-18,7.66E-17,1,0,2,g_00071
0.292775277,-17.17876936,3.83E-66,2.11E-63,1,0,5,g_00074
0.644678983,-2.440405291,0.014670792,0.024196592,1,0,4,g_00075
1.666961734,5.822177262,5.81E-09,3.79E-08,1,0,2,g_00077
0.532289045,-4.604591935,4.13E-06,1.57E-05,1,0,4,g_00078
1.026428822,2.347889157,0.018880139,0.030278557,1,0,1,g_00081
1.027865298,4.040505088,5.33E-05,0.000158957,1,0,1,g_00082
0.784059272,6.230319071,4.65E-10,3.63E-09,1,0,2,g_00083
0.800664084,4.245008003,2.19E-05,7.10E-05,1,0,1,g_00089
0.394123039,-13.75241589,4.93E-43,5.17E-41,1,0,3,g_00091
0.398187014,-10.21821867,1.64E-24,5.28E-23,1,0,6,g_00092
0.734172737,3.173436894,0.001506456,0.003176185,1,0,1,g_00093
1.075419756,4.489793564,7.13E-06,2.57E-05,1,0,1,g_00094
0.828850644,6.447104072,1.14E-10,9.77E-10,1,0,2,g_00095
1.599340219,6.443695949,1.17E-10,9.97E-10,1,0,2,g_00096
0.46602455,-4.049776869,5.13E-05,0.000153444,1,0,4,g_00097
1.573506859,5.959135155,2.54E-09,1.76E-08,1,0,2,g_00098
1.395590731,3.493691805,0.000476391,0.001132865,1,0,1,g_00099
0.537776331,3.504032554,0.000458269,0.00109448,1,0,1,g_00105
0.585417019,-3.675159006,0.000237701,0.000608324,1,0,4,g_00106
0.957136442,5.663244709,1.49E-08,9.05E-08,1,0,2,g_00110
0.512158789,4.016413599,5.91E-05,0.000174244,1,0,1,g_00111
0.769160626,10.4506237,1.46E-25,5.03E-24,1,0,2,g_00112
1.177701236,4.608966941,4.05E-06,1.54E-05,1,0,2,g_00113
1.176134514,5.098306659,3.43E-07,1.63E-06,1,0,2,g_00115
1.222044282,4.64631592,3.38E-06,1.31E-05,1,0,2,g_00116
1.352967849,4.092425403,4.27E-05,0.000130004,1,0,1,g_00117
0.46371649,2.911444059,0.003597623,0.006901259,1,0,1,g_00118
0.935183672,3.428240842,0.000607506,0.001406893,1,0,1,g_00120
0.88036708,6.984734101,2.85E-12,3.02E-11,1,0,2,g_00121
1.313909633,4.01799076,5.87E-05,0.000173137,1,0,1,g_00122
0.757787411,7.219432285,5.22E-13,6.08E-12,1,0,2,g_00123
0.543169895,-4.011652025,6.03E-05,0.00017754,1,0,4,g_00124
1.300209304,5.893297231,3.79E-09,2.55E-08,1,0,2,g_00126
1.064875662,4.984805775,6.20E-07,2.80E-06,1,0,2,g_00128
0.581553453,2.287477887,0.022167945,0.034969036,1,0,1,g_00130
0.927735617,5.384918996,7.25E-08,3.93E-07,1,0,2,g_00133
1.182421716,2.357529533,0.018396992,0.02961128,1,0,1,g_00134
0.498112763,2.16402584,0.030462366,0.046392945,1,0,1,g_00135
0.41423028,-14.10748803,3.42E-45,4.12E-43,1,0,3,g_00136
0.429169924,-10.46448073,1.26E-25,4.38E-24,1,0,6,g_00137
1.722151494,5.575454078,2.47E-08,1.45E-07,1,0,2,g_00141
1.436645585,4.382135586,1.18E-05,4.05E-05,1,0,1,g_00145
1.062805419,4.841077812,1.29E-06,5.47E-06,1,0,2,g_00146
0.43561173,-5.294164199,1.20E-07,6.22E-07,1,0,4,g_00147
1.588707822,2.498786016,0.012461953,0.020930455,1,0,1,g_00148
1.183157161,5.764262088,8.20E-09,5.23E-08,1,0,2,g_00151
1.02455733,4.764388803,1.89E-06,7.76E-06,1,0,2,g_00152
1.219182099,4.271467513,1.94E-05,6.38E-05,1,0,1,g_00154
1.263673505,3.802339733,0.000143336,0.00038656,1,0,1,g_00155
1.748429724,2.797790751,0.005145343,0.009495932,1,0,1,g_00156
0.774578076,7.505748516,6.11E-14,7.88E-13,1,0,2,g_00159
0.942324146,7.325301586,2.38E-13,2.90E-12,1,0,2,g_00160
1.633487269,5.980075854,2.23E-09,1.56E-08,1,0,2,g_00161
0.657986499,12.08545218,1.26E-33,7.17E-32,1,0,7,g_00162
1.416442307,6.515908018,7.23E-11,6.37E-10,1,0,2,g_00166
0.817709944,3.452103078,0.000556235,0.001300931,1,0,1,g_00167
0.458225322,2.629108016,0.008560916,0.014937823,1,0,1,g_00169
1.575034002,4.044783974,5.24E-05,0.000156377,1,0,1,g_00171
1.700207393,4.158355127,3.21E-05,0.000100278,1,0,1,g_00172
1.159391329,7.177390992,7.11E-13,8.14E-12,1,0,2,g_00175
1.408510046,4.685927031,2.79E-06,1.10E-05,1,0,1,g_00176
1.065432096,4.637877913,3.52E-06,1.36E-05,1,0,2,g_00179
0.422237739,-13.44576127,3.26E-41,2.97E-39,1,0,3,g_00183
1.568959652,4.725557142,2.29E-06,9.23E-06,1,0,1,g_00184
0.791565714,-2.308900038,0.020949129,0.033241595,1,0,4,g_00185
0.774570658,8.264321287,1.40E-16,2.41E-15,1,0,2,g_00193
1.099963414,3.366455593,0.000761408,0.001724307,1,0,1,g_00194
0.379046016,-2.876469696,0.004021508,0.007621931,1,0,4,g_00196
1.061368865,3.893128508,9.90E-05,0.000277031,1,0,1,g_00197
0.936136107,6.267625391,3.67E-10,2.90E-09,1,0,2,g_00198
1.448037515,7.44621232,9.61E-14,1.21E-12,1,0,2,g_00200
0.888133278,5.446915121,5.13E-08,2.85E-07,1,0,2,g_00201
1.027348323,5.169711547,2.34E-07,1.15E-06,1,0,2,g_00202
0.355143443,-9.884199159,4.87E-23,1.42E-21,1,0,6,g_00204
1.545153302,6.199846695,5.65E-10,4.35E-09,1,0,2,g_00206
1.238257948,6.007913256,1.88E-09,1.33E-08,1,0,2,g_00210
0.870390598,7.436817329,1.03E-13,1.30E-12,1,0,2,g_00216
0.849397566,6.781318799,1.19E-11,1.16E-10,1,0,2,g_00219
1.121643116,3.46778166,0.000524773,0.001235042,1,0,1,g_00220
0.66375313,4.225462232,2.38E-05,7.68E-05,1,0,1,g_00223
0.967095425,7.19042017,6.46E-13,7.44E-12,1,0,2,g_00226
0.593162827,3.365138772,0.000765052,0.001731989,1,0,1,g_00230
1.627017954,3.351571476,0.000803543,0.001808194,1,0,1,g_00231
0.678448055,-4.060996288,4.89E-05,0.000146921,1,0,4,g_00232
1.815269324,4.973879375,6.56E-07,2.95E-06,1,0,1,g_00233
0.635954303,9.24337253,2.39E-20,5.71E-19,1,0,2,g_00236
0.827119735,7.385315641,1.52E-13,1.88E-12,1,0,2,g_00238
0.833183444,6.619590764,3.60E-11,3.31E-10,1,0,2,g_00241
1.147190132,4.203584534,2.63E-05,8.37E-05,1,0,1,g_00242
0.544209956,2.358971644,0.018325656,0.029519705,1,0,1,g_00243
0.584079071,2.799884032,0.005112097,0.009440889,1,0,1,g_00250
1.283268074,2.550290403,0.010763322,0.018345748,1,0,1,g_00251
0.938709168,7.409186261,1.27E-13,1.59E-12,1,0,2,g_00252
1.089252792,5.252538403,1.50E-07,7.65E-07,1,0,2,g_00253
1.598612068,6.319606773,2.62E-10,2.13E-09,1,0,2,g_00254
0.629772662,-2.636388475,0.008379374,0.014656734,1,0,4,g_00255
1.637170202,3.204732293,0.001351882,0.002881323,1,0,1,g_00256
0.736185742,3.528824093,0.00041741,0.001008028,1,0,1,g_00258
0.514731632,4.843199692,1.28E-06,5.42E-06,1,0,1,g_00259
0.875866884,6.546470103,5.89E-11,5.25E-10,1,0,2,g_00260
0.6116851,-9.172189318,4.64E-20,1.08E-18,1,0,6,g_00265
0.44234657,-3.140120831,0.001688782,0.003517992,1,0,4,g_00267
0.336573872,-13.52328815,1.14E-41,1.08E-39,1,0,3,g_00269
1.452829812,4.205655733,2.60E-05,8.31E-05,1,0,1,g_00276
1.519400389,4.047181075,5.18E-05,0.000154953,1,0,1,g_00278
1.107208166,4.878216156,1.07E-06,4.62E-06,1,0,2,g_00287
1.962410654,4.739828894,2.14E-06,8.66E-06,1,0,1,g_00288
0.589610326,3.59563627,0.0003236,0.000802298,1,0,1,g_00290
0.397541806,-12.93792249,2.75E-38,2.05E-36,1,0,3,g_00293
1.41028214,4.517710443,6.25E-06,2.28E-05,1,0,1,g_00296
0.784180403,9.764304871,1.60E-22,4.50E-21,1,0,2,g_00303
1.32413648,3.721334445,0.000198173,0.00051587,1,0,1,g_00304
1.168646801,5.210736819,1.88E-07,9.42E-07,1,0,2,g_00305
0.936295981,5.390462835,7.03E-08,3.81E-07,1,0,2,g_00308
1.004344684,4.498712224,6.84E-06,2.48E-05,1,0,1,g_00309
1.451717581,4.861317264,1.17E-06,4.99E-06,1,0,1,g_00316
1.635880409,6.240091633,4.37E-10,3.42E-09,1,0,2,g_00317
1.056083159,5.121872445,3.03E-07,1.45E-06,1,0,2,g_00320
0.472924504,-10.26885292,9.74E-25,3.18E-23,1,0,6,g_00322
1.313253017,5.10084343,3.38E-07,1.61E-06,1,0,2,g_00325
0.713637217,6.472764937,9.62E-11,8.34E-10,1,0,2,g_00327
0.515316145,-3.193176226,0.00140717,0.002987395,1,0,4,g_00335
0.368612507,-11.39016456,4.68E-30,2.15E-28,1,0,6,g_00338
0.637212354,4.060691919,4.89E-05,0.000147097,1,0,1,g_00339
1.366391188,7.500417479,6.36E-14,8.20E-13,1,0,2,g_00340
0.523871944,-5.134102568,2.83E-07,1.37E-06,1,0,4,g_00342
0.293801586,-15.01308466,6.03E-51,1.11E-48,1,0,3,g_00343
0.600130584,-2.198877136,0.02788666,0.042883247,1,0,4,g_00350
1.370251792,5.092701021,3.53E-07,1.67E-06,1,0,2,g_00351
0.869125937,6.109526683,9.99E-10,7.41E-09,1,0,2,g_00352
0.94019113,3.282171611,0.001030109,0.002257054,1,0,1,g_00353
0.490385984,-2.351600924,0.018692818,0.030018271,1,0,4,g_00354
0.810137505,6.016737551,1.78E-09,1.27E-08,1,0,2,g_00357
1.423214886,4.612162571,3.99E-06,1.52E-05,1,0,1,g_00358
0.620303051,3.310805743,0.000930278,0.002062223,1,0,1,g_00360
1.732573509,2.99304142,0.002762123,0.005460233,1,0,1,g_00361
0.411241715,-9.907019186,3.88E-23,1.14E-21,1,0,6,g_00362
0.875915465,5.724867616,1.04E-08,6.48E-08,1,0,2,g_00366
1.759233713,5.501785263,3.76E-08,2.14E-07,1,0,2,g_00370
0.384441285,-11.36670055,6.13E-30,2.80E-28,1,0,6,g_00371
0.771798827,7.83110847,4.84E-15,7.07E-14,1,0,2,g_00372
0.571355251,5.402649387,6.57E-08,3.58E-07,1,0,2,g_00375
1.386397564,7.511282939,5.86E-14,7.57E-13,1,0,2,g_00376
0.965154438,5.422142913,5.89E-08,3.24E-07,1,0,2,g_00378
1.11815622,6.752185966,1.46E-11,1.41E-10,1,0,2,g_00382
1.257698978,4.398910054,1.09E-05,3.78E-05,1,0,1,g_00383
1.765147608,3.732563894,0.000189541,0.00049569,1,0,1,g_00385
0.796186639,6.211477622,5.25E-10,4.06E-09,1,0,2,g_00386
1.533219978,4.779107329,1.76E-06,7.25E-06,1,0,1,g_00387
0.40240242,6.397651107,1.58E-10,1.32E-09,1,0,2,g_00388
0.630982568,-2.948765358,0.003190461,0.006205842,1,0,4,g_00389
1.655705205,3.291328098,0.000997155,0.002192248,1,0,1,g_00390
1.052093575,5.688818838,1.28E-08,7.88E-08,1,0,2,g_00391
1.632436155,6.039464114,1.55E-09,1.11E-08,1,0,2,g_00392
1.04829329,5.686451024,1.30E-08,7.99E-08,1,0,2,g_00394
1.352704857,2.462855033,0.013783563,0.022875476,1,0,1,g_00400
1.678222302,4.927212905,8.34E-07,3.68E-06,1,0,1,g_00406
0.960008807,6.322388147,2.58E-10,2.09E-09,1,0,2,g_00407
0.644085362,-3.847740086,0.000119212,0.000327764,1,0,4,g_00409
0.444816827,-2.387809728,0.016949114,0.027544307,1,0,4,g_00412
0.623702857,3.022598266,0.002506147,0.005009662,1,0,1,g_00414
1.454730168,4.390192082,1.13E-05,3.92E-05,1,0,1,g_00415
0.865429188,5.2657244,1.40E-07,7.16E-07,1,0,2,g_00416
1.578539735,3.821171364,0.000132819,0.000361252,1,0,1,g_00417
0.475340336,-6.337077871,2.34E-10,1.92E-09,1,0,6,g_00421
1.011938969,6.405283982,1.50E-10,1.26E-09,1,0,2,g_00425
1.158717502,2.291690848,0.021923489,0.034625975,1,0,1,g_00426
0.654376389,7.976888948,1.50E-15,2.32E-14,1,0,2,g_00427
1.210861152,5.586215813,2.32E-08,1.37E-07,1,0,2,g_00430
0.816572836,7.182562375,6.84E-13,7.84E-12,1,0,2,g_00434
0.991981002,5.48898049,4.04E-08,2.29E-07,1,0,2,g_00435
0.74513588,2.787085522,0.005318444,0.009779097,1,0,1,g_00436
1.35013619,3.235798392,0.00121303,0.002614258,1,0,1,g_00437
0.368073498,-12.63824415,1.30E-36,8.75E-35,1,0,3,g_00438
1.069935955,4.465846137,7.98E-06,2.85E-05,1,0,1,g_00439
1.555150422,6.199887364,5.65E-10,4.35E-09,1,0,2,g_00441
0.328300044,-15.2291145,2.27E-52,4.70E-50,1,0,3,g_00442
0.701936972,7.591880602,3.15E-14,4.20E-13,1,0,2,g_00443
1.483831237,3.036725719,0.00239163,0.004803714,1,0,1,g_00446
0.545423591,-4.513437608,6.38E-06,2.33E-05,1,0,4,g_00450
0.546514574,-2.876954689,0.004015332,0.007611575,1,0,4,g_00454
1.505260408,4.259624129,2.05E-05,6.69E-05,1,0,1,g_00456
0.977448659,6.198118622,5.71E-10,4.40E-09,1,0,2,g_00457
1.466665992,6.345875704,2.21E-10,1.82E-09,1,0,2,g_00460
0.492482307,2.921174591,0.003487143,0.006712894,1,0,1,g_00462
0.650004586,8.651391598,5.09E-18,9.99E-17,1,0,2,g_00467
0.32866348,4.670522746,3.00E-06,1.18E-05,1,0,1,g_00469
1.63639486,4.183946865,2.86E-05,9.06E-05,1,0,1,g_00470
0.561841951,-2.507373607,0.012163207,0.020476946,1,0,4,g_00471
1.440317286,6.834984541,8.20E-12,8.20E-11,1,0,2,g_00472
1.143358994,5.85752174,4.70E-09,3.11E-08,1,0,2,g_00477
0.39121902,-12.37401144,3.61E-35,2.23E-33,1,0,3,g_00479
1.080366066,3.661304434,0.000250934,0.000638783,1,0,1,g_00481
1.569432439,7.085543484,1.38E-12,1.53E-11,1,0,2,g_00483
0.583469526,6.693278189,2.18E-11,2.06E-10,1,0,2,g_00484
0.511156647,-2.431027916,0.015056054,0.024753592,1,0,4,g_00485
1.259561153,5.407910586,6.38E-08,3.48E-07,1,0,2,g_00486
0.576747593,-2.292950113,0.021850877,0.034521171,1,0,4,g_00487
1.040631051,6.790159563,1.12E-11,1.10E-10,1,0,2,g_00490
0.575201157,3.359592081,0.000780576,0.001763049,1,0,1,g_00491
1.386789977,2.672244885,0.007534564,0.013328104,1,0,1,g_00494
0.342855343,-14.91992296,2.45E-50,4.33E-48,1,0,3,g_00495
0.459280157,4.442318261,8.90E-06,3.15E-05,1,0,1,g_00498
0.449581904,-4.060589251,4.89E-05,0.000147154,1,0,4,g_00503
1.023504309,5.226830036,1.72E-07,8.70E-07,1,0,2,g_00504
1.165699664,3.422495202,0.000620492,0.001432877,1,0,1,g_00505
1.055361258,7.616471942,2.61E-14,3.51E-13,1,0,2,g_00510
0.934311519,6.397332263,1.58E-10,1.33E-09,1,0,2,g_00511
1.372562938,7.516093748,5.64E-14,7.30E-13,1,0,2,g_00512
0.817758623,2.55937042,0.010486194,0.017923211,1,0,1,g_00513
0.682505555,4.368609357,1.25E-05,4.29E-05,1,0,1,g_00516
1.081865878,4.880418226,1.06E-06,4.57E-06,1,0,2,g_00517
1.330485814,4.049287093,5.14E-05,0.000153703,1,0,1,g_00518
1.600983593,6.135761925,8.48E-10,6.36E-09,1,0,2,g_00519
0.701328263,5.455700152,4.88E-08,2.73E-07,1,0,2,g_00520
0.915237168,4.731482841,2.23E-06,8.98E-06,1,0,2,g_00523
0.633045582,3.747965516,0.000178275,0.000469655,1,0,1,g_00524
1.177326146,4.858394818,1.18E-06,5.05E-06,1,0,2,g_00527
0.715590646,7.554268842,4.21E-14,5.53E-13,1,0,2,g_00533
0.647049283,8.316440813,9.06E-17,1.59E-15,1,0,2,g_00534
0.858525218,7.202386363,5.92E-13,6.85E-12,1,0,2,g_00535
0.694909536,4.844630216,1.27E-06,5.38E-06,1,0,2,g_00536
1.395741489,4.661263721,3.14E-06,1.22E-05,1,0,1,g_00537
1.101233598,3.984996132,6.75E-05,0.000196415,1,0,1,g_00539
0.545904255,-3.314397851,0.000918407,0.002038775,1,0,4,g_00541
0.454501602,5.142280846,2.71E-07,1.32E-06,1,0,2,g_00542
0.843706376,4.626244258,3.72E-06,1.43E-05,1,0,1,g_00543
1.077710199,3.913037212,9.11E-05,0.000257226,1,0,1,g_00546
1.009900226,5.395713728,6.83E-08,3.71E-07,1,0,2,g_00547
1.635301366,5.812540344,6.15E-09,4.00E-08,1,0,2,g_00549
0.447704045,-12.29068034,1.02E-34,6.14E-33,1,0,3,g_00550
1.07495415,4.848425827,1.24E-06,5.29E-06,1,0,2,g_00551
0.764103861,4.449549834,8.61E-06,3.06E-05,1,0,1,g_00552
0.854232795,5.23756597,1.63E-07,8.25E-07,1,0,2,g_00557
0.680138395,-2.960735486,0.003069054,0.005996744,1,0,4,g_00558
0.576603875,4.288496639,1.80E-05,5.95E-05,1,0,1,g_00559
1.517609731,2.433746354,0.014943463,0.024589724,1,0,1,g_00563
0.597741412,10.62411318,2.30E-26,8.46E-25,1,0,7,g_00564
0.834555856,-4.911770605,9.03E-07,3.96E-06,1,0,4,g_00565
0.652738728,3.85339546,0.000116491,0.000320842,1,0,1,g_00569
0.861901842,5.836148098,5.34E-09,3.50E-08,1,0,2,g_00570
0.579967578,8.542863423,1.31E-17,2.47E-16,1,0,2,g_00574
0.561903642,-3.497876092,0.000468979,0.001117406,1,0,4,g_00575
1.229557068,4.352123796,1.35E-05,4.59E-05,1,0,1,g_00581
1.189527893,5.50412033,3.71E-08,2.11E-07,1,0,2,g_00583
0.704903766,9.305061223,1.34E-20,3.27E-19,1,0,2,g_00587
1.315960957,3.276636821,0.001050514,0.002297203,1,0,1,g_00588
0.727665638,5.71253851,1.11E-08,6.93E-08,1,0,2,g_00591
0.668416649,3.06970053,0.002142735,0.004352426,1,0,1,g_00592
1.080485379,5.670641271,1.42E-08,8.70E-08,1,0,2,g_00598
0.728913183,5.012851857,5.36E-07,2.46E-06,1,0,2,g_00602
0.619273454,-2.297468148,0.021592078,0.034147497,1,0,4,g_00603
1.295611658,5.510357176,3.58E-08,2.05E-07,1,0,2,g_00604
1.622688847,3.493732008,0.000476319,0.001132753,1,0,1,g_00606
1.406234957,3.406253352,0.00065861,0.001512233,1,0,1,g_00607
0.767206567,6.347096084,2.19E-10,1.80E-09,1,0,2,g_00608
0.438923883,8.132208915,4.22E-16,6.88E-15,1,0,2,g_00609
1.029354024,5.201763356,1.97E-07,9.84E-07,1,0,2,g_00610
1.194893572,3.897124678,9.73E-05,0.000273004,1,0,1,g_00611
0.343506354,-17.20975889,2.24E-66,1.28E-63,1,0,5,g_00612
0.431397283,-11.13167042,8.80E-29,3.77E-27,1,0,6,g_00619
0.431787484,-3.000818553,0.00269255,0.005336654,1,0,4,g_00623
0.898055347,8.210390611,2.20E-16,3.71E-15,1,0,2,g_00627
0.465232949,4.558442885,5.15E-06,1.92E-05,1,0,1,g_00629
1.591049809,4.937439309,7.92E-07,3.50E-06,1,0,1,g_00630
1.257342696,2.478556256,0.013191531,0.021998773,1,0,1,g_00631
1.572156757,4.378474205,1.20E-05,4.12E-05,1,0,1,g_00632
1.158720048,2.182491934,0.029073246,0.044502104,1,0,1,g_00634
0.95278058,7.418914905,1.18E-13,1.48E-12,1,0,2,g_00635
1.348767937,4.082506904,4.46E-05,0.000135188,1,0,1,g_00637
1.757027825,5.459447367,4.78E-08,2.67E-07,1,0,2,g_00638
1.794264005,5.279391597,1.30E-07,6.69E-07,1,0,2,g_00639
1.142429275,5.285819512,1.25E-07,6.48E-07,1,0,2,g_00640
0.406376031,-8.748330469,2.17E-18,4.41E-17,1,0,6,g_00647
0.791379849,8.234419519,1.80E-16,3.06E-15,1,0,2,g_00648
0.416688313,-3.499836217,0.000465544,0.001109653,1,0,4,g_00651
1.121964516,2.364710562,0.018044167,0.029124927,1,0,1,g_00652
1.297208791,6.0687814,1.29E-09,9.39E-09,1,0,2,g_00653
0.929796891,5.137684422,2.78E-07,1.35E-06,1,0,2,g_00662
0.653356836,6.847417495,7.52E-12,7.54E-11,1,0,2,g_00663
0.631862494,4.350016842,1.36E-05,4.62E-05,1,0,1,g_00665
0.466419632,-2.95646884,0.003111837,0.006070452,1,0,4,g_00666
1.466137507,3.957095922,7.59E-05,0.000218311,1,0,1,g_00670
1.005571221,3.412165122,0.000644491,0.001483331,1,0,1,g_00674
0.527663555,4.30761031,1.65E-05,5.50E-05,1,0,1,g_00675
1.457493099,6.679475388,2.40E-11,2.25E-10,1,0,2,g_00676
1.85580546,5.137593978,2.78E-07,1.35E-06,1,0,1,g_00679
1.321723358,2.924253899,0.00345283,0.006653337,1,0,1,g_00684
0.952803615,5.344698043,9.06E-08,4.82E-07,1,0,2,g_00685
1.281825639,3.874162008,0.000106992,0.000297007,1,0,1,g_00686
1.227095819,4.942340902,7.72E-07,3.42E-06,1,0,2,g_00693
1.268594684,2.424925613,0.015311524,0.025134672,1,0,1,g_00695
0.919983878,-2.351643444,0.018690682,0.030015714,1,0,4,g_00697
1.279924832,4.908693194,9.17E-07,4.01E-06,1,0,2,g_00701
0.935807855,5.642488486,1.68E-08,1.01E-07,1,0,2,g_00702
0.401335174,-5.844153141,5.09E-09,3.36E-08,1,0,6,g_00704
0.810085203,6.366451854,1.93E-10,1.60E-09,1,0,2,g_00705
1.334403412,6.010990527,1.84E-09,1.31E-08,1,0,2,g_00706
1.386879441,4.68971838,2.74E-06,1.08E-05,1,0,1,g_00707
1.516647054,4.151401275,3.30E-05,0.000103133,1,0,1,g_00708
0.423653598,4.026781529,5.65E-05,0.000167499,1,0,1,g_00711
0.609895408,-2.301898576,0.021340893,0.033797708,1,0,4,g_00712
1.823178736,5.913202957,3.36E-09,2.28E-08,1,0,2,g_00714
1.38781746,3.278027104,0.001045354,0.00228746,1,0,1,g_00716
1.012128748,6.369523515,1.90E-10,1.57E-09,1,0,2,g_00717
1.381030921,3.557324538,0.000374651,0.000915057,1,0,1,g_00718
1.156852289,6.103929558,1.03E-09,7.65E-09,1,0,2,g_00722
0.860681992,5.323238997,1.02E-07,5.38E-07,1,0,2,g_00725
0.429895971,-2.734665092,0.006244377,0.011267646,1,0,4,g_00727
0.67409403,6.823075441,8.91E-12,8.86E-11,1,0,2,g_00728
1.250839914,4.444518435,8.81E-06,3.12E-05,1,0,1,g_00730
0.579388763,3.883787946,0.000102842,0.000286609,1,0,1,g_00732
0.474843784,2.339130304,0.019328691,0.030929928,1,0,1,g_00735
0.409208729,-11.4600169,2.09E-30,9.81E-29,1,0,6,g_00737
1.346552826,6.727514582,1.73E-11,1.65E-10,1,0,2,g_00738
1.485335936,4.907700778,9.22E-07,4.03E-06,1,0,1,g_00739
1.270717267,5.565174554,2.62E-08,1.53E-07,1,0,2,g_00741
0.934118164,6.974531621,3.07E-12,3.23E-11,1,0,2,g_00743
1.568591338,2.785461377,0.005345161,0.00982364,1,0,1,g_00744
1.381715559,2.835779604,0.004571398,0.008541231,1,0,1,g_00747
0.587244912,3.027828795,0.002463176,0.004933593,1,0,1,g_00748
0.525320257,-7.376022551,1.63E-13,2.01E-12,1,0,6,g_00754
1.667523224,3.553840709,0.000379649,0.000925707,1,0,1,g_00756
1.712827999,6.820517785,9.07E-12,9.01E-11,1,0,2,g_00759
1.424027564,4.924881004,8.44E-07,3.72E-06,1,0,1,g_00760
0.460246644,-2.988517458,0.002803345,0.005531617,1,0,4,g_00761
0.676680568,3.649429578,0.000262823,0.000665762,1,0,1,g_00764
0.888124878,-2.227596984,0.025907402,0.04018334,1,0,4,g_00766
0.631512945,8.990058139,2.47E-19,5.44E-18,1,0,2,g_00767
0.717841218,6.544115008,5.98E-11,5.33E-10,1,0,2,g_00768
1.348336914,5.248175275,1.54E-07,7.82E-07,1,0,2,g_00770
1.22887789,3.950779375,7.79E-05,0.000223525,1,0,1,g_00771
1.081613631,6.416157315,1.40E-10,1.18E-09,1,0,2,g_00778
1.512439407,6.461342658,1.04E-10,8.93E-10,1,0,2,g_00779
1.661183853,3.331880694,0.000862612,0.001927085,1,0,1,g_00780
0.448032629,-5.21063522,1.88E-07,9.42E-07,1,0,4,g_00782
0.964169288,3.022981379,0.002502976,0.005004252,1,0,1,g_00784
0.824657783,2.394516711,0.016642285,0.027105536,1,0,1,g_00789
0.867471914,6.00060691,1.97E-09,1.39E-08,1,0,2,g_00790
0.426504563,-11.48693809,1.53E-30,7.23E-29,1,0,3,g_00791
0.508008436,-3.881235217,0.000103927,0.000289357,1,0,4,g_00796
0.562078696,7.517926023,5.57E-14,7.21E-13,1,0,2,g_00798
1.053110405,7.036628108,1.97E-12,2.13E-11,1,0,2,g_00803
0.781474163,-3.165883946,0.001546125,0.003249889,1,0,4,g_00805
1.110474084,3.544243949,0.000393741,0.000956223,1,0,1,g_00807
1.188770268,3.73318073,0.000189077,0.000494665,1,0,1,g_00808
0.865058527,7.158284685,8.17E-13,9.27E-12,1,0,2,g_00810
1.591515857,5.877060644,4.18E-09,2.80E-08,1,0,2,g_00812
1.409125758,6.670347404,2.55E-11,2.39E-10,1,0,2,g_00813
0.540961535,-2.196386086,0.028064321,0.043125207,1,0,4,g_00818
0.611315157,3.773867076,0.000160736,0.000427657,1,0,1,g_00821
0.803594381,6.506516863,7.69E-11,6.75E-10,1,0,2,g_00822
0.516339872,4.898841262,9.64E-07,4.19E-06,1,0,2,g_00827
