0.026672151	0.06928024	0	0	0	0
0.103708645	0.017424029	0.021707661	0.351116901	0.497513064	0.018412954
0.04946147	0	0.021245133	0	0	0
0.063281556	0.045052928	0	0.61734376	0.655050798	0.122994288
0.025071447	0.024462269	0.054314614	0.921067204	0.813553502	0.268687
0.0285314	0.054747458	0.022190743	0.230787284	0.196045131	0.029413
0	0	0	0.623289926	0.57041707	0.033317984
0	0	0	0.08122053	0	0.033907242
0.044507618	0.011995649	0.076039005	0.574903844	0.510866189	0.098016574
0.013689376	0.008104282	0.025872946	0.387103703	0.413162579	0.044282949
0.088786865	0.067646556	0.052693557	0.57641818	0.720317771	0.176357545
0	0	0.009405424	0.210879823	0.268625236	0.048792826
0.011171064	0.033473214	0	0.40182205	0.296519962	0.064952279
0.026077077	0.067586344	0.020335174	0.593230115	0.656002321	0.127306342
0	0	0	0.087959499	0.17268377	0
0	0.018848982	0.02934197	0.45817128	0.338134239	0.073850634
0.128139713	0	0.080601237	0.476129497	0.552967861	0.12898601
0.026214474	0.022691837	0.035405721	0.530596659	0.463974915	0
0	0.024309533	0.02084545	0.459670468	0.531442511	0.104468674
0	0	0	0.173107272	0.046403848	0.037298183
0.243666204	0.062046965	0.025545071	0.758906747	0.646238506	0.091813573
0.027557122	0	0	0.300559835	0.267119375	0
0	0.013201795	0.036719497	0.297652416	0.14942112	0.069165815
0	0	0	0	0.024742966	0.023693939
0.070210072	0	0.085443999	0.271748003	0.375699453	0.126916131
0.184278797	0.226837478	0.117805713	1.029162393	0.656941238	0.124853281
0.040704375	0.011200269	0.005849034	0.215083438	0.314414171	0.059119431
0.236975617	0.123351425	0.178213241	1.093980899	1.238702471	0.258828771
0.376535898	0.510354495	0.564575291	0.151814338	0.254126871	0.224232034
0.046403067	0.042424684	0	0.400303597	0.662964261	0.078919505
0	0	0	0.355119782	0.254202583	0.009842519
0.085442216	0.023694762	0.066902613	0.50463748	0.65354602	0.08305376
0.027734797	0	0.058415774	0	0	0
0.058435515	0	0.023498559	0.455025398	0.412104398	0.025220637
0.05156616	0	0.011794088	0.17906466	0.184006807	0.06900394
0.04796335	0.033225865	0.061792016	0.539519706	0.595539208	0.090568052
0	0.005406613	0.014439468	0.428682826	0.311386568	0.026986933
0.04652794	0	0	0.324446057	0.345209589	0.206095594
0.030947666	0.100252304	0.053904738	0.348732909	0.493069173	0.080512848
0	0	0.014811511	0.119990203	0.192805442	0
0	0	0	0.353099744	0.268611432	0.012230053
0.462379727	0.054076174	0.070423201	1.288881712	1.064460048	0.645651638
0	0	0	0.12542726	0.036808883	0.103607731
0.039529123	0	0.068599544	0.505380365	0.663342037	0.107019245
0.163150637	0.05749646	0.144711168	0.888992767	0.933970817	0.178303989
0.079436681	0.04933201	0	0.436628031	0.352566458	0.083042999
0	0	0	0.341253844	0.365574461	0.024139079
0.812869457	0.674429478	0.68141275	1.803813569	1.932275131	0.961990145
0.20506761	0.394525049	0.26489783	0.080352261	0.113120755	0.063385156
0	0	0	0.438177515	0.311631182	0.074127164
0	0.025311191	0	0.325992592	0.30587672	0
0	0	0	0.128659961	0.096874226	0.012262986
0.042314385	0	0	0.539274248	0.582170673	0.15151694
0.021840253	0	0	0.095097137	0.181163327	0.014769536
0.028127786	0	0.045270156	0	0	0
0.110539545	0	0.097029167	0.772399315	0.797146725	0.231864201
0.095662667	0.024565295	0.041156523	0	0	0
0.021369597	0.016304868	0.010869594	0.299667215	0.442525861	0.070550217
0.053030015	0.106385725	0.019318637	0	0	0.010900937
