"otu","tSNE1","tSNE2","Dark1","Dark2","Dark3","Blue1","Blue2","Blue3","Green1","Green2","Green3","Yellow1","Yellow2","Yellow3","Red1","Red2","Red3","UV1","UV2","UV3"
"OTU107",3.44212237321466,-26.9872203429227,0.698970004336019,1.34242268082221,1.32221929473392,1.11394335230684,1.25527250510331,1.17609125905568,1.50514997831991,1.54406804435028,1.61278385671974,1.39794000867204,1.34242268082221,1.47712125471966,1.17609125905568,1.53147891704226,1.30102999566398,0.845098040014257,1.88649072517248,0.903089986991944
"OTU101",28.2969709975226,11.1691760288933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477121254719662,0.301029995663981,0
"OTU100",19.0504770203475,5.4339733005331,0.301029995663981,0.477121254719662,0,0,0,0,0,0,0,0.301029995663981,0,0.602059991327962,0,0,0.477121254719662,0,0.301029995663981,0
"OTU102",15.1571658548755,12.127869054632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477121254719662,0.301029995663981,0.698970004336019
"OTU109",30.2824416976519,2.76093445700791,0,0.602059991327962,0.477121254719662,0.602059991327962,0,0,0.477121254719662,0.301029995663981,0.477121254719662,0.301029995663981,0.301029995663981,0,0.477121254719662,0,0,0.301029995663981,0.477121254719662,0
"OTU108",21.2973503644876,8.33073121486134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301029995663981,0,0.301029995663981
"OTU29",-9.27395456585664,-6.86571865465472,0,0,0,0,0,0,0,0,0.301029995663981,0,0,0,0,0,0,1.74036268949424,1.30102999566398,1.53147891704226
"OTU28",-6.26648993680593,-3.30495739978857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86332286012046,0,0.301029995663981
"OTU25",-16.7106112787433,-23.8600602722459,2.08278537031645,2.05690485133647,2.16731733474818,1.54406804435028,1.70757017609794,1.6232492903979,2.17897694729317,2.08635983067475,2.22788670461367,2.09342168516224,2.15836249209525,2.04139268515822,1.86923171973098,2.05690485133647,1.94939000664491,2.1846914308176,2.22530928172586,2.29446622616159
"OTU24",-16.5643765148172,-21.4009375553938,1.63346845557959,1.7481880270062,1.54406804435028,1.64345267648619,1.70757017609794,1.50514997831991,1.65321251377534,1.66275783168157,1.86332286012046,1.6232492903979,1.63346845557959,1.63346845557959,1.7481880270062,1.74036268949424,1.78532983501077,1.90308998699194,2.08278537031645,1.83250891270624
"OTU27",-17.1167440554946,-7.59845658897651,0.301029995663981,0,0,0,0,0,0,0,0.301029995663981,0,0,0,0,0,0,1.88649072517248,1.43136376415899,1.54406804435028
"OTU26",-17.0505155569377,-18.7556553716758,1.25527250510331,1.14612803567824,1.30102999566398,1.39794000867204,1,1.11394335230684,1.30102999566398,1.50514997831991,1.63346845557959,1.41497334797082,1.39794000867204,1.41497334797082,1.25527250510331,1.30102999566398,1.14612803567824,1.83250891270624,1.89762709129044,1.51851393987789
"OTU21",-18.729790873654,-17.2664956882244,1.04139268515823,0.845098040014257,0.903089986991944,1.20411998265592,0.602059991327962,1.11394335230684,0.845098040014257,1.04139268515823,1.25527250510331,0.903089986991944,1.04139268515823,1,0.778151250383644,0.845098040014257,0.845098040014257,1.93449845124357,1.95904139232109,1.78532983501077
"OTU20",-19.6081287884882,-6.54137860681366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301029995663981,1.98677173426624,1.44715803134222,1.69019608002851
"OTU23",-18.6158617144681,-7.64716658547111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92427928606188,1.36172783601759,1.64345267648619
"OTU22",-17.9826894632127,-6.51272088783748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93951925261862,1.43136376415899,1.53147891704226
