gene_id,tSNE1,tSNE2,Blue1,Blue2,Blue3,Dark1,Dark2,Dark3,Yellow1,Yellow2,Yellow3
g_00003,-16.06086698,-41.6156577,1.377279325,0.09184275,0.255622695,0.058517505,0.085031066,0.081331463,0.260896717,0.282656773,0.075472505
g_00005,-31.08300934,0.060241224,1.300204029,0.773937471,0.561199805,0.026672151,0.06928024,0,0,0,0
g_00006,-26.76617256,-8.308417507,1.117803295,0.573106453,0.500677546,0.01772432,0.095231439,0.153040673,0.022769321,0.092270682,0.118478017
g_00011,1.313442663,-51.8123628,1.405017056,1.487469855,1.459913223,2.621480319,2.555934851,2.699592322,2.593067754,2.484230528,2.552458149
g_00012,-31.48525645,18.0623622,1.704062224,0.90369958,0.943437925,0.030557221,0.183887384,0.014641906,0.024234788,0.080983443,0.027464181
g_00014,-31.49645521,8.88069115,1.384356103,0.861954762,0.798093438,0,0.052319495,0.128034295,0.140893772,0.045894619,0.066343819
g_00015,-26.17279153,12.41793199,1.2983589,0.924632162,1.015290917,0.027037946,0.06221183,0.059367241,0.019204803,0.064554197,0.012315336
g_00016,-40.26555224,-0.483223834,1.230568464,0.967090931,0.995614839,0.103708645,0.017424029,0.021707661,0.351116901,0.497513064,0.018412954
g_00017,-14.47923769,-28.67927889,0.974000601,0.436402477,0.395888951,0,0,0.020758514,0,0.071266198,0.023988695
g_00022,-31.8443085,1.989639637,1.41885872,0.590674235,0.642014758,0.027794277,0,0.021054854,0,0,0
g_00023,-20.51353579,-17.84687825,1.033530466,0.546753837,0.460332291,0.029645088,0.048686462,0.056891518,0.023505964,0.044414706,0.019915571
g_00028,-11.0523556,-23.14665732,0.832695364,0.514592906,0.477275402,0.04946147,0,0.021245133,0,0,0
g_00035,11.18258384,4.222437447,0.571447361,0.77239,0.686834248,0.310328734,0.307719118,0.426048092,0.351923601,0.44158863,0.422834656
g_00036,-30.22370392,10.25326928,1.372294332,0.922417867,0.829831554,0.02402609,0.08808858,0.110823291,0.092876023,0,0.063333359
g_00041,38.63541428,-2.670637909,0.566075999,0.315658045,0.285906854,0.588123966,0.58021128,0.538728147,0.455278176,0.501207472,0.643009668
g_00042,-10.14800803,-0.226551065,0.706729045,0.86340858,0.781865047,0.029713229,0.108934558,0.222526328,0.100723008,0.02200996,0.131360063
g_00044,-30.37353259,20.21638506,1.689618954,1.155581451,0.970278565,0.055661524,0.063245891,0.221568626,0.054761624,0.094282416,0.061397812
g_00045,-11.71879976,-27.81060835,0.935577997,0.500536561,0.321901316,0.027871671,0,0.023170945,0.054813687,0,0
g_00048,-47.86050659,-1.344970649,1.012896167,0.760080115,0.791099845,0.063281556,0.045052928,0,0.61734376,0.655050798,0.122994288
g_00049,-11.9097563,-2.61076589,0.737357898,0.735725816,0.895720869,0.020542753,0.005381735,0.062098916,0.016253415,0.026608841,0.020192173
g_00051,-18.54737747,-27.0932195,1.014965987,0.594941978,0.211034796,0.03003311,0.046453801,0.060159737,0.016595901,0.048092052,0.046125486
g_00054,-12.69451969,-7.868649898,0.720207032,0.761538527,0.712364708,0,0.031789264,0,0.034998432,0,0.025330447
g_00056,-29.45573249,10.65473814,1.387336711,0.995093524,0.77718619,0.030557221,0,0.087913035,0,0,0.027464181
g_00060,-6.145792002,-22.87171775,0.722961987,0.514110183,0.461874732,0.051408005,0.046949122,0.059036038,0.110050042,0.040997692,0.023889643
g_00063,-33.27478039,13.43217062,1.455059805,0.980834557,0.763943749,0.077608427,0.211336032,0.26425949,0.204015468,0.085957388,0.085929595
g_00066,5.78655212,-31.14238601,0.384878623,0.348046157,0.388764575,1.711497201,1.776605418,1.529688236,1.701567018,1.769605603,1.959397687
g_00068,-8.509687655,-21.3396883,0.727897574,0.614197776,0.415047673,0,0.094579077,0,0,0.025593388,0
g_00071,-47.85012991,10.22615641,1.430810491,1.055874199,1.070496498,0.025071447,0.024462269,0.054314614,0.921067204,0.813553502,0.268687
g_00074,4.330983304,-47.64537543,0.983988679,0.962237843,1.045655654,2.280253074,2.330139994,2.326829832,2.457804634,2.512006352,2.353351071
g_00075,34.44843214,-9.283716472,0.720261289,0.391964189,0.178427548,0.755768479,0.557654188,0.722889653,0.67522018,0.675592765,0.559490316
g_00077,-11.70833627,-22.75192332,0.832438781,0.496597438,0.488122274,0,0,0,0,0.025341509,0
g_00078,33.26449778,-12.05327624,0.485204365,0.295424584,0.239285962,0.89233952,0.599358328,0.676616984,0.627602401,0.645288423,0.79240745
g_00081,-21.36361617,-37.42576169,1.400291624,0.627422905,0.591919881,0.294733114,0.360931025,0.334048019,0.142356924,0.068710039,0.523232291
g_00082,-28.50507975,0.195662923,1.175163862,0.763851823,0.683233781,0.056639241,0.134423521,0.106697335,0.017162356,0,0.103150763
g_00083,-29.75941578,-17.39761388,0.829458418,0.596295074,0.683916738,0.0285314,0.054747458,0.022190743,0.230787284,0.196045131,0.029413
g_00089,-5.903635934,-1.022662642,0.565912722,0.861021856,0.770832137,0.06041678,0.18302999,0.097711849,0.019171561,0.011865511,0.064483821
g_00091,-1.978721721,-51.26888546,1.405205239,1.545907797,1.4731984,2.977882336,3.021934692,2.794996791,2.947833106,2.97689501,3.042332778
g_00092,12.58376845,-24.29886942,0.401276611,0.521517925,0.512942015,1.454315582,1.342485531,1.40470635,1.344840093,1.332522523,1.396955634
g_00093,6.025816182,-0.959030351,0.446828463,0.719827293,0.777665582,0.181791298,0.133677158,0.21979743,0.212884048,0.331623444,0.1216314
g_00094,-12.38788298,3.400267922,0.7037703,0.88573366,0.962517406,0.080020071,0,0.092966488,0.033279369,0.039428001,0
g_00095,-32.68481356,4.581539538,1.405773204,0.812373494,0.661077737,0.050332186,0.066514514,0.078718476,0.050377049,0.070133216,0.005793756
g_00096,-45.52095908,0.842932601,1.27160642,0.850906856,0.960829101,0,0,0,0.623289926,0.57041707,0.033317984
g_00097,18.59574708,-42.26793592,1.184607857,1.512033828,1.434889876,1.851343266,1.834773757,1.737249734,1.584978451,1.68606051,1.698584579
g_00098,-14.42463088,-18.07766679,0.829785926,0.537904183,0.588401135,0,0,0,0.08122053,0,0.033907242
g_00099,-16.65257981,-6.01745204,0.809808841,0.613629801,0.796874143,0.077843733,0,0.045596772,0.055615294,0,0
g_00105,7.54159497,21.08076094,0.838795776,1.073763243,1.161497193,0.465780673,0.567179225,0.356848515,0.422195415,0.482260853,0.35228114
g_00106,28.38664867,-30.62322313,0.968181733,0.607019438,0.690794551,1.087750086,1.035364249,1.387594466,1.09690018,0.66731788,0.779224296
g_00110,-25.96444129,-5.547446263,1.114141379,0.626539091,0.651971556,0.037056592,0,0.069257284,0.09629566,0.025027582,0.06805444
g_00111,6.653026568,16.83446121,0.801465454,1.063540435,0.977899984,0.421792245,0.361840738,0.342269071,0.289981602,0.44178811,0.26856089
g_00112,-25.51338162,11.34088616,1.273794345,0.978097715,0.966224922,0,0.013269617,0.021509318,0.009436022,0.011544647,0.018668466
g_00113,-33.29656816,-11.18228608,0.919846898,0.83396315,0.775527877,0.077144704,0.012290851,0.018726705,0.192075178,0.233944173,0
g_00115,-23.87291241,0.23967807,1.104090295,0.784210049,0.691411201,0,0,0.07938604,0.067610133,0.02816564,0.015694989
g_00116,-23.95831555,-0.134227992,1.052972278,0.816365007,0.544755546,0,0.059557738,0.027327179,0,0.030502976,0
g_00117,-32.46282879,-33.12434441,0.878052435,0.274823104,0.424400708,0,0,0.0454818,0.236036426,0.201973888,0.0234533
g_00118,10.71442999,15.72458464,0.772481603,0.948842206,0.819100268,0.333621159,0.541290867,0.382475963,0.558259648,0.526873674,0.446339546
g_00120,-39.49739558,-31.58355534,0.653165221,0.26811418,0.299294349,0.044507618,0.011995649,0.076039005,0.574903844,0.510866189,0.098016574
g_00121,-41.06310294,-19.44946653,0.955918687,0.544222502,0.562030781,0.013689376,0.008104282,0.025872946,0.387103703,0.413162579,0.044282949
g_00122,-40.43120156,1.814081328,1.265810255,1.025831371,1.139455348,0.210345545,0.025942091,0,0.431209321,0.48426723,0.026041494
g_00123,-45.51918909,4.099632062,1.348069969,0.934946301,0.953071715,0.088786865,0.067646556,0.052693557,0.57641818,0.720317771,0.176357545
g_00124,19.87498297,-26.49157454,0.918319665,0.533938222,0.505287438,0.997724469,1.000943911,1.247553344,1.135933242,1.218522009,1.353661443
g_00126,-30.5147373,-29.78818506,0.75094648,0.453123323,0.507206372,0,0,0.009405424,0.210879823,0.268625236,0.048792826
g_00128,-36.86317219,-31.55534335,0.699863644,0.377274734,0.390636294,0.011171064,0.033473214,0,0.40182205,0.296519962,0.064952279
g_00130,12.3466781,-4.756992111,0.542837,0.384604813,0.435478532,0.07432301,0.223995106,0.207766009,0.299483328,0.23921136,0.175237466
g_00133,-44.88869616,-19.29819343,1.094157541,0.495186348,0.559538216,0.026077077,0.067586344,0.020335174,0.593230115,0.656002321,0.127306342
g_00134,-12.77599658,-39.33563265,1.164039873,0.378564863,0.145881038,0.074492061,0.305611009,0.030834412,0.222332198,0.129011825,0.091664496
g_00135,-25.46764661,36.09584877,1.620239909,1.977076157,1.938016187,1.297206295,1.372572329,1.541614797,1.472508129,1.349339607,1.334424878
g_00136,3.728285101,-30.02422261,0.376174044,0.41217165,0.358535586,1.83039515,1.742925866,1.696411795,1.619781278,1.650161383,1.84275869
g_00137,7.58319878,-34.54212594,0.621283803,0.647594099,0.689249883,1.708500783,1.770016974,1.768658565,1.807674061,1.73842951,2.011287337
g_00141,-23.03247549,-26.26956579,0.677100833,0.479329808,0.587218261,0,0,0,0.087959499,0.17268377,0
g_00145,-14.72224041,-23.95019992,0.967565385,0.469848662,0.497580602,0,0,0.03762567,0,0,0
g_00146,-38.40799136,-30.19016678,0.661279567,0.44843685,0.420303045,0,0.018848982,0.02934197,0.45817128,0.338134239,0.073850634
g_00147,32.99882854,-11.36405148,0.522899287,0.304084695,0.269269578,0.763487892,0.672870123,0.786982559,0.711031131,0.814996574,0.57911484
g_00148,-10.19243307,-42.85129784,0.996974833,0.130430911,0.016482606,0.037463551,0.091867706,0,0.256334022,0.172303667,0.042941142
g_00151,-19.98286123,-12.41270787,0.966431416,0.634326803,0.56979676,0.01388333,0,0.010286809,0.014992378,0,0.056527918
g_00152,-44.4683233,-3.328897057,1.167725085,0.849740317,0.836496723,0.128139713,0,0.080601237,0.476129497,0.552967861,0.12898601
g_00154,-12.72893319,-27.82298961,0.959334037,0.496033857,0.315948735,0,0.04713891,0.020758514,0,0,0
g_00155,-41.330763,-24.37065315,0.789894405,0.514473903,0.51622167,0.026214474,0.022691837,0.035405721,0.530596659,0.463974915,0
g_00156,-34.77495334,-19.93055563,0.755157602,0.561558107,0.673938502,0.098189815,0,0,0.269970114,0.329342547,0
g_00159,4.738145922,41.42936653,1.996164969,1.749352375,1.692543759,0.09608929,0.091620185,0.459362629,0.197724001,0.27956543,0.233727446
g_00160,-44.10681898,-4.135310973,1.133983705,0.741188879,0.918864503,0,0.024309533,0.02084545,0.459670468,0.531442511,0.104468674
g_00161,-14.89490852,-29.22969685,1.009616678,0.409244974,0.406738208,0,0,0,0,0.022965854,0.023587005
g_00162,-25.43514789,21.05124409,1.543113111,1.269526603,1.232635801,0.007281664,0.034933919,0.029569226,0.009954165,0.047286163,0.024551751
g_00166,-24.35316728,-19.31606431,0.738795854,0.650159235,0.584163921,0,0,0,0.173107272,0.046403848,0.037298183
g_00167,3.490240655,-3.643571655,0.390668269,0.773334222,0.811758939,0.102920213,0.200045432,0.127299863,0.208511494,0.044466065,0.137131526
g_00169,11.31325092,16.33912736,0.791724044,0.853154151,0.906993904,0.367252088,0.469655775,0.522986958,0.529841995,0.323506825,0.409409119
g_00171,-6.475839432,-34.52977408,0.912521069,0.3370955,0.201423345,0,0,0.021427889,0,0,0.012064083
g_00172,-16.50214495,-16.59755515,0.865940947,0.533990675,0.564135712,0,0.018991179,0,0,0.062376633,0
g_00175,-24.90548326,19.13632616,1.411860908,1.254927321,1.165781178,0,0,0.041327141,0,0,0
g_00176,-32.74562904,-11.89085675,0.890979262,0.695972257,0.835973817,0.038089387,0,0.005325968,0.26825166,0.214582133,0
g_00179,-46.43157662,5.071149825,1.508371041,0.986200642,0.951622437,0.243666204,0.062046965,0.025545071,0.758906747,0.646238506,0.091813573
g_00183,3.211398443,-35.65645941,0.458591018,0.520753065,0.53132446,1.858250457,1.938929855,1.916013856,1.807708813,1.911615678,2.05325845
g_00184,-33.83713625,-10.7270454,0.899157232,0.959630202,0.748475962,0.027557122,0,0,0.300559835,0.267119375,0
g_00185,33.29278759,-1.210941277,0.475222573,0.30772425,0.149162127,0.496004474,0.557398916,0.615622367,0.390047428,0.366439021,0.830122948
g_00193,-27.37221816,7.160657705,1.238498387,0.819206898,0.811317704,0.007350844,0.012783672,0.047562614,0.011919177,0.016727555,0
g_00194,-19.30896553,-29.00278779,1.151788496,0.583776579,0.378019773,0.045373448,0.11028425,0.146517485,0.090409024,0.013106994,0
g_00196,30.2401549,-34.83875909,0.963029653,1.006947778,0.877341278,1.107760665,1.133302441,1.065514174,0.976079504,1.167804535,0.831231103
g_00197,-15.88023351,-14.33996334,0.831206377,0.59538984,0.560465703,0.026267622,0,0.125498832,0.020811505,0.088132898,0.045977839
g_00198,-29.00588421,-21.40594579,0.847199956,0.515705257,0.627114426,0,0.013201795,0.036719497,0.297652416,0.14942112,0.069165815
g_00200,-23.61175742,-1.194175201,1.084230456,0.755006542,0.752812134,0,0,0,0,0.024742966,0.023693939
g_00201,-38.84330187,-11.31744323,0.934494512,0.715414726,0.817810673,0.070210072,0,0.085443999,0.271748003,0.375699453,0.126916131
g_00202,-19.21263325,-1.981098164,0.83695522,0.932862629,0.572443832,0,0.013369015,0.08407521,0.02079329,0.07859274,0.080727835
g_00204,11.18243316,-38.20096989,1.051974934,1.072747047,1.09358574,1.936021877,2.047135719,1.802856213,1.928784592,1.929206079,1.732591568
g_00206,-12.39579558,-24.49564331,0.8401659,0.369472832,0.536469681,0,0,0,0,0,0
g_00210,-28.35084993,8.508054369,1.312820364,0.890487024,0.804181019,0,0,0.041672912,0.023568495,0,0.024018283
g_00216,-41.43410707,18.04681067,1.915904268,1.740616125,1.821268348,0.184278797,0.226837478,0.117805713,1.029162393,0.656941238,0.124853281
g_00219,-33.16429831,-16.60086217,0.816818892,0.642141004,0.636191311,0.040704375,0.011200269,0.005849034,0.215083438,0.314414171,0.059119431
g_00220,-8.177489252,-21.52439102,0.733114011,0.563001792,0.433931844,0.127352017,0,0.016589213,0.033833327,0.033437025,0.078365817
g_00223,-7.447853972,22.09876214,1.286672575,0.983142025,1.020069652,0.395226765,0.192496087,0.378053236,0.153736837,0.192964214,0.402844923
g_00226,-10.86436424,-13.32858876,0.688675073,0.649699669,0.643530349,0,0,0.021922844,0.021429129,0.011144398,0.023259046
g_00230,-5.355598018,9.342296121,1.077484876,0.693585824,0.768416236,0.263821817,0.377390588,0.301372953,0.16656716,0.2420716,0.366079495
g_00231,-13.74307277,-29.93558876,0.985024689,0.380661408,0.30932009,0,0,0.057381552,0.013118792,0,0
g_00232,15.52668323,-35.59494839,1.125262762,0.90839118,0.916326484,1.423778287,1.155089118,1.919895366,1.755791958,1.9301109,2.031541536
g_00233,-6.679663973,-33.57633414,0.906572169,0.382679152,0.248354395,0,0,0,0.025334134,0,0
g_00236,5.709101566,47.96060546,1.940617516,2.160014304,2.214684695,0.30489469,0.281578735,0.583171445,0.382787097,0.37141202,0.160962272
g_00238,-10.28167383,-13.43881121,0.626087006,0.697206494,0.599125233,0,0.018999077,0.021811755,0.018975382,0.052600457,0.046806434
g_00241,-43.49306622,17.65525118,1.513510743,1.571916126,1.559049142,0.236975617,0.123351425,0.178213241,1.093980899,1.238702471,0.258828771
g_00242,-21.92574282,-0.936706486,0.999209821,0.797619129,0.704093952,0,0.04781516,0.110581967,0,0.025501254,0.030104433
g_00243,6.885122319,13.06851388,0.768811415,1.034262701,0.898810935,0.376535898,0.510354495,0.564575291,0.151814338,0.254126871,0.224232034
g_00250,6.784882317,0.245672049,0.610086366,0.737570855,0.584267659,0.294716149,0.304862621,0.121332625,0.16813316,0.153455394,0.191859127
g_00251,-21.2956032,-43.25361515,1.572086585,0.186850432,0.237673404,0.216314514,0.370163959,0.090468975,0.646665498,0.410397249,0.140987011
g_00252,-25.73863188,-5.06535164,1.151872354,0.566220585,0.628476495,0.013613622,0,0.017055053,0.021246374,0.024586225,0.011173181
g_00253,-45.45295168,-8.123063016,0.999784319,0.805350086,0.722436389,0.046403067,0.042424684,0,0.400303597,0.662964261,0.078919505
g_00254,-36.90210687,-17.30687522,0.877696599,0.622899129,0.646894212,0,0,0,0.355119782,0.254202583,0.009842519
g_00255,44.4435623,6.587070788,0.489576864,0.257264958,0.11762853,0.39507658,0.569462398,0.508575637,0.45669846,0.36218304,0.339074823
g_00256,-17.30470156,-25.38945755,1.030603041,0.551842759,0.43253141,0,0,0.08325351,0,0,0
g_00258,2.381809947,5.759455777,0.458094755,0.952282514,0.919694405,0.255236071,0.227873085,0.186834897,0.172350687,0.305677613,0.1445328
g_00259,4.104530727,26.18480793,0.959555655,1.31951015,1.168691576,0.362143993,0.487498676,0.462482003,0.451301074,0.549082017,0.441424265
g_00260,-43.64894876,3.416878067,1.305196092,0.96506871,1.010511115,0.085442216,0.023694762,0.066902613,0.50463748,0.65354602,0.08305376
g_00265,11.92823881,-20.69668454,0.332238841,0.136368551,0.061574984,1.39256807,1.129200359,1.24229283,1.390475023,1.264023329,1.449909872
g_00267,18.02974461,-42.78746301,1.582944178,1.74495779,1.442261313,1.986806508,1.687279291,1.854681244,1.686064089,1.847493794,1.67312247
g_00269,7.889371423,-37.33131787,0.845596696,0.730054506,0.713287293,1.9886811,1.857716526,1.813000948,1.915916349,1.857782681,1.998078846
g_00276,-16.68569763,-21.10566828,0.860225435,0.578556583,0.444604332,0,0,0.032659852,0.047163845,0.121929313,0
g_00278,-26.30819419,-21.57359227,0.814634758,0.522856422,0.590632436,0,0,0.037624475,0.168074474,0.158913455,0
g_00287,-24.09945068,-5.458365567,1.023771368,0.521810588,0.661379121,0.027734797,0,0.058415774,0,0,0
g_00288,-10.50130548,-35.38851989,1.01158795,0.140077306,0.317551485,0,0,0,0,0,0
g_00290,2.042401715,5.172325616,0.68370366,0.87388145,0.780408411,0.341834801,0.178530344,0.2433417,0.239550722,0.252216408,0.106086137
g_00293,16.16521569,-13.05977091,0.154196571,0.142259909,0.167980383,1.005835237,1.008060929,1.176060423,1.00748469,1.04005933,1.039224773
g_00296,-27.42583537,8.400785064,1.319099415,0.743378124,0.927918583,0,0,0.090950396,0.017079272,0,0.029656445
g_00303,19.55933322,41.93318112,1.57165931,1.855807287,1.840828894,0.030377863,0.147332771,0.049280448,0.026859986,0.080514653,0.125165596
g_00304,-30.00815539,-8.465463444,1.378859861,0.502893531,0.284055612,0.029564764,0,0.152382227,0.02126333,0.051039784,0.024988223
g_00305,-41.62993367,-6.085271724,1.197583163,0.810141481,0.70387844,0.058435515,0,0.023498559,0.455025398,0.412104398,0.025220637
g_00308,-20.16447824,-11.94261298,0.945385805,0.666653021,0.572793097,0.026537759,0.012195851,0.059163395,0,0,0.023840315
g_00309,-16.09906636,-2.728843553,0.869698922,0.782269619,0.796067384,0.093839668,0.023283333,0.074752827,0,0.024976332,0.088124744
g_00316,-27.81893782,0.065106659,1.234854541,0.735309247,0.660722839,0,0,0.023439722,0.012784094,0,0
g_00317,-19.64954153,-6.081804903,0.904647394,0.709409388,0.621742158,0,0,0,0,0.038101321,0
g_00320,-28.75672634,-30.85175495,0.831552284,0.401591278,0.329094479,0.025659712,0,0.020888912,0.133445333,0.145280335,0.023516249
g_00322,8.941975087,-26.03746114,0.377119122,0.434007631,0.532690058,1.54942251,1.473275917,1.714621159,1.48015406,1.427277968,1.585137347
g_00325,-28.1025974,-5.391263245,1.246224229,0.587247807,0.551870791,0,0.00589488,0.041672912,0.019704787,0,0
g_00327,-16.71977221,15.58806739,0.978142246,1.19660369,1.129216647,0.052962744,0.091172952,0.210097704,0.103237059,0.048589392,0.017576285
g_00335,27.23100909,-29.95783546,1.04462277,0.735445592,0.601409909,1.130744256,1.188618408,0.973780653,1.159870853,0.802095149,0.904180271
g_00338,9.054904867,-37.22752992,0.792461801,0.826741743,0.906785268,1.869220217,1.872353881,1.93958813,1.867810162,1.827971704,1.949879381
g_00339,0.283699136,2.107626029,0.76044661,0.793044252,0.732562137,0.281847985,0.144584792,0.121914554,0.100741261,0.152031974,0.242598817
g_00340,-15.89108364,1.386493068,0.919399665,0.751130772,0.884770563,0,0,0,0,0,0
g_00342,16.39986401,-23.6174582,0.534693416,0.561026091,0.628626041,0.920225311,1.126687254,1.284683904,1.377072974,1.041044083,1.258255899
g_00343,8.677887313,-34.96657473,0.701884999,0.711144234,0.756637173,1.833892667,1.846152758,1.749169222,1.834399421,1.795379776,1.770964884
g_00350,27.8320884,-30.33123606,1.051908001,0.815017985,0.786341701,1.063910771,1.231839017,0.9531275,1.260954446,0.698670151,0.770535229
g_00351,-26.609912,-2.030300707,1.195599221,0.686069619,0.683485166,0,0,0.040405716,0,0,0
g_00352,-20.41494302,-13.53702812,0.981894002,0.613436291,0.546757783,0.029391489,0.014967204,0.041373339,0,0.025540976,0
g_00353,-5.065427296,-25.53625843,0.865903572,0.609912064,0.305165357,0.066393021,0.135236361,0.09270135,0.039602074,0.069681044,0.263044457
g_00354,45.65065719,-4.486840581,0.660534036,0.437544303,0.440053656,0.516738526,0.631601223,0.765892498,0.583208752,0.363361295,0.382439418
g_00357,-30.43255445,20.22706388,1.660477161,1.157837131,0.989230123,0.164328166,0.133475356,0.202714941,0.079826418,0.029939887,0
g_00358,-24.19810193,-11.64378865,1.088482323,0.742444673,0.481627057,0,0,0.044280988,0,0,0
g_00360,2.372999603,14.4825617,0.685738784,1.087812392,0.980823118,0.387797053,0.388096226,0.342667791,0.243818085,0.319256422,0.13744938
g_00361,-12.12065979,-23.08269461,0.87520913,0.495954434,0.493738335,0,0,0.070721481,0,0,0.024758966
g_00362,9.240711394,-29.45329313,0.555554025,0.528351879,0.634976372,1.5622022,1.622474863,1.35017521,1.604187667,1.637482605,1.673928362
g_00366,-29.21987384,-29.76387954,0.693833927,0.481022177,0.456585858,0.05156616,0,0.011794088,0.17906466,0.184006807,0.06900394
g_00370,-17.65046978,-27.56579892,1.023398901,0.551094976,0.320989536,0,0,0,0.02714689,0,0
g_00371,15.07872075,-17.28934243,0.301773522,0.262880663,0.197996072,0.9860968,1.088819078,1.174139911,1.227131404,1.050388419,1.202853962
g_00372,-43.32928274,1.48034058,1.304426478,0.934713828,0.987608221,0.04796335,0.033225865,0.061792016,0.539519706,0.595539208,0.090568052
g_00375,-2.889379869,14.63209866,0.826705174,1.073507346,0.982672905,0.245888565,0.178044082,0.256174418,0.151844036,0.248079496,0.211274093
g_00376,-12.56107105,-2.394735467,0.740638418,0.767675076,0.866311033,0,0,0,0,0,0
g_00378,-18.60708049,-16.01313296,0.970387188,0.493719664,0.606336751,0.063782436,0,0.020648369,0.100988114,0.076392465,0.028389039
g_00382,-41.51760775,-18.92683531,1.014207053,0.576846313,0.62409792,0,0.005406613,0.014439468,0.428682826,0.311386568,0.026986933
g_00383,-33.8449382,-33.47339621,0.949588566,0.376194317,0.271187815,0.04652794,0,0,0.324446057,0.345209589,0.206095594
g_00385,-17.67116473,-22.41372491,0.961851141,0.571674599,0.439515691,0.028757862,0,0,0.072983276,0,0
g_00386,-41.93260778,-9.068096171,0.919331897,0.948007729,0.90942005,0.030947666,0.100252304,0.053904738,0.348732909,0.493069173,0.080512848
g_00387,-24.01240978,-26.32277799,0.758106718,0.498587587,0.546060107,0,0,0.014811511,0.119990203,0.192805442,0
g_00388,-3.59775709,10.46470905,0.889439422,0.917600445,0.864321125,0.232340873,0.243738559,0.277433857,0.31588075,0.313723416,0.412530432
g_00389,47.01652911,7.803971744,0.48076127,0.227508267,0.262074538,0.747732166,0.535387553,0.386554252,0.336996566,0.317238018,0.260025809
g_00390,-12.18746229,-28.48609388,0.934309846,0.489294865,0.331128756,0,0,0.059306249,0.136747195,0.026077077,0
g_00391,-26.78599747,-11.18613054,1.163299665,0.57359722,0.460084244,0,0.026313815,0.044913532,0.014889994,0.027006522,0.032750077
g_00392,-38.96340561,-22.3207791,0.899090449,0.519880342,0.502778101,0,0,0,0.353099744,0.268611432,0.012230053
g_00394,-4.442643911,-17.95178145,0.700949171,0.794328102,0.513104083,0.026530813,0,0.020423024,0.020884359,0,0
g_00400,-25.54126274,-41.34441659,1.586137746,0.242639059,0.217630001,0.462379727,0.054076174,0.070423201,1.288881712,1.064460048,0.645651638
g_00406,-7.255451846,-36.94226121,0.977264199,0.3241785,0.203042683,0,0,0,0.12542726,0.036808883,0.103607731
g_00407,18.34541504,40.79373637,1.513764014,1.773709238,1.882787739,0.038827525,0.087271248,0.386613989,0.035888207,0.177580649,0.079888931
g_00409,38.49391007,-12.31434381,0.543746796,0.24765393,0.162034208,0.695049882,0.78646066,0.719902704,0.686006354,0.389431189,0.620810718
g_00412,44.31383071,1.966270086,0.564799645,0.347303664,0.256857198,0.495012452,0.518565789,0.47209456,0.534095181,0.539475692,0.382757415
g_00414,-4.491926348,30.87988659,1.04310296,1.328372161,1.390526926,0.529804939,0.464976179,0.859656438,0.566909832,0.497440819,0.373913038
g_00415,-13.3035508,-26.20071635,0.916919789,0.531691159,0.395037408,0.029509583,0,0,0,0,0
g_00416,-14.36101031,-17.89519672,0.837192911,0.535607889,0.586705538,0.05391663,0.039712272,0.02161346,0.058439691,0.011454983,0
g_00417,-25.00890203,-27.64983812,0.790352872,0.535105927,0.439126236,0.036915004,0,0,0.17534914,0.144013466,0
g_00421,15.51729616,-35.21551246,1.130948423,0.767064692,0.69908829,1.5975597,1.466305164,1.657807039,1.574336788,1.735743526,1.789294336
g_00425,-43.69242249,3.446991421,1.283117067,1.002551138,1.008235041,0.039529123,0,0.068599544,0.505380365,0.663342037,0.107019245
g_00426,-3.946900014,-25.42464019,0.735845834,0.458047714,0.37600013,0.094396003,0.146825139,0.038906948,0.05127488,0.003918282,0.309928961
g_00427,-15.03637584,-24.65108356,0.969441121,0.493300338,0.462711625,0.013870291,0.031213291,0.038847382,0.054406965,0.030287549,0.030632505
g_00430,-7.66024147,-12.52319366,0.584542326,0.677484585,0.646256649,0,0,0.02084545,0,0,0
g_00434,-44.3517538,14.7168085,1.63077007,1.339230382,1.407210333,0.163150637,0.05749646,0.144711168,0.888992767,0.933970817,0.178303989
g_00435,-39.90461179,-6.930570013,1.048974556,0.793884006,0.899235123,0.079436681,0.04933201,0,0.436628031,0.352566458,0.083042999
g_00436,-3.030031272,-24.33459689,0.700730103,0.435841819,0.36233976,0.039301862,0.094166002,0.231199092,0.189398223,0.233616632,0.157042828
g_00437,-11.13639174,-22.94076709,0.806017694,0.45520449,0.487213486,0.020020924,0,0.089733125,0.022952672,0,0
g_00438,6.263503685,-45.70785522,0.950207321,1.06955407,0.947579818,2.131614235,2.209569378,2.231360259,2.274840204,2.170253919,2.339782188
g_00439,-21.39341144,-13.91147698,1.02640782,0.617654437,0.546644069,0.061229997,0,0.070714469,0.012753309,0.031545801,0
g_00441,-38.70029375,-25.07482371,0.796357548,0.438267921,0.538183246,0,0,0,0.341253844,0.365574461,0.024139079
g_00442,4.256617443,-48.9490893,1.059279424,1.124340029,1.134811346,2.452095953,2.393282408,2.426062011,2.477596493,2.285752304,2.324214056
g_00443,-38.08659817,29.3720092,2.624549732,2.259376532,2.298595699,0.812869457,0.674429478,0.68141275,1.803813569,1.932275131,0.961990145
g_00446,-33.54663909,-23.16817285,0.758133324,0.529207503,0.540906065,0.105330639,0,0,0.234601553,0.348726878,0.013620356
