"tSNE1","tSNE2","Nitritation_3","Nitritation_2","Nitritation_1","Aerobic_3","Aerobic_2","Aerobic_1"
2.0288664082418,-8.90958892924873,1.25301147004075,1.44157494543461,1.49829687741138,-0.695466456202811,-0.695466456202811,-0.695466456202811
-1.80740046595185,-0.520828681253387,1.39976015783707,1.37783544003625,1.24462335090098,-0.689011188202399,-0.689011188202399,-0.689011188202399
3.10255677514632,-3.48131160663395,1.59420570187119,1.40308341566256,1.49957618114775,-0.690241424239039,-0.690241424239039,-0.690241424239039
2.16191155090079,-13.8453935788447,1.2978052018341,1.72519629851389,1.50419182919935,-0.685165679050448,-0.685165679050448,-0.665693523077809
2.27670829873735,-0.362415037562492,1.49396483488038,1.28843147318517,1.41171043596202,-0.693111392016985,-0.693111392016985,-0.677659719544429
3.46627305487349,-3.02875534720338,1.56494843745802,1.3772301486681,1.51787839007037,-0.687228867307526,-0.687228867307526,-0.682436404021499
0.102663586455854,3.98564383569281,1.69072010230448,1.1244830201572,1.34929241970471,-0.713564583242216,-0.696740117374621,-0.713564583242216
-4.55857960638211,-4.88551219291859,1.73729155003206,1.49812366198939,1.27179640575625,-0.68706376934911,-0.68706376934911,-0.68706376934911
2.39028670981258,2.57539115559642,1.58562784336458,1.16825781154208,1.44366819205024,-0.687399769328795,-0.687399769328795,-0.687399769328795
-3.07972063494861,-1.7929679851848,1.44619603780577,1.47646582376531,1.21384920485624,-0.694104728341834,-0.694104728341834,-0.694104728341834
1.42369699605573,-11.2211728903516,1.14000387068228,1.53325109227004,1.4398899463366,-0.67960443825934,-0.693164774225882,-0.693164774225882
4.19278343556998,0.186892161298754,1.35184674260676,1.3301892553903,1.45541853481554,-0.693344523670312,-0.693344523670312,-0.693344523670312
-0.280718065752397,-0.970324582625189,1.44743421048534,1.37349861085057,1.34922953731775,-0.699628428841524,-0.699628428841524,-0.699628428841524
8.01779569010446,-2.8964285461584,1.66086050095339,1.06717179562946,1.74863356286743,-0.685802735708574,-0.685802735708574,-0.685802735708574
-2.95297996401187,-4.6104350848817,1.65419604708142,1.46774097241944,1.34868085024149,-0.690461092155811,-0.684265211536001,-0.690461092155811
0.0442601835446048,-3.89163214203067,1.60932464896527,1.46625106494399,1.40624056189226,-0.685053756014837,-0.685053756014837,-0.685053756014837
4.81656181742485,0.708321466847447,1.28821499377019,1.29540031737516,1.4617133344172,-0.689410497596744,-0.689410497596744,-0.689410497596744
-6.64151987227674,15.8157537041176,0.918519436308842,1.31453944861156,0.518883741964794,-0.679748585289209,-0.639117370338333,-0.679748585289209
-3.74019681077698,-2.45080368852923,1.48663992125923,1.53128118389644,1.20306778900533,-0.702444391464715,-0.702444391464715,-0.702444391464715
-0.215888780737595,0.968446150145073,1.48079014603456,1.27344194719289,1.30325886614929,-0.691979401215129,-0.691979401215129,-0.677969670717658
-4.3415116688588,-3.49955778672456,1.62645121646391,1.48440766355849,1.23108053100754,-0.68705659198676,-0.68705659198676,-0.68705659198676
-3.72815988869052,-4.93151207355259,1.7060216247625,1.48273520667064,1.32553427483682,-0.68810368893401,-0.68810368893401,-0.68810368893401
7.41913311848307,-13.2106194872261,0.642528571620774,1.45465606948341,1.4765334181662,-0.680146548793163,-0.680146548793163,-0.680146548793163
3.55460560181691,-1.08646052115929,1.46848157867421,1.32190752639117,1.47933712081629,-0.689638744131287,-0.689638744131287,-0.681562046541093
0.0341071359648428,3.33600318708182,1.45786732743096,1.08534166252912,1.21324378539611,-0.694287171660027,-0.694287171660027,-0.694287171660027
-4.3147903847125,19.3768430174524,1.05061319019942,0.678816686338022,0.901640079256301,-0.675725718808739,-0.675725718808739,-0.675725718808739
-5.10737645823732,-0.296401599483762,1.4964327027273,1.34696545188122,1.08905567357451,-0.683716300606446,-0.689844772571984,-0.689844772571984
-4.87388548147142,-3.03597869301225,1.53652515461244,1.56789344684448,1.19335655915578,-0.687008627444078,-0.687008627444078,-0.687008627444078
-0.316467329437583,-1.97235316818123,1.46846564606882,1.41022368846287,1.36491910240664,-0.68923519093171,-0.68923519093171,-0.68923519093171
-6.45543959571534,-2.37039735745439,1.56051859378055,1.52757612031367,1.07021648235398,-0.686993094333727,-0.686993094333727,-0.686993094333727
4.59838975004355,-13.3921976058539,1.05655097056002,1.83597726595625,1.73173344123124,-0.680957645492009,-0.680957645492009,-0.680957645492009
-2.62665681139584,-3.50473670767906,1.58179981937232,1.45257613305706,1.30615740899213,-0.694181879261031,-0.694181879261031,-0.694181879261031
0.311384380078322,-12.9821220974186,1.25997933343561,1.6761668560243,1.36174716761271,-0.698455369219019,-0.698455369219019,-0.698455369219019
-2.41088487597595,-1.02913835704582,1.4268971833334,1.41303994985617,1.23440734894637,-0.687546345212498,-0.691590448660536,-0.691590448660536
-5.95058119455842,-2.15850736569578,1.59329703554821,1.46319424077718,1.09569004304272,-0.687891538022536,-0.687891538022536,-0.687891538022536
-7.21184159517566,-1.95331368729935,1.60246181722326,1.50492572901586,0.954299483404344,-0.685380970724097,-0.685380970724097,-0.685380970724097
2.88719265224308,-3.26384574482012,1.52703925434426,1.41279394802482,1.49551222302839,-0.691085648993058,-0.691085648993058,-0.691085648993058
4.41434815919341,-1.04980805408659,1.42854148889683,1.34075288423042,1.5150676596157,-0.687501194702716,-0.687501194702716,-0.67124594659664
2.82448849486819,1.02881240797161,1.40980650278338,1.21229476351885,1.42509577948997,-0.682957686045641,-0.666854304693147,-0.682957686045641
0.88535792977748,-3.95426562650616,1.49195311887099,1.45898541564736,1.41580106556174,-0.687873860894932,-0.687873860894932,-0.687873860894932
-0.680039180812848,-1.85670348259979,1.45849388178876,1.41891179784774,1.34800468090704,-0.688822347357035,-0.688822347357035,-0.688822347357035
-3.33867644695718,-6.20289135986419,1.76778407527558,1.51719190856105,1.43868852904477,-0.68500705019173,-0.68500705019173,-0.68500705019173
-2.69584088388264,-2.78724232610544,1.53526341732211,1.46346402508708,1.27067337780418,-0.692720750368111,-0.692720750368111,-0.692720750368111
3.60697058594868,-1.17891168500332,1.48623708186002,1.29463142890836,1.49498100736453,-0.69218357054352,-0.69218357054352,-0.69218357054352
