"tSNE1","tSNE2","Nitritation_3","Nitritation_2","Nitritation_1","Denitrification_3","Denitrification_2","Denitrification_1"
15.5160785252158,-11.4169513519538,-0.238389369114826,-0.506334480676116,-0.44773023325541,-0.429013534949284,-0.397423782202196,-0.587083945504422
-6.81385816719495,15.6154829813836,-0.651467065002029,-0.651467065002029,-0.651467065002029,-0.651467065002029,-0.651467065002029,-0.651467065002029
0.50587211449478,0.476404925889467,-0.615799936514283,-0.532494679761829,-0.57696596519187,-0.604602572562082,-0.557443698688417,-0.492075287388716
6.43082488011398,-4.55506052811733,-0.493927437837605,-0.609786589115844,-0.514857064727469,-0.483240626763995,-0.561606529896227,-0.522091386263809
-6.89884119146435,20.8157236455413,-0.680617502844121,-0.680617502844121,-0.680617502844121,-0.680617502844121,-0.680617502844121,-0.680617502844121
1.18896248831178,-6.20733914759159,-0.575923124719785,-0.628777818383359,-0.465146720049117,-0.427001819152789,-0.437378888547699,-0.484331822112039
-6.90165595962365,20.8583042330653,-0.683533401983782,-0.683533401983782,-0.683533401983782,-0.683533401983782,-0.683533401983782,-0.683533401983782
0.91001203881712,0.752463777943375,-0.598926135541866,-0.548331385270075,-0.571450883085851,-0.624349192688382,-0.536498360524831,-0.524942126584766
2.32564728789448,-8.94576387273302,-0.462955612922626,-0.657453292550249,-0.573829110882171,-0.42332130509314,-0.302471553961675,-0.343636927160128
5.49804667702332,-0.451911413776304,-0.573924191254052,-0.466696585583221,-0.539404710041974,-0.546782173807392,-0.591710878894778,-0.515133478362854
1.42764629848588,-7.71161395793877,-0.603612258685074,-0.53783074394286,-0.556610076115693,-0.452914929594451,-0.493368350234862,-0.43121419883045
10.1947663517905,-3.70868168469842,-0.52666300541292,-0.459261410424419,-0.453512276284223,-0.489605806836342,-0.420737433981356,-0.560037493361795
-0.515673474549676,-6.58358876794914,-0.625025280324027,-0.759355992816216,-0.635002264136816,-0.675700975483473,-0.300047125857016,-0.487319323740031
-6.89752135675157,20.8033498282995,-0.679700568244754,-0.679700568244754,-0.679700568244754,-0.679700568244754,-0.679700568244754,-0.679700568244754
-6.91779375042475,21.0144914338762,-0.706663530836619,-0.706663530836619,-0.706663530836619,-0.706663530836619,-0.706663530836619,-0.706663530836619
-0.37390470545244,-0.574936326521534,-0.665018986657256,-0.59037784931058,-0.560090802121227,-0.558929204307531,-0.609282091301286,-0.384788030202059
-6.05656930247953,18.1201075703254,-0.634803837143132,-0.642639665067763,-0.607181668224718,-0.629015157242618,-0.647240593748236,-0.701876269695172
-4.81037823369753,17.0199653667187,-0.675080483044643,-0.672479171206062,-0.624739029206182,-0.650913549516564,-0.623676611013413,-0.664770441271447
-0.644101217413498,-2.97763908411891,-0.654244381982193,-0.579105766999511,-0.587985449340905,-0.450782194830995,-0.560354418303948,-0.57118147771213
8.15031370750998,-4.80016101519832,-0.503449240435874,-0.487321132329541,-0.464431215994796,-0.527354378436044,-0.512319731409809,-0.522034403356608
-6.22773605296842,16.7826877647667,-0.652366603886623,-0.675027518566064,-0.660852559450828,-0.664591489341768,-0.637822731467571,-0.674350285095585
