"tSNE1","tSNE2","Nitritation_3","Nitritation_2","Nitritation_1","Anoxic_3","Anoxic_2","Anoxic_1"
-4.53722481171507,-21.1027714127852,-0.541076557395426,-0.534291985771773,-0.570438501576414,-0.606944595903402,-0.615944966896507,-0.616157200569056
-4.12914576276269,-21.7280313640287,-0.520850635327239,-0.527211479351576,-0.563223932680737,-0.6291408617962,-0.677605317508937,-0.677704569953625
5.39330747193899,0.0805212709279146,-0.380686844139295,-0.450984514706739,-0.491116057392363,-0.821556542279573,-0.81984472389315,-0.808443616429769
22.6751301839584,10.0024783803763,-0.238389369114826,-0.506334480676116,-0.44773023325541,-0.829135081284602,-0.84452894418,-0.862589437547719
-6.25062649265974,-21.7578648608715,-0.55055239994759,-0.595039601711215,-0.567664169333478,-0.675779880493198,-0.6808042401026,-0.695103299811291
-3.85371379602217,-4.54582747704191,-0.571322586549805,-0.534830243267304,-0.565452472208135,-0.776665467641216,-0.725173730649728,-0.751062207272222
-3.19289944983244,-24.2127069062272,-0.443155422736127,-0.577550053681816,-0.499052234214546,-0.62600170142653,-0.62600170142653,-0.574705611194755
-27.0399452345244,-3.89824273904348,-0.663724677648498,-0.663724677648498,-0.663724677648498,-0.634988462347107,-0.632697912752634,-0.663724677648498
-2.60646841189796,-2.61236747391507,-0.52578660719594,-0.549611355470993,-0.619797774459985,-0.798138266793137,-0.774489547810401,-0.796634414743754
-0.444177677065868,0.396342286054721,-0.492246827716758,-0.576893924539282,-0.520000064619855,-0.84480841870814,-0.808937309661096,-0.843252025435478
-2.63858408207649,-22.969200196642,-0.520416730716956,-0.550559346612117,-0.452616793612701,-0.631791470287483,-0.645624392882689,-0.621532939610465
-3.8887293602294,-20.6798363687012,-0.556183782426994,-0.485013721834509,-0.553047945378342,-0.60218779518436,-0.665878720558321,-0.6111692893065
1.76056342337269,-5.76400226815079,-0.49379139388359,-0.381324549014808,-0.532741667070202,-0.777771345804885,-0.776288596938501,-0.796373251595588
-26.5726179580023,-4.04725582065667,-0.681574277839938,-0.659607384670064,-0.676541308659657,-0.670038103706107,-0.675744867827939,-0.676028596053847
-4.90153228601187,-23.7178738447154,-0.521707199357141,-0.531737979967997,-0.552431711814195,-0.69516413888854,-0.564676063231739,-0.673536590052956
-2.11742501754045,-20.9886302022477,-0.619917265134823,-0.485555869708883,-0.455587932239433,-0.648454789659378,-0.661899759227996,-0.644916939429509
-4.62140583720848,-23.7642234481493,-0.48675906942801,-0.529333191765293,-0.615675442672504,-0.66203477514863,-0.605524934133041,-0.66203477514863
-0.416778310289991,-6.4699375626387,-0.557557441929817,-0.454893089646456,-0.52743830987037,-0.687255985903758,-0.767902205079248,-0.768241791737342
-6.55067467314514,0.32295453503128,-0.575923124719785,-0.628777818383359,-0.465146720049117,-0.762067324702787,-0.702414753939482,-0.801329944780763
-5.60615591380279,-21.0136066351137,-0.598926135541866,-0.548331385270075,-0.571450883085851,-0.640549562381864,-0.621279332764733,-0.67012780017883
-2.15588796189844,5.72331734878992,-0.501282550015599,-0.580684064358023,-0.389760327916203,-0.708902208852398,-0.73001578046643,-0.790103881349889
-1.65933057692255,-21.3076026601522,-0.52666300541292,-0.459261410424419,-0.453512276284223,-0.684168156103148,-0.681717862358388,-0.708307098957526
0.658729513240439,-5.92390962852321,-0.568380303831266,-0.41136033443217,-0.484567794855868,-0.85151203857395,-0.745014958350476,-0.70324197939196
-16.6833599730479,-6.19848399487665,-0.537884099017798,-0.72055208080153,-0.692368597115054,-0.688733950476055,-0.58313472836589,-0.72055208080153
-27.2445624912455,-3.59965232623302,-0.705760929079449,-0.705760929079449,-0.705760929079449,-0.668111511936659,-0.543159193287595,-0.665335660768951
-27.1851800064227,-3.64493219194799,-0.697473404656421,-0.697473404656421,-0.697473404656421,-0.659855995511549,-0.595933718084938,-0.677277954523971
-19.4917533928259,-2.89103979379685,-0.634803837143132,-0.642639665067763,-0.607181668224718,-0.714067761719164,-0.713558060688819,-0.72046224477684
-22.657625945341,-2.22288598810235,-0.675080483044643,-0.672479171206062,-0.624739029206182,-0.718477073384857,-0.718477073384857,-0.718477073384857
-6.57099622428966,0.99643218122084,-0.598021373256861,-0.622626928510612,-0.508618642098583,-0.775299293798998,-0.775299293798998,-0.775299293798998
-18.6334340040733,-10.9748466923425,-0.654244381982193,-0.579105766999511,-0.587985449340905,-0.767128796523402,-0.767128796523402,-0.767128796523402
1.55095094856983,-3.40036417494851,-0.503449240435874,-0.487321132329541,-0.464431215994796,-0.775127871702413,-0.75889405908861,-0.786893772249686
-22.0461324863825,-3.7630426630466,-0.652366603886623,-0.675027518566064,-0.660852559450828,-0.710696673726278,-0.703101970501896,-0.710696673726278
-21.0029914515981,-2.89818563166245,-0.640364728997765,-0.668201034550099,-0.636272066431346,-0.700418457649714,-0.710958199452457,-0.710958199452457
-25.5981322216285,-3.68797705789962,-0.677015757658276,-0.676060217645747,-0.6560643425184,-0.692956629863905,-0.692956629863905,-0.692956629863905
-19.8234317372804,16.5617310731349,1.92386492586759,1.25161258126108,1.36861070256199,-0.681359775747473,-0.681359775747473,-0.681359775747473
-20.7319718655548,17.1371635924038,1.56423119413321,1.36726409800921,1.2796289436371,-0.687683738162001,-0.687683738162001,-0.683499916384343
-21.0756926986478,-3.61472123033138,-0.641408245636927,-0.666140476714221,-0.646850357305253,-0.714681164565953,-0.714681164565953,-0.714681164565953
-24.5098484773757,-3.35044331665163,-0.70816524905861,-0.674105830441235,-0.650553483362774,-0.718678158203276,-0.718678158203276,-0.718678158203276
-20.8098853202679,18.3375441790845,1.49178063541683,1.73607757522336,1.10957277279045,-0.693582626540311,-0.693582626540311,-0.693582626540311
-21.0263368201711,17.5517297863353,1.46641801212801,1.44448376304253,1.21888986130007,-0.683892455878602,-0.683892455878602,-0.683892455878602
-21.6764510130931,18.084465622099,1.20073295663129,1.38956415337028,1.51142770362867,-0.688701181928501,-0.688701181928501,-0.675366189837951
-25.9725912196567,-4.08403953018744,-0.698285016590287,-0.65284366767643,-0.658597649173074,-0.675882217651049,-0.698285016590287,-0.698285016590287
-19.6789271522566,-3.90690317996612,-0.638093466388082,-0.633825537201017,-0.623608050223327,-0.709293534458572,-0.709293534458572,-0.709293534458572
-20.906269383355,15.5814576650285,1.85330998708336,1.02904002335585,1.1092632951142,-0.67907969774312,-0.67907969774312,-0.67907969774312
25.2685589442925,5.93561203515175,-0.33007629768702,-0.402760986554475,-0.384730407045394,-0.894975581915895,-0.903475989247148,-0.903483335343681
-21.4782882963295,16.9291600822687,1.37227624302978,1.23021402867375,1.42797458814022,-0.688817226338625,-0.688817226338625,-0.674757077644966
-18.1084230786705,-1.59256804616757,-0.56074343681662,-0.68321408528632,-0.52589113379148,-0.709491488814979,-0.709491488814979,-0.709491488814979
-25.9616455578783,14.9135749646326,0.670464940139439,0.530373210830574,0.989910723094555,-0.643473974868676,-0.643473974868676,-0.643473974868676
-21.7410636093197,-1.63208203155071,-0.657860311005514,-0.687249006328746,-0.619165793733213,-0.703305406391368,-0.703305406391368,-0.703305406391368
-18.1834505312356,-3.18454134671251,-0.613447134293122,-0.622517322873695,-0.581473706360174,-0.697795537752249,-0.71259912127655,-0.71259912127655
23.463285648888,10.227251464109,-0.0541954228907347,-0.511984252250723,-0.427116952358815,-0.868745594742603,-0.882267935366099,-0.867748607128494
24.6358975177755,7.18878163809639,-0.298464408241936,-0.437610624004169,-0.37305672950361,-0.891874451071096,-0.891874451071096,-0.891874451071096
-19.1480790588997,-2.61327381079526,-0.608214133519711,-0.669073084197558,-0.604027972195848,-0.709221241977354,-0.709221241977354,-0.709221241977354
-6.36572943733776,-21.1172929768438,-0.620037987236782,-0.591914088286865,-0.552159222356098,-0.645151177979641,-0.645151177979641,-0.645151177979641
-21.7173027759932,-3.63712018259907,-0.653512134513985,-0.677151280895579,-0.658906207163547,-0.715787908876692,-0.726138255662118,-0.722433766689872
-22.8381452662867,-9.31271403245878,-0.658369451348399,-0.595026646181974,-0.662570402424069,-0.714931308122951,-0.714931308122951,-0.714931308122951
-21.5397312190965,-3.56464530526232,-0.649522943912186,-0.660805485116041,-0.641077388145541,-0.713774292936082,-0.713774292936082,-0.713774292936082
-21.9207987929893,-1.13632582907104,-0.659918297167389,-0.68734936379381,-0.59762297261161,-0.702336220769475,-0.702336220769475,-0.702336220769475
-25.606430265081,16.1921920974247,0.816006806688028,0.887333064702333,1.38840285336785,-0.677439131478445,-0.677439131478445,-0.677439131478445
-19.8868171398313,17.1954176700563,1.59098176749935,1.3193944660423,1.6000012678628,-0.687387625198103,-0.687387625198103,-0.66938259204759
-21.1813876189996,-11.6361993930661,-0.626198900589293,-0.534150732473653,-0.620518140623128,-0.697193994424663,-0.697193994424663,-0.697193994424663
-20.3475239737914,-2.84004032153322,-0.628976787323606,-0.672282309685678,-0.63456055697137,-0.704156998013115,-0.704156998013115,-0.704156998013115
-22.1795078333663,-1.17936402377516,-0.653005951619642,-0.657447223193809,-0.60088265587318,-0.698228002807683,-0.71422258642255,-0.71422258642255
-4.58737811105178,0.170990687529245,-0.53998491413863,-0.618210126179348,-0.518649211415685,-0.771793172022852,-0.806627090770455,-0.806627090770455
27.3602303873227,5.54450189287792,-0.359261326501947,-0.321978990359168,-0.340695611574955,-0.942306799440278,-0.933401041574242,-0.93767873227335
23.571830684771,1.0153276325204,-0.429386664719801,-0.439508000543264,-0.388882477106024,-0.897631482700806,-0.901592187303874,-0.900144031465622
-20.7510552332096,18.9355199992609,1.212429503659,1.64263979136679,1.62470138714888,-0.682778639134263,-0.682778639134263,-0.682778639134263
27.0420376831209,6.04649112200384,-0.290711605211682,-0.314807074014534,-0.356043314831914,-0.916285027189329,-0.926507784139585,-0.893578374672525
-6.04863664600359,-22.6560246900604,-0.596545110087726,-0.568134748739579,-0.481626520354136,-0.6839808531392,-0.6839808531392,-0.6839808531392
-18.5417903734567,-5.79919460300179,-0.609615918513008,-0.674068980251169,-0.681044900006674,-0.72916043468491,-0.72916043468491,-0.72916043468491
-20.4208703033606,-3.23098255464026,-0.631119228776134,-0.684557123653754,-0.647969332809019,-0.719809670889495,-0.719809670889495,-0.719809670889495
-23.2238047696171,-1.59559437557849,-0.671998941883456,-0.651745758718878,-0.606490663399976,-0.717473238579273,-0.717473238579273,-0.712834163099003
-20.6992565247805,16.3772808498774,1.6818337549109,1.29579360481238,1.02354973016103,-0.683563732305843,-0.683563732305843,-0.683563732305843
22.9817835658631,8.42668738323936,-0.29450051106788,-0.457435357281192,-0.441664612599278,-0.895657201646362,-0.906592337727617,-0.900721651804127
-21.2249754751507,-1.30097812412998,-0.638426605203209,-0.669841557299853,-0.599187629109781,-0.701346824986574,-0.710788216116934,-0.721865110006226
10.9836695246151,4.27958624235252,-0.518056873824267,-0.468974432022186,-0.367445075656234,-0.857168769362314,-0.826555943797629,-0.841947139894118
15.4180192660484,5.09034991953689,-0.436240598990474,-0.47635452989269,-0.457396574331112,-0.875996849649448,-0.890262770255058,-0.890307200281541
-24.8658394469264,0.470763530710566,-0.697760887061239,-0.517545566675078,-0.521111261577725,-0.721855319111361,-0.721855319111361,-0.721855319111361
17.2170142364378,-1.15113754046264,-0.476523556238514,-0.389564520574574,-0.458837345242855,-0.880081112227054,-0.88265354829083,-0.877129350219311
-6.46614882116896,-21.290955086428,-0.613895336551057,-0.612670908710293,-0.539774494127584,-0.612973819484272,-0.634321948640115,-0.634321948640115
-20.5444585136616,17.4949481606722,1.61378045189745,1.48934697858259,1.15996536432749,-0.68621119938538,-0.68621119938538,-0.678043545871231
-26.1052372484933,-3.62731234883919,-0.699826106252229,-0.693521058492508,-0.663760780930597,-0.664267661624393,-0.699103096488682,-0.686502483009306
19.5226559088519,-3.56949508445763,-0.568699913427548,-0.318111676614377,-0.386129912385626,-0.89215622410086,-0.891665900347323,-0.891702689224621
20.5768416255965,7.62279066925578,-0.346572889685148,-0.430329783709383,-0.491684074012278,-0.896840579555454,-0.900303942661879,-0.886758971368155
-17.815829456898,-6.75798042901904,-0.58379408399671,-0.650556091170615,-0.675136583894917,-0.715901891572285,-0.715901891572285,-0.706018742251656
-20.1700502903355,-8.31571260566212,-0.638856531311052,-0.616908000131078,-0.626100476329135,-0.727720042564478,-0.727720042564478,-0.721854169254524
-6.7310445479844,0.844031959447328,-0.582795652745157,-0.602954611054168,-0.542102310093813,-0.76288308060316,-0.76288308060316,-0.76288308060316
-18.4074489557937,-1.80567817969176,-0.594938819543922,-0.668143220693328,-0.560114711176606,-0.718526072655223,-0.718526072655223,-0.718526072655223
-20.3929755608453,17.7753697198694,1.62085712751289,1.58815489242531,1.22331531033139,-0.682391991335379,-0.682391991335379,-0.682391991335379
-21.9704291577659,-2.76772900468062,-0.659688581387885,-0.672651646709347,-0.635121299002356,-0.722909809216884,-0.722909809216884,-0.722909809216884
-19.6631412361974,-1.58785414881304,-0.626344394364336,-0.674356293937909,-0.58150137558161,-0.734935339926907,-0.734935339926907,-0.734935339926907
-24.3292998909481,17.1545704824998,0.896835983039762,1.29805025214749,1.0626496673554,-0.680718447337988,-0.680718447337988,-0.680718447337988
-22.5904624359892,18.4600064092213,0.971818551633805,1.63493136556731,1.12634842260881,-0.692054934939949,-0.692054934939949,-0.692054934939949
