"umap1","umap2","Dark1","Dark2","Dark3","Blue1","Blue2","Blue3","Green1","Green2","Green3","Yellow1","Yellow2","Yellow3","Red1","Red2","Red3","UV1","UV2","UV3"
-2.40487679848954,2.21741274767855,-1.01968851480935,-0.0876294817414282,-0.374416876531557,-1.16308221220441,-1.16308221220441,-1.09138536350688,-0.732901120019219,-0.374416876531557,-0.589507422624154,0.629339005233894,2.13497282788207,1.27461064351168,-0.015932633043896,1.34630749220922,0.987823248721556,-0.589507422624154,1.05952009741909,-0.231023179136493
1.72888764933138,-0.716609637653336,-0.414011503834763,-0.414011503834763,-0.414011503834763,-0.414011503834763,-0.414011503834763,-0.414011503834763,-0.289808052684334,-0.414011503834763,-0.289808052684334,-0.414011503834763,-0.289808052684334,-0.414011503834763,-0.414011503834763,-0.414011503834763,-0.414011503834763,3.43629548182853,1.20063336112081,1.20063336112081
1.54303658306746,1.21698942245489,-0.632175948966834,-1.18849078405765,-0.379305569380101,-0.834472252636221,-0.531027797132141,-1.03676855630561,-0.0758611138760201,0.885046328553568,0.733324100801528,-0.0252870379586734,0.278157417545407,-0.278157417545407,-0.632175948966834,-0.328731493462754,-1.08734263222296,2.19997230240458,2.04825007465254,0.885046328553568
2.54135829876476,0.950782933675381,-0.266126894508957,0.112053429266929,-0.518247110359547,-0.770367326210138,-0.770367326210138,-1.52672797376191,-0.770367326210138,-0.140066786583661,-0.0140066786583661,0.61629386096811,0.112053429266929,-0.644307218284843,-0.896427434135433,-0.140066786583661,0.112053429266929,2.25507526399695,2.12901515607165,1.12053429266929
3.01679027059318,-1.06457216230817,-0.383521842717589,-0.383521842717589,-0.383521842717589,-0.383521842717589,-0.383521842717589,-0.383521842717589,-0.383521842717589,-0.383521842717589,-0.383521842717589,-0.383521842717589,-0.383521842717589,-0.383521842717589,-0.383521842717589,-0.383521842717589,-0.383521842717589,3.30459231601868,0.562148454394275,1.88608687035088
3.41316819460166,-0.593572708298073,-0.36500883613887,-0.36500883613887,-0.447135824270116,-0.611389800532607,-0.447135824270116,-0.447135824270116,-0.447135824270116,-0.447135824270116,-0.447135824270116,-0.447135824270116,-0.036500883613887,-0.36500883613887,-0.447135824270116,-0.118627871745133,-0.447135824270116,2.92007068911096,0.620515021436079,2.34518177219224
2.85829739670367,0.211692577373289,-0.438645192821463,-0.438645192821463,-0.385296453153987,-0.331947713486512,-0.385296453153987,-0.385296453153987,-0.385296453153987,-0.438645192821463,-0.438645192821463,-0.438645192821463,-0.385296453153987,-0.438645192821463,-0.438645192821463,-0.438645192821463,-0.438645192821463,3.0823716252319,1.42856069554017,1.69530439387754
2.39676110589781,-1.83118466954931,-0.349596924678785,-0.349596924678785,-0.349596924678785,-0.349596924678785,-0.349596924678785,-0.349596924678785,-0.349596924678785,-0.349596924678785,-0.349596924678785,-0.349596924678785,-0.349596924678785,-0.349596924678785,-0.349596924678785,-0.349596924678785,-0.349596924678785,3.68169261302346,0.338672020782573,1.22358923637575
4.80651586727307,0.803288445061957,-0.554861993556563,-0.286740761770841,-0.487831685610132,-0.487831685610132,-0.554861993556563,-0.08564983793155,-0.487831685610132,-0.219710453824411,-0.286740761770841,-0.286740761770841,-0.219710453824411,-0.286740761770841,-0.353771069717272,-0.420801377663702,-0.353771069717272,0.517622933586324,1.25495632099706,3.60101709912212
3.02737910574733,0.0541382544821399,-0.408060805590387,-0.408060805590387,-0.408060805590387,-0.408060805590387,-0.408060805590387,-0.408060805590387,-0.408060805590387,-0.408060805590387,-0.408060805590387,-0.408060805590387,-0.408060805590387,-0.408060805590387,-0.408060805590387,-0.408060805590387,-0.408060805590387,3.1114636426267,1.12216721537356,1.88728122585554
7.4060936140875,0.40987485901683,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,4.00693842672377
7.38717273302787,0.421128436805059,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,4.00693842672377
-7.56440069406255,-3.54942462854652,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,4.00693842672377,-0.235702260395516,-0.235702260395516
0.857272363836639,0.556781817355836,-0.343592135468138,-0.343592135468138,-0.343592135468138,-0.343592135468138,-0.343592135468138,-0.343592135468138,-0.343592135468138,-0.343592135468138,-0.343592135468138,-0.343592135468138,-0.343592135468138,-0.343592135468138,-0.343592135468138,-0.343592135468138,-0.343592135468138,2.74873708374511,2.74873708374511,-0.343592135468138
-7.63379419356583,-3.62197199369193,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,4.00693842672377,-0.235702260395516,-0.235702260395516
3.48536170569024,-0.864499689455718,-0.343592135468138,-0.343592135468138,-0.343592135468138,-0.343592135468138,-0.343592135468138,-0.343592135468138,-0.343592135468138,-0.343592135468138,-0.343592135468138,-0.343592135468138,-0.343592135468138,-0.343592135468138,-0.343592135468138,-0.343592135468138,-0.343592135468138,2.74873708374511,-0.343592135468138,2.74873708374511
1.20944399395382,-0.301678062278767,-0.64055549300373,-0.64055549300373,1.13329048762198,-0.64055549300373,0.246367497309127,-0.64055549300373,-0.64055549300373,-0.64055549300373,1.13329048762198,-0.64055549300373,-0.64055549300373,-0.64055549300373,0.246367497309127,-0.64055549300373,-0.64055549300373,2.9071364682477,1.13329048762198,0.246367497309127
0.343897236758112,1.46473282989599,-0.32394177193585,-0.32394177193585,-0.32394177193585,-0.32394177193585,-0.32394177193585,-0.32394177193585,-0.32394177193585,-0.32394177193585,-0.32394177193585,-0.32394177193585,-0.32394177193585,-0.32394177193585,-0.32394177193585,-0.32394177193585,-0.32394177193585,1.61970885967925,3.56335949129435,-0.32394177193585
-7.76988431675419,-3.68528080286043,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,-0.235702260395516,4.00693842672377,-0.235702260395516,-0.235702260395516
1.10321301476861,-0.0603121161807334,-0.405279172582886,-0.405279172582886,1.4184771040401,-0.405279172582886,-0.405279172582886,-0.405279172582886,-0.405279172582886,-0.405279172582886,-0.405279172582886,-0.405279172582886,-0.405279172582886,-0.405279172582886,-0.405279172582886,-0.405279172582886,-0.405279172582886,3.24223338066309,1.4184771040401,-0.405279172582886
0.441161752200565,1.32174508309924,-0.547227552833322,0.210472135705124,-0.547227552833322,-0.547227552833322,-0.547227552833322,-0.547227552833322,0.210472135705124,0.210472135705124,0.210472135705124,-0.547227552833322,-0.547227552833322,0.210472135705124,-0.547227552833322,-0.547227552833322,-0.547227552833322,1.72587151278201,3.2412708898589,-0.547227552833322
