"id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","degs","G3A","G2A","R3A","D2A","Y1A","Y2A","B2A","R1A","D3A","B1A","Y3A","B3A","D1A","G1A","R2A","mean"
"G1A_k97_30023_1",32.7994291334122,1.70027367732854,0.573740161513154,2.96349077750514,0.00304171176422014,0.941184664600334,"Red_vs_Dark",0.768511758,1.006906371,3.060363816,2.562047383,2.476326746,1.847987095,2.746299691,1.895579555,1.385597057,3.981674265,3.015879947,5.952045542,2.231010447,1.707981129,2.588555895,2.48178444646667
"G1A_k97_30487_3",45.3576749217518,2.87789927080837,1.30156913643051,2.21109981041873,0.0270289260864861,0.941184664600334,"Red_vs_Dark",1.192518246,1.060227767,0.23744202,0.621186057,0.720482997,0.119481924,0.280361811,0.42895658,0.358344066,0.572079636,0.06882079,11.05013381,0.066575245,0.496934165,0.535563289,1.18727389353333
"G1A_k97_3152_2",34.2014346946448,1.07686790616825,0.511062620128654,2.10711537834083,0.0351075796303406,1,"Blue_vs_Dark",1.533237745,1.721873667,0.203521732,1.703824615,2.127140277,2.662740026,0.512661596,1.120539638,0.955584177,0.653805298,0.865175644,0.691124219,1.74997788,1.388260524,0.918108495,1.25383836886667
"G1A_k97_32783_1",25.6975663480209,1.00580254979415,0.508973332976403,1.97613997557075,0.0481389259225188,1,"Blue_vs_Dark",0.98495969,1.31098117,0.784460345,1.094545559,2.204009169,2.543906286,0.247002304,1.439680675,1.227744227,0.588010967,1.111586429,0.565067615,1.075316622,1.378275911,1.572793455,1.20855602826667
"G1A_k97_36023_1",25.8539456034676,1.3819334612588,0.683744401831977,2.02112581478714,0.0432667426808393,0.957541118742009,"Red_vs_Dark",0.725518094,0.814779381,1.444577326,1.410917702,0.487039788,0.678456801,1.364558183,0.894766573,1.162738789,1.299380879,0.781573166,3.835234141,1.728163014,0.806214869,0.760275158,1.2129462576
"G1A_k97_39035_1",29.5050056377216,1.00795598714613,0.449741839283748,2.24118794184545,0.0250139035934768,1,"Blue_vs_Dark",1.033731849,0.63322528,0.449075125,0.939881513,1.589761396,1.355860097,0.777699283,1.390778478,1.129562818,1.442635603,2.169350985,1.039759509,1.343083212,1.461994716,0.59086602,1.15648439226667
"G1A_k97_39035_1",29.5050056377216,1.45938547699569,0.446193203191763,3.27074788803647,0.00107263488558546,0.819064830132971,"Red_vs_Dark",1.033731849,0.63322528,0.449075125,0.939881513,1.589761396,1.355860097,0.777699283,1.390778478,1.129562818,1.442635603,2.169350985,1.039759509,1.343083212,1.461994716,0.59086602,1.15648439226667
"G1A_k97_41107_1",24.0753941154802,2.82150892266412,1.05548196705242,2.6731948159603,0.00751326039202054,0.941184664600334,"Red_vs_Dark",0.829045219,1.064049785,0.188652564,0.197418035,0.477032121,0.854377595,0.267303863,0.097375662,0.189807816,0.090905805,0.437436253,8.997955346,0.211581602,0.614171296,0.744653066,1.01745106853333
"G1A_k97_41964_2",28.5274900829698,1.24442797323308,0.551720900725655,2.25553893571248,0.0240995212101788,1,"Green_vs_Dark",0.392988967,1.17690355,0.860727323,0.9826034,2.216031037,0.787494501,1.552184933,0.888552916,2.597994481,1.206567959,0.997901453,0.72468087,1.228615893,0.655049581,1.147200908,1.1610331848
"G1A_k97_45932_1",38.8728488019444,1.04083855454469,0.466990398556372,2.22882217228079,0.02582573907844,0.941184664600334,"Red_vs_Dark",2.161439321,1.155887415,2.090337785,2.44481084,1.492429066,2.35123358,3.484496788,1.904041964,1.855710344,2.133039785,2.851147009,3.757987938,2.344399714,3.888707035,2.634780107,2.4366965794
"G1A_k97_53181_1",39.8930208247699,2.55875153569307,1.22497197005463,2.08882455945418,0.0367235187732994,0.941184664600334,"Red_vs_Dark",0.32320588,1.391385973,0.965301671,0.269374141,0.325451821,0.45336132,0.668676019,0.199301589,0.064747526,0.186059545,0.67148509,10.25118658,0.144350065,0.598591517,0.435458001,1.1298624492
"G1A_k97_55611_1",37.1572902530975,-1.06171411949462,0.354809602909375,-2.99234888455317,0.00276839686257034,1,"Green_vs_Dark",2.608633663,1.897249689,1.543373131,0.683304663,1.260845245,1.433783091,0.841085432,0.735354138,0.836136155,0.743703526,1.169953428,0.549757901,0.998628681,1.214727958,1.472799044,1.19928904966667
"G1A_k97_56258_2",91.7677360179738,1.09551311461115,0.41491565789188,2.64032724187195,0.00828260084403794,0.941184664600334,"Red_vs_Dark",3.904535547,7.51699687,5.330956324,6.353464277,6.590224404,8.34574817,8.392766457,5.350426163,5.36360151,8.562740354,6.523914877,12.6172394,8.47008929,6.060578199,4.008086547,6.8927578926
"G1A_k97_57108_2",32.5889752780866,2.96053755082445,0.947671182062948,3.12401348364289,0.00178402281225381,0.913232650256703,"Red_vs_Dark",1.006384446,0.821964384,0.14573161,0.381257051,0.442201205,0.366664106,0.963613927,0.150442822,0.219936041,0.35111766,0.760305869,8.840339751,0.245165983,0.60999326,0.657411021,1.06416860906667
"G1A_k97_62544_1",39.4462397695802,1.88884346577971,0.708801957530987,2.66483951646978,0.00770250708710466,0.941184664600334,"Red_vs_Dark",0.845780604,1.75895911,0.748458542,1.096528432,0.83273216,1.129883414,1.201898892,0.618123768,0.753041879,1.009844922,0.694192315,6.931730057,1.007312409,1.461994716,1.097322608,1.4125202552
"G1A_k97_63425_1",35.6391562118318,2.77361440598298,0.896178663995494,3.09493465691002,0.00196856260640601,0.913232650256703,"Red_vs_Dark",0.81950306,0.981682582,0.26107369,0.341505131,0.330079098,1.116674666,0.678183261,0.471648941,0.197004321,0.377409883,0.832372776,8.160387423,0.292804871,0.789232986,0.220824674,1.0580258242
"G1A_k97_64200_3",20.8528768226685,-1.6136031001784,0.518458119146941,-3.11231137209961,0.00185628597783032,0.913232650256703,"Red_vs_Dark",1.796520994,1.513161708,0.625983508,1.21655659,1.085402957,1.259991201,0.506835896,1.107806233,0.719790679,0.258550277,0.518390365,0.248462012,1.303837274,1.580437084,1.512792406,1.0169679456
"G1A_k97_8898_1",34.2992345916355,1.43866488112116,0.686399760382872,2.09595772632362,0.0360859411460974,0.941184664600334,"Red_vs_Dark",2.161439321,1.271476157,2.090337785,1.801439566,0.870583622,2.227484445,1.97454818,1.269361309,1.237140229,1.540528733,0.997901453,8.199246411,1.930682118,1.486858572,1.664071647,2.04820663653333
"G1A_k97_9411_2",19.7258502796672,-1.09860605898992,0.549054487101835,-2.00090534691533,0.0454025912540417,1,"Green_vs_Dark",2.639925888,1.581183396,0.525635006,0.880092613,2.339278128,1.269609454,0.595822352,0.651153282,0.528853838,1.013148668,1.462573122,0.876255342,0.943234012,0.782281433,0.829918684,1.12793101453333
"G2A_k97_10683_11",16.4314062031652,-1.56399131022759,0.68181226745376,-2.29387381964883,0.0217977476254165,1,"Blue_vs_Dark",1.729151457,2.445344043,2.754327434,0,1.238163373,1.077992472,1.156336712,1.579649629,0.769776143,1.474694172,1.064428217,0.99200759,0.686464753,1.280985847,1.72570393,1.3316683848
"G2A_k97_10688_13",19.6411579562379,-1.6779041191653,0.513992341204448,-3.26445354269956,0.00109675447498477,1,"Blue_vs_Dark",2.619926449,1.961505917,2.086611692,0.145570874,0.8442023,0.979993156,0.788411394,1.148836094,1.259633688,1.608757279,1.451493023,0.901825082,1.560147166,2.199672666,2.353232632,1.46065462746667
"G2A_k97_10706_4",62.5260588905915,2.78400820821504,0.739046150701676,3.76702890011917,0.000165201883254097,0.66055778875779,"Red_vs_Dark",0.745725696,1.011946718,0.296962527,0.427295638,0.337908468,0.448298756,0.561025898,0.498164438,0.373476296,0.930130556,0.473397994,8.044543648,0.457951553,0.586974647,0.54422469,1.04920183486667
"G2A_k97_10706_7",57.437367582096,2.6441544748732,1.02510959903753,2.5793870990534,0.00989758061553325,0.941184664600334,"Red_vs_Dark",1.118356663,1.094930169,1.233280941,1.29058357,0.831602265,1.379094847,0.582483045,0.919497545,0.482546239,0.85840407,0.317739766,13.70620295,0.691587624,0.76476767,1.390865854,1.7774628812
"G2A_k97_10706_9",133.43392421912,1.35781148951263,0.563689372468555,2.40879384254911,0.0160053361478726,0.941184664600334,"Red_vs_Dark",2.175753488,2.357704132,2.462478169,3.960781033,2.029439966,2.202898524,4.049092956,1.459345187,2.477557651,3.164244449,2.061889095,8.108747002,4.807526332,1.866336995,1.902845724,3.00577604686667
"G2A_k97_10777_23",16.867282047112,-1.04370511131135,0.522964736580432,-1.99574663128519,0.0459615085463634,1,"Blue_vs_Dark",2.161439321,2.157656509,1.578000092,1.050839747,0.725486351,0.866243951,0.813049251,1.184737222,1.010331187,0.553010315,0.498950727,0.930007116,1.126231235,1.86810436,2.912125382,1.29574751773333
"G2A_k97_10777_23",16.867282047112,-1.18667983143117,0.538000971299557,-2.20572061155338,0.0274035678320055,0.941184664600334,"Red_vs_Dark",2.161439321,2.157656509,1.578000092,1.050839747,0.725486351,0.866243951,0.813049251,1.184737222,1.010331187,0.553010315,0.498950727,0.930007116,1.126231235,1.86810436,2.912125382,1.29574751773333
"G2A_k97_10955_5",24.6587418917394,2.12016385286335,0.801115376983894,2.64651498869678,0.00813259010272217,0.941184664600334,"Red_vs_Dark",1.141892471,1.221315005,1.299211054,1.631492437,0.657044243,1.176784235,0.981795321,0.402363585,0.653583517,1.252098825,0.753133172,9.264976552,0.437135574,0.966781771,0.439566095,1.48527825713333
"G2A_k97_11047_2",172.65421594271,1.30875508559149,0.396286231028637,3.30254998311288,0.000958100110180687,0.803527644919724,"Red_vs_Dark",3.132957343,3.383085118,3.694829485,3.263932315,4.610756463,3.187294815,3.580816211,4.161028291,3.28294773,4.948189853,3.560456753,10.62124603,3.551916927,3.927761481,3.301085218,4.14722026886667
"G2A_k97_11195_1",48.7048590644611,1.26684616215543,0.549937440834132,2.30361868112473,0.0212440582507078,0.941184664600334,"Red_vs_Dark",0.95182649,2.494171744,2.653251198,2.64431496,2.939218099,3.051721808,4.535173801,3.652034005,2.796617913,2.069983563,2.197214209,7.020761452,2.408924477,3.173084207,3.562232883,3.07670205393333
"G2A_k97_11344_2",214.042723061428,1.39467210022778,0.412364426920806,3.38213485251875,0.000719248274034293,0.753566230009712,"Red_vs_Dark",3.067849359,4.468437028,3.864943335,4.6488763,2.965600982,4.202680329,3.566925744,5.136409117,4.424971246,5.351712721,4.274881064,12.91895599,4.2848687,3.84295754,4.058187629,4.73855047226667
"G2A_k97_12036_37",13.4140617211466,-1.30149538990947,0.544303603382176,-2.39112028989387,0.0167970485792201,0.941184664600334,"Red_vs_Dark",2.997195858,2.071350248,1.836218289,1.345074876,1.485796047,1.478389676,0.867252534,1.326905688,1.29322392,0.707853203,1.27731386,0.340116888,0.823757703,0.853990564,1.449591301,1.34360204366667
"G2A_k97_12058_3",18.0457448142136,-1.07566929999746,0.534371998620218,-2.01295970368003,0.0441188687673694,1,"Blue_vs_Dark",2.391379674,1.652673071,2.051094898,1.07319804,0.444553339,1.179566231,1.52230498,1.663673546,0.884423653,0.847164737,0.849277832,0.678424644,1.150193602,1.907851261,2.808858524,1.4069758688
"G2A_k97_12193_1",41.3616905315558,1.49383076260526,0.447296011682484,3.33969166634481,0.000838714528517713,1,"Green_vs_Dark",0.864575728,0.846465246,0.423742682,1.053149285,1.392933795,1.385990321,1.701149201,0.874882872,2.398148752,0.765706589,1.228186404,0.981106408,1.603951298,0.837567669,0.716830863,1.1382924742
"G2A_k97_12201_29",25.2419111772514,-1.00375675266268,0.460930850161654,-2.17767318527422,0.0294303766281484,0.941184664600334,"Red_vs_Dark",2.696841721,2.256631578,1.516143542,1.718804724,2.172465551,2.034481205,1.551506827,1.173868073,2.033903936,0.852346173,1.318328525,0.468050763,2.125521597,1.175216373,2.707296991,1.7200938386
"G2A_k97_12544_2",17.5774163536964,-1.49225014932693,0.544907704613822,-2.73853743797674,0.00617131335900286,1,"Green_vs_Dark",2.811628385,1.157766907,1.007680769,0.585834005,1.01921985,1.464867819,0.317287512,0.577920596,0.563250836,0.755331161,1.038466553,0.725859212,1.130155386,1.666323053,1.262710193,1.0722868158
"G2A_k97_12568_2",212.525887866293,1.25231158471162,0.462491115946089,2.70775273628737,0.00677404708566351,0.941184664600334,"Red_vs_Dark",3.438653465,3.677823595,4.225388677,4.012297216,3.878054314,3.425601078,3.14132665,2.786825056,3.463992642,4.034461613,3.084422673,12.93555352,3.773605957,3.23885626,2.647386711,4.11761662846667
"G2A_k97_1271_2",54.0350288615266,1.41168911694626,0.557552342868545,2.53194006805401,0.0113433377564771,0.941184664600334,"Red_vs_Dark",4.034686732,4.027625483,2.448291052,3.362687191,3.250178854,3.849973114,3.324468047,5.212843776,2.925149342,2.949388344,3.19328465,13.7463909,3.260707576,3.84295754,2.070844716,4.09996515446667
"G2A_k97_12783_3",122.81341746702,1.65871256313523,0.487371297909631,3.40338581744465,0.000665562253019643,0.750518429707344,"Red_vs_Dark",3.02181808,4.147728046,2.740956912,3.218105633,2.569489524,2.354837924,4.104714663,2.76055275,3.026789687,5.347556051,3.02276945,14.36415984,3.074095799,3.668842959,2.714213948,4.00910875106667
"G2A_k97_12783_5",44.64141345086,2.49937279728028,0.822501204362814,3.03874667176509,0.00237564529053905,0.913232650256703,"Red_vs_Dark",1.212320209,0.812106878,0.457360644,0.425432222,0.359798397,0.409148434,0.336020354,0.472146199,0.460161384,0.636676082,0.294583455,8.330353672,0.227977224,0.330881953,0.573112006,1.02253860753333
"G2A_k97_12861_1",73.9292310738996,1.39768871222313,0.473345332270974,2.95278862372513,0.00314917520233485,0.941184664600334,"Red_vs_Dark",4.322878642,3.236484763,4.105007233,5.265746425,3.75020637,3.198439203,4.628126503,4.921216152,4.529836531,4.977092831,3.991605813,13.85812801,4.306906262,3.571979765,4.181513369,4.8563445248
"G2A_k97_12919_2",84.9413986439964,1.48782689016258,0.552385858120332,2.69345579415335,0.00707155222574532,0.941184664600334,"Red_vs_Dark",1.967298064,2.868261946,2.968736156,2.330005667,2.585685487,4.232665053,3.115877367,3.57549437,2.986915811,3.894252275,1.912146497,10.46317672,4.254437241,3.144935312,1.581034139,3.45872814033333
"G2A_k97_13200_22",39.0140736224639,-1.23288285836622,0.503847265658296,-2.44693767813826,0.0144075749256876,0.941184664600334,"Red_vs_Dark",2.870251406,1.257905009,0.892089857,1.225270636,1.127881615,1.571163117,0.474004421,1.669184426,1.514620264,0.322402774,0.969620845,0.413097435,0.875451001,1.40026793,1.257598006,1.18938724946667
"G2A_k97_13448_2",26.2108087434716,-1.59389646083858,0.545304869453678,-2.92294558534834,0.00346737106247649,0.941184664600334,"Red_vs_Dark",2.426879237,0.984194197,1.288574238,1.938391112,0.814581166,1.377885115,0.456448702,1.080812904,0.972348812,0.232846448,0.74696717,0.298348147,1.264540334,1.648051967,1.634877407,1.1443831304
"G2A_k97_13448_5",23.0352261787242,-1.93262552292293,0.625322586016114,-3.09060565880972,0.00199748722593755,0.913232650256703,"Red_vs_Dark",2.669159967,1.129511461,1.848541902,0.677051112,1.215311364,1.767370208,0.698458417,1.240396017,1.208910184,0.712603895,0.535786015,0,1.347590203,1.031666454,1.355082952,1.16249601006667
"G2A_k97_13448_6",20.9852767757056,-1.18417328146734,0.557592667768646,-2.12372462895921,0.0336931766782143,0.941184664600334,"Red_vs_Dark",1.669525544,1.160670398,0.759814465,1.888405614,1.633094794,1.62495417,0.538294676,1.17656662,0.955584177,0.366130967,0.88090611,0.087961264,0.852163142,1.501845475,1.178239235,1.08494377673333
"G2A_k97_14038_2",28.0553361601251,3.17808967520184,1.06452491348405,2.98545354359098,0.002831581448006,0.941184664600334,"Red_vs_Dark",0.720479774,1.258632963,0.095636369,0.400319904,0.193463027,0.384997311,0.722710445,0.394912407,0.192444036,0.184336772,0.332633818,11.51437382,0.321780353,0.444786752,0.323569487,1.16567181586667
"G2A_k97_14117_5",44.0723320672691,2.99992033039922,1.08015869903626,2.77729590390358,0.00548132524144199,0.941184664600334,"Red_vs_Dark",0.588647304,1.211960252,0.41021898,0.245302409,0.296368892,0.530804804,0.166069634,0.302486099,0.353769461,0.67773179,0.271768906,10.8547943,0.131450697,0.490590324,0.396544733,1.128567239
"G2A_k97_14134_10",59.7098618308573,-1.0527956692155,0.320802968516982,-3.28175164364096,0.00103164425973637,0.819064830132971,"Red_vs_Dark",2.680854972,2.157656509,2.188515984,1.619899145,2.21357696,1.611616652,1.512649768,1.763329819,1.342632807,0.874527939,0.928280422,0.889840696,1.436786692,1.638470269,2.708953844,1.7045061652
"G2A_k97_14171_1",44.3368780296571,2.31990047180366,0.829316833287826,2.79736329794056,0.00515215645048726,0.941184664600334,"Red_vs_Dark",0.443372168,1.232946576,0.605346689,0.263947189,0.510232159,0.81230202,0.76241981,0.416610891,0.507544709,0.291697748,0.584850669,7.007902915,0.622344419,0.563070702,0.853370075,1.03186391593333
"G2A_k97_14565_183",47.2536004842531,-1.29559540719505,0.358259071291228,-3.61636455575431,0.000298769532684714,1,"Yellow_vs_Dark",4.089209526,4.373628058,2.884599678,1.363251564,2.447045855,2.996735829,2.197430407,2.401494369,2.153292723,1.614192269,2.049743525,2.412991436,1.043611955,1.731061955,1.364238918,2.34150187113333
"G2A_k97_14565_75",17.5392167851578,-1.59536112993651,0.629560695946165,-2.53408629256763,0.011274096468044,0.941184664600334,"Red_vs_Dark",2.916641011,1.403776524,1.991080073,1.215429105,0.671293395,1.836854642,1.880788628,1.712873092,1.836333449,0.319813194,1.346565816,0.153667269,2.046988269,1.543356442,2.619743315,1.56634694826667
"G2A_k97_14656_2",33.2757529740571,-1.04942029817562,0.503845687568979,-2.08282083992621,0.0372675572587964,0.941200139609722,"Red_vs_Dark",2.623540141,1.874929104,1.519628929,1.093287461,3.458318386,2.676395103,0.897157794,1.17656662,2.580077278,0.640729192,1.321359166,0.439806321,1.491285498,1.678533178,2.35647847,1.72187284273333
"G2A_k97_14656_8",38.257893000385,-1.18736602210302,0.543392285239313,-2.18509915277891,0.0288815773655447,0.941184664600334,"Red_vs_Dark",2.187905925,1.479535892,0.955582987,1.294095362,1.250797693,1.753702039,0.318582563,1.276614802,1.753204439,0.325034634,1.107874266,0.260293537,0.819554858,1.411698688,1.458043729,1.17683476093333
"G2A_k97_14658_16",27.0661426604887,-1.59108380927844,0.548696404020756,-2.8997525728604,0.00373457329393473,0.941184664600334,"Red_vs_Dark",5.133418387,5.057007443,3.012545631,2.476979404,4.570564013,4.547780741,0.609786938,4.442764582,2.814494021,1.244273208,1.746327543,0.597861717,3.62002897,3.602772694,4.368188073,3.189652891
"G2A_k97_14766_6",26.872215797747,-1.42244868153745,0.500031502533282,-2.84471813141968,0.00444507387315008,1,"Green_vs_Dark",2.548223199,2.180368683,1.087234513,0.682650783,1.17299688,1.240096603,0.205401916,0.748255087,0.875113931,0.558831476,1.008405679,0.335641666,0.731626908,1.415826462,1.389645796,1.07868797213333
"G2A_k97_14766_6",26.872215797747,-1.31367654647689,0.500146196163212,-2.62658509962595,0.00862464235692797,0.941184664600334,"Red_vs_Dark",2.548223199,2.180368683,1.087234513,0.682650783,1.17299688,1.240096603,0.205401916,0.748255087,0.875113931,0.558831476,1.008405679,0.335641666,0.731626908,1.415826462,1.389645796,1.07868797213333
"G2A_k97_14912_5",27.4029712136428,-1.32590375650068,0.5872570303801,-2.25779120199293,0.0239586799953416,0.941184664600334,"Red_vs_Dark",1.809577106,1.580608838,0.720608922,1.005454642,1.700674982,1.53103582,0.378162442,0.826560852,2.01394921,0.694478069,0.464140211,0.148306783,1.885782533,1.266090662,1.896267691,1.19477991753333
"G2A_k97_15018_1",31.4391946392068,-1.32113331361896,0.542916272552347,-2.4334015766521,0.0149577013669174,0.941184664600334,"Red_vs_Dark",3.852513608,1.408625493,1.42711266,1.269408192,0.505209148,1.72351128,0.269612187,0.810286597,0.574340749,0.68768122,1.158186143,0.330424438,1.200424115,1.526563444,1.850884526,1.23965225333333
"G2A_k97_15018_1",31.4391946392068,-1.75277066935443,0.551144713754242,-3.18023674293281,0.00147154777729398,1,"Green_vs_Dark",3.852513608,1.408625493,1.42711266,1.269408192,0.505209148,1.72351128,0.269612187,0.810286597,0.574340749,0.68768122,1.158186143,0.330424438,1.200424115,1.526563444,1.850884526,1.23965225333333
"G2A_k97_15173_5",20.5796770048668,-1.43002843963532,0.690365780934275,-2.07140689635581,0.0383207869673865,0.94212138235319,"Red_vs_Dark",2.788953962,1.148430077,1.110615901,1.510884798,0.561666853,1.229507543,0.524547904,1.146519892,1.452642076,0.107034254,1.287614778,0.20571586,1.370161503,2.272716825,2.004043274,1.24807036666667
"G2A_k97_15173_8",15.9407042216415,-1.36126882340913,0.684720381086772,-1.98806529060601,0.0468044695038414,0.966616411371835,"Red_vs_Dark",2.634897458,1.232946576,1.311584492,0.82351523,1.989905421,1.45198986,0.123893219,0.947789777,1.319616244,0.379207073,1.064428217,0.242940634,0.882597539,1.707981129,1.183339838,1.15310884713333
"G2A_k97_15256_6",30.3051815046326,-1.48960708012532,0.579586948233796,-2.57011840012041,0.0101663762138366,0.941184664600334,"Red_vs_Dark",1.902066602,1.165134515,1.170589159,1.297036488,0.905406966,1.663188385,0.26017576,1.2795162,1.801276174,0.199083713,0.63865693,0.382631499,0.926727416,1.665281601,1.708446891,1.13101455326667
"G2A_k97_15282_2",45.0761813536835,1.1158717990644,0.406771429166375,2.74324035331398,0.00608361382728685,1,"Green_vs_Dark",1.670677736,1.626059978,0.598766833,1.670900467,2.153327605,1.673901354,1.948175982,2.266453816,2.744419291,0.705288517,2.236841905,0.800999918,1.49231468,0.990133988,1.275520296,1.59025215773333
"G2A_k97_1529_2",13.9409438319621,-1.36941801721263,0.665653073505472,-2.05725485499673,0.0396617174473752,1,"Green_vs_Dark",1.587996236,1.18891277,1.826849829,0.735281456,0.710680507,0.848565503,0.398228204,1.015489047,0.141387455,0.677155487,1.30338149,1.301467684,0.630426814,1.829979781,1.267864112,1.03091109166667
"G2A_k97_15293_7",29.4519915804892,-1.2847045817633,0.486896675258061,-2.63855689933064,0.00832597269075725,0.941184664600334,"Red_vs_Dark",2.348230373,2.077743305,1.190141484,1.423359657,1.203769946,1.539989246,0.722710445,1.053099753,1.539552285,0.245782362,1.281256187,0.393653806,1.334792575,1.89775681,2.205066133,1.36379362446667
"G2A_k97_15341_20",31.8961426984241,-1.24292706698977,0.391123689210757,-3.17783632461091,0.00148378487941251,1,"Yellow_vs_Dark",2.652072786,1.826727596,1.774260003,1.503041601,2.221857586,1.785631702,1.117319215,1.395518691,1.700119088,0.977097979,0.979535169,1.251964005,0.663301832,1.021645154,0.666989863,1.43580548466667
"G2A_k97_15341_9",27.4226186955413,1.21560441705711,0.575507137183617,2.11223169708367,0.0346665810496431,1,"Blue_vs_Dark",0.760066574,1.280367599,0.454010017,0.712657411,2.142975068,2.589212688,0.500338,1.015489047,1.06584389,1.166790993,0.614093202,0.630711262,1.018381776,2.111515132,0.597359053,1.11065411413333
"G2A_k97_15461_6",14.3721334718348,1.02902586724399,0.497277861457717,2.06931767327728,0.0385162862662297,1,"Green_vs_Dark",1.503609962,1.313356136,0.798355778,2.297488143,2.220619093,2.008681625,1.885331595,2.06041256,2.208922844,1.346459896,1.156987192,0.924230674,0.895388808,1.299550859,0.675275451,1.5063113744
"G2A_k97_15581_4",34.4860532950837,-1.10518263112281,0.562174037927844,-1.96590834254188,0.0493091992232882,0.974621170708523,"Red_vs_Dark",3.18163868,2.278485273,1.983115752,1.383505587,4.68025755,2.993739094,0.728492128,1.478552053,3.325432936,1.061779804,1.532776632,0.306105199,2.47127311,1.947098487,1.739509561,2.07278412306667
"G2A_k97_15768_2",61.5915803144848,1.17523229623019,0.536482393767624,2.19062602963861,0.0284788659238992,0.941184664600334,"Red_vs_Dark",2.856858928,3.827495024,3.353094267,4.010161122,2.059119522,3.977189617,3.619836663,3.832367361,2.04827391,3.346914599,2.637930798,10.75804505,3.357708031,2.561971693,2.701101803,3.6632045592
"G2A_k97_15804_1",87.4853540580402,1.23563097739851,0.501859860602136,2.46210361577032,0.013812475648342,0.941184664600334,"Red_vs_Dark",4.963305107,4.435182824,4.335515405,7.072318298,5.030038702,3.849973114,4.095359188,5.133861295,6.029913117,4.546973697,3.548094056,15.47059456,4.719445176,4.744392025,5.608537772,5.5722336224
"G2A_k97_1605_2",18.2551423245582,-1.47880471352269,0.572125249269986,-2.58475694860453,0.00974476643780265,0.941184664600334,"Red_vs_Dark",3.143911739,1.283894782,1.024336649,1.071930982,1.036066459,1.603625165,0.967595802,0.469978402,1.259633688,0.329063989,0.791723467,0.421632506,0.893538831,1.482132385,1.283581436,1.13750975213333
"G2A_k97_16318_2",184.552500551989,1.01480569803973,0.466388040126476,2.17588276441336,0.0295640279001289,0.941184664600334,"Red_vs_Dark",4.132163407,4.283582775,4.658053749,2.8611099,4.0456533,4.891730545,3.778287694,4.808639312,5.246930031,2.732521554,4.167706069,12.75438331,3.066377481,4.850791993,4.225436829,4.70022452993333
"G2A_k97_1640_1",30.0848652787944,1.05415211020648,0.491966587576225,2.142731105785,0.0321346961448229,1,"Blue_vs_Dark",2.936294926,4.152471017,2.338579897,3.534900281,7.358895518,7.583720625,5.154425437,4.023635848,3.660067697,5.258815066,4.820052302,1.203243708,3.788508306,4.35051797,2.051308445,4.14769580286667
"G2A_k97_16584_3",219.537679853935,1.18896777200327,0.428052966209807,2.77761834599811,0.00547588948764409,0.941184664600334,"Red_vs_Dark",4.002190315,3.995185939,3.800481474,5.003404849,2.976000985,3.454693976,3.937377973,3.712410998,3.535945011,4.292804103,3.742870732,11.92175294,4.812382726,4.485351036,3.594789789,4.48450952306667
"G2A_k97_16718_3",31.9919468441377,3.52720206855137,1.47262977498011,2.39517231586535,0.0166125559444582,0.941184664600334,"Red_vs_Dark",0.426950977,1.19869806,0.085010106,0.088959979,0.171967135,1.026659497,0.722710445,0.438791564,0.085530683,0.163854908,0.197116336,12.28199874,0.095342327,0.237219601,0.287617322,1.167228512
"G2A_k97_16933_2",79.8885921170738,1.24803985730648,0.527572700479615,2.36562630358222,0.0179996025096996,0.941184664600334,"Red_vs_Dark",1.559626804,2.132272315,2.160256811,2.204114293,1.857245059,2.391512711,1.530445648,1.672570196,1.684451324,1.769633006,1.627949037,6.902372142,2.059394259,1.507042173,0.97451516,2.13556006253333
"G2A_k97_17097_2",216.511295104819,1.18709986093044,0.46325520412944,2.56251813330681,0.0103916161014702,0.941184664600334,"Red_vs_Dark",5.036363466,5.970214612,7.688049876,9.374481627,4.936124612,5.718892102,6.188646723,6.970395693,5.919055388,6.507267002,6.278059628,19.56497633,6.972949007,4.725967201,6.106981383,7.19722831
"G2A_k97_17099_2",31.6880056976402,-1.01716415951558,0.430126396413358,-2.36480292304141,0.0180396676713511,0.941184664600334,"Red_vs_Dark",1.820159428,0.965267386,0.724823009,1.011334493,0.916403812,1.094202885,0.798785229,1.122382631,1.276207815,0.407481284,0.630253549,0.335641666,0.948405251,1.854058462,1.566757515,1.03147762766667
"G2A_k97_17157_2",236.856814855788,1.06529408391004,0.387486904450403,2.74923893343185,0.00597338257647649,0.941184664600334,"Red_vs_Dark",7.240821725,9.062157337,9.898364216,9.907917615,9.315244751,9.615307853,11.87051906,8.352397414,9.439379949,11.69616815,7.983211625,22.24045589,9.8464788,9.367209004,7.959809377,10.2530295177333
"G2A_k97_17176_5",30.3464773585808,1.16842893604794,0.510232600618404,2.28999271044579,0.0220217392228596,1,"Blue_vs_Dark",1.259646756,0.857346957,0.638420266,0.954405068,3.413149033,1.376811577,1.981471021,1.506420838,1.926989284,2.02160062,1.480330633,0.675728917,1.022877943,1.696669996,1.028565256,1.45602894433333
