"tSNE1","tSNE2","D2A","D3A","D1A","Y1A","Y2A","Y3A","degs","id","Cluster"
-24.4861631756563,-3.54905071401208,0.448974156346407,0.398697195387282,0.455371002543252,0.587201611139617,0.253336664876058,0.374482660515013,"Yellow_vs_Dark","B1A_k97_15164_2","Cluster 2"
30.429510689853,13.096541669947,0.157369907201034,0,0,0.0571715873654116,0.107209306330399,0.121413414994277,"Yellow_vs_Dark","B2A_k97_35924_1","Cluster 6"
-10.771654819126,20.1210066746956,0.422758939022578,0.312958256189673,0.464235315231056,0.341225390029033,0.389518669861405,0.281571250623745,"Yellow_vs_Dark","B2A_k97_48914_2","Cluster 5"
-18.358112264723,13.5491505042634,0.292426159392281,0.356050849451813,0.537256121603476,0.310629670478235,0.504400809018824,0.414412131771491,"Yellow_vs_Dark","B3A_k97_41850_1","Cluster 6"
-13.6328011268029,11.4213135408849,0.335585736162714,0.452381219734249,0.483480550669527,0.306256858691035,0.452460979054125,0.381801112469788,"Yellow_vs_Dark","D1A_k97_32182_2","Cluster 5"
-12.9215790219277,-2.35128743791275,0.339353680852596,0.195740136906408,0.493571805774586,0.541650002099995,0.401209806228897,0.320891766752948,"Yellow_vs_Dark","D1A_k97_41900_2","Cluster 2"
-3.91444806189415,10.1233500164869,0.342612092780278,0.48832442749795,0.346893616325596,0.389338474449757,0.445641170901216,0.341925275776301,"Yellow_vs_Dark","D2A_k97_15305_1","Cluster 5"
24.1242204943237,0.367753701984202,0.294810639841155,0.320103776782932,0.271312304151528,0.321301324039835,0.28654078228371,0.317308527879757,"Yellow_vs_Dark","D3A_k97_2001_2","Cluster 2"
5.51415483111375,-23.2345172123465,0.373509953981904,0.498764288566725,0.310398434612763,0.53744706073345,0.60170544378198,0.484263317917039,"Yellow_vs_Dark","G2A_k97_14565_183","Cluster 4"
14.1797293403,-17.0160623478252,0.398468067720329,0.43138291901851,0.220971065862772,0.508106339627185,0.444923696308193,0.29656322195938,"Yellow_vs_Dark","G2A_k97_15341_20","Cluster 4"
19.609854581819,-20.4504445005436,0.335371031500851,0.404757158630746,0.117943577757711,0.462316398880085,0.460895859423793,0.403486260059356,"Yellow_vs_Dark","G2A_k97_17704_2","Cluster 1"
6.05632632317514,20.9779219117947,0.32995718022336,0.431622722686496,0.396260581440022,0.238829398281639,0.411706434664042,0.152340038559279,"Yellow_vs_Dark","G2A_k97_19409_2","Cluster 5"
-17.5238796226669,-20.6474876326288,0.64653247202062,0.687046281093843,0.741786326572859,0.625492680142634,0.460251347561526,0.401505954351517,"Yellow_vs_Dark","G2A_k97_20020_40","Cluster 1"
29.5911821790326,-1.39530301320729,0.315449665375742,0.337058170812008,0.278511685963081,0.464818083012709,0.179933569508786,0.321850937289635,"Yellow_vs_Dark","G2A_k97_20559_7","Cluster 2"
9.84013707633293,-17.1796419172058,0.465611173353504,0.404757158630746,0.307431237412046,0.528035199048761,0.454538017063489,0.40440732154098,"Yellow_vs_Dark","G2A_k97_21273_54","Cluster 4"
-2.84540417256177,-19.376221967341,0.465611173353504,0.519739870027827,0.342681861087778,0.318771190425949,0.477408665293897,0.443113819328388,"Yellow_vs_Dark","G2A_k97_21402_276","Cluster 3"
23.0348566574214,4.04355222926997,0.307366380160192,0.342776558663372,0.212301309128298,0.344029921555139,0.314016220638709,0.217928735288965,"Yellow_vs_Dark","G2A_k97_23054_1","Cluster 2"
16.0636272443134,-23.3979257953411,0.373886519323476,0.403369247118839,0.195634887212948,0.494996870935591,0.493522027828418,0.514403332774111,"Yellow_vs_Dark","G2A_k97_23347_3","Cluster 4"
-6.81651445132566,15.9575698004557,0.320135195459832,0.40030955034604,0.449804203155488,0.37034883157109,0.438866030348776,0.240035761516683,"Yellow_vs_Dark","G2A_k97_24176_2","Cluster 5"
19.7437230830615,-24.1945783600667,0.339815176638057,0.362499692941985,0.134630461801069,0.472243586856369,0.557377610874439,0.429843078741571,"Yellow_vs_Dark","G2A_k97_24670_107","Cluster 4"
7.11722918219003,14.8498263810333,0.319051441625979,0.340823004713747,0.35133266380793,0.203878694641807,0.409058209277049,0.269141499126388,"Yellow_vs_Dark","G2A_k97_25392_2","Cluster 3"
-2.46149580434541,-0.984640078496188,0.348353822804033,0.201783004577869,0.365209838235891,0.402919596168989,0.516113875218218,0.424073696867654,"Yellow_vs_Dark","G2A_k97_26473_4","Cluster 2"
-11.7611682368533,-13.7665460777679,0.486994071805756,0.399512102893487,0.486358459206588,0.558753018058896,0.504556249172435,0.461948612434773,"Yellow_vs_Dark","G2A_k97_26473_9","Cluster 1"
24.3947664969512,-7.46627934325475,0.271956386082385,0.496769329798226,0.150646897592034,0.326709741191396,0.325563649841731,0.397974897099578,"Yellow_vs_Dark","G2A_k97_31375_26","Cluster 4"
-4.99807864613724,-24.1706440172431,0.635327021370548,0.622267869863449,0.365673835886475,0.340706784741522,0.561616938111766,0.546667776182462,"Yellow_vs_Dark","G2A_k97_31544_274","Cluster 7"
-1.00477659895692,-22.5115998035649,0.474585791401421,0.543149901891926,0.378265939876003,0.39340040009946,0.618394485034963,0.456142064389958,"Yellow_vs_Dark","G2A_k97_31544_83","Cluster 3"
-14.8743902495094,8.22954766778155,0.406643412565209,0.41137190091321,0.511668071414143,0.349130820750528,0.46684685984056,0.400676056856128,"Yellow_vs_Dark","G2A_k97_36465_10","Cluster 5"
-3.63658470769642,21.3671925088819,0.439327934568365,0.412215104728547,0.405610254177234,0.360487103099044,0.395324580738094,0.226413075098894,"Yellow_vs_Dark","G2A_k97_36465_9","Cluster 5"
10.9976630034006,-24.4973625822582,0.277319769804066,0.451169178758537,0.235122582338201,0.627302440564169,0.540472822627945,0.349803264879028,"Yellow_vs_Dark","G2A_k97_3773_2","Cluster 4"
9.45711482601722,17.738613152667,0.318243642487654,0.366957575350658,0.485635447391661,0.198764020453961,0.427281297290286,0.254867255174247,"Yellow_vs_Dark","G2A_k97_38067_5","Cluster 5"
1.69540358237,1.06478996881724,0.326715616479715,0.19887395601956,0.377909998234943,0.282735667510835,0.475938709457124,0.368937847446035,"Yellow_vs_Dark","G2A_k97_42434_4","Cluster 3"
-0.9584517722703,17.3254464721606,0.380206879201625,0.398697195387282,0.349401202171723,0.341225390029033,0.355488137826034,0.281571250623745,"Yellow_vs_Dark","G2A_k97_438_3","Cluster 5"
-9.70502704020701,-11.252787975637,0.398925750724801,0.336839426992861,0.442070460652123,0.488410487671431,0.566936314395569,0.475071410060975,"Yellow_vs_Dark","G2A_k97_44585_5","Cluster 1"
-20.2530113979961,-0.686495171123542,0.357528641467727,0.38620926783466,0.473959089110375,0.455251620764033,0.348101677689507,0.396965104384556,"Yellow_vs_Dark","G2A_k97_44805_3","Cluster 2"
