"tSNE1","tSNE2","D2A","D3A","D1A","G3A","G2A","G1A","degs","id"
10.0305066258114,-16.3795431492606,0.448974156346407,0.398697195387282,0.455371002543252,0.298435286533318,0.201892417401881,0.256523184645787,"Green_vs_Dark","B1A_k97_15164_2"
15.9743003011436,-18.4821415163223,0.311353340170758,0.508577232767008,0.478940007673083,0.264434451280917,0.305347731032612,0.444921347278115,"Green_vs_Dark","B1A_k97_47299_2"
3.89439648179962,15.0984087973595,0.168462023728277,0.201292162327549,0.160806763998711,0.71718598324693,0.49879050678303,0.467257058240943,"Green_vs_Dark","B1A_k97_58217_2"
2.02157854602412,13.3789999669479,0.164335607704303,0.220975219482667,0.279603881006135,0.506156833700135,0.48654967569316,0.385765029432293,"Green_vs_Dark","B1A_k97_8091_1"
2.57547032212171,23.1231768351857,0.361413297280446,0.242782703280183,0.469538623676843,0.562084588642336,0.439246019428028,0.576306689127888,"Green_vs_Dark","B2A_k97_37114_3"
12.8826497822537,-15.2812613087587,0.363637898791015,0.434198686188738,0.483212668191606,0.234143922129114,0.358676092284245,0.266451091959513,"Green_vs_Dark","B2A_k97_41514_4"
-3.40777831795253,12.0572812876613,0.390636333332112,0.066308042871988,0.261841984359558,0.368850797363082,0.348878332553769,0.246127049669249,"Green_vs_Dark","B3A_k97_22866_1"
-2.29408792531612,19.8831998289989,0.297681253328999,0.249090042096207,0.403969781895413,0.48296122224935,0.343633736328088,0.451783332686305,"Green_vs_Dark","B3A_k97_2577_1"
0.717274512908846,11.7987252441358,0.251208480683922,0.243792291222921,0.302614969371458,0.536983210739936,0.492865240053112,0.229473976144641,"Green_vs_Dark","B3A_k97_42358_1"
18.7474633474182,-11.1925085988761,0.363637898791015,0.428055638915142,0.320583065557971,0.182980775072702,0.310934600266884,0.360579233069887,"Green_vs_Dark","D1A_k97_16067_1"
16.7510610404247,-17.5684797033583,0.257227831780459,0.505342095385688,0.480136479720611,0.294381924948565,0.205461621569506,0.40761826652353,"Green_vs_Dark","D1A_k97_25595_1"
20.4956063576857,-17.3701601714045,0.410553087181426,0.578309125717865,0.383864159095778,0.32079863507621,0.325521662373422,0.39311830016838,"Green_vs_Dark","D1A_k97_49415_2"
17.3294522650731,-12.8903413429102,0.342612092780278,0.48832442749795,0.346893616325596,0.235649571410989,0.202312694716048,0.358122590586218,"Green_vs_Dark","D2A_k97_15305_1"
-5.18733251448423,12.6433630016792,0.196107933796459,0,0.11589350357914,0.306900600905377,0.247743958708322,0.330712509222509,"Green_vs_Dark","D2A_k97_1983_2"
20.9360841063334,-16.1262315846296,0.417906467845467,0.494267582325956,0.383538968230947,0.382296668636157,0.220240735587982,0.409688717117185,"Green_vs_Dark","D2A_k97_40800_2"
-16.1353930660036,-12.80428255622,0.586174935366992,0.664644640160805,0.448540512799226,0.380575659993569,0.286240987372389,0.548867169986911,"Green_vs_Dark","D3A_k97_21529_1"
21.4156185910623,-12.3836857611266,0.376301856796255,0.409312011409655,0.186739779471292,0.34299241124611,0.252370837480075,0.34738677438455,"Green_vs_Dark","G1A_k97_23427_1"
14.1987590580921,-11.0831434921756,0.297235846621874,0.55606049284136,0.348035223291699,0.143947676660866,0.337839187593825,0.218811008644772,"Green_vs_Dark","G1A_k97_41964_2"
