"tSNE1","tSNE2","D2A","D3A","D1A","R3A","R1A","R2A","degs","id"
29.9300173209642,1.58090637592018,0.24638138795163,0.341018456814278,0.385968770674546,0.339578160680373,0.347128325270183,0.577161494643187,"Red_vs_Dark","B1A_k97_10360_4"
-9.6257067121417,-12.3624544088629,0.421220843974354,0.354038040840111,0.411560618536251,0.211116136325135,0.389873794039104,0.184543047638279,"Red_vs_Dark","B1A_k97_12796_2"
1.57480141094795,-64.4651910889402,0.0530144406714918,0.138140223006633,0.0565802515100622,0.137419443718804,0.0523397840865497,0.152216716893947,"Red_vs_Dark","B1A_k97_13672_3"
1.7596177618343,-1.89897286073094,0.448974156346407,0.398697195387282,0.455371002543252,0.212070503891675,0.346076435882149,0.367590212253133,"Red_vs_Dark","B1A_k97_15164_2"
9.92610106435047,3.62795199851583,0.400883515775672,0.371869732485714,0.285343493938633,0.440953838840563,0.378328224893501,0.380450669564347,"Red_vs_Dark","B1A_k97_17688_1"
-6.71947032623769,-34.277171197033,0.365891668622146,0.178538400292046,0.153846656279846,0.09784381508884,0.25104871649605,0.154566364881725,"Red_vs_Dark","B1A_k97_18664_1"
-2.3711853831293,-35.1939353197239,0.20653912490886,0.226094644973411,0.122645853212222,0.225020566592249,0.230661027282728,0.219126837091292,"Red_vs_Dark","B1A_k97_2004_1"
33.8445036658812,36.7365464276883,1.17432175372854,1.15612375725547,1.25645515699624,1.17383131018224,1.14045990658927,1.14302555219007,"Red_vs_Dark","B1A_k97_20854_2"
18.1683337726726,-17.5808798217202,0.221987659680002,0.278312720577978,0.269064628637173,0.4031517459982,0.283631864204252,0.332533244341088,"Red_vs_Dark","B1A_k97_33567_1"
-8.27714939284058,-62.7176140367249,0.117801526206468,0.031366906543358,0.0348244889159174,0.160362778493029,0.228305475528606,0.125745554145346,"Red_vs_Dark","B1A_k97_35044_2"
-0.00387111712299757,-33.7241213567817,0.213112027862385,0.115453014263363,0.178744174409116,0.344528510341216,0.320894454130086,0.127541475762306,"Red_vs_Dark","B1A_k97_37092_2"
-2.21823252474359,-56.3454077326562,0.220566552506087,0,0.092162528268701,0.107567375832131,0.0855063500640084,0.191643958484501,"Red_vs_Dark","B1A_k97_41839_1"
-23.1932554671334,45.587014349342,0.734511352907167,0.587729518311306,0.634451148526994,0.675596504918669,0.729699461242667,0.49245642819784,"Red_vs_Dark","B1A_k97_42547_1"
-18.5271159530036,14.3807784464621,0.546791249723351,0.417725701772617,0.503532807128647,0.587608952976086,0.404860797285212,0.468556586444084,"Red_vs_Dark","B1A_k97_46664_1"
-17.6446389573155,-1.28970767993225,0.612551035679721,0.407210796228528,0.388012458713927,0.405599497832183,0.391207776783348,0.48174886839298,"Red_vs_Dark","B1A_k97_48036_2"
-5.11169418726212,49.7249268336339,0.876484395776628,0.704765941058954,0.749008081343713,0.7831997792517,0.747993149944446,0.651003064621865,"Red_vs_Dark","B1A_k97_49743_1"
15.8637329449063,-15.9333239436868,0.233422532828098,0.25485885258499,0.343934052391686,0.351567292965732,0.324612742354493,0.291973334732248,"Red_vs_Dark","B1A_k97_50945_1"
22.4951538093408,-2.69555726559299,0.356332701221965,0.372622711969403,0.344668952367392,0.257701681600212,0.403667652818434,0.451358978595356,"Red_vs_Dark","B1A_k97_52039_1"
-10.7011190231457,53.0939856342898,0.742672806034115,0.806886931972751,0.709167187022955,0.681566386632936,0.667990637921577,0.67190718788307,"Red_vs_Dark","B1A_k97_53661_1"
33.5518323039133,-7.794526115522,0.168462023728277,0.201292162327549,0.160806763998711,0.331511642895662,0.404821616391571,0.474613019785452,"Red_vs_Dark","B1A_k97_58217_2"
25.6209752857023,41.0069816839712,1.05663506992525,0.996793634599364,0.989553330009976,0.938536541954065,0.84601651555532,0.971416263601729,"Red_vs_Dark","B2A_k97_10782_1"
-5.91890790202396,-11.0155984753206,0.33828195981262,0.302700322374478,0.428937648433311,0.30137156681061,0.335095980618498,0.298494516546789,"Red_vs_Dark","B2A_k97_13033_1"
-11.7785332088392,-9.3519904458406,0.494062807038271,0.36632352976768,0.431933288672935,0.281342116340164,0.459639945497172,0.353379702449475,"Red_vs_Dark","B2A_k97_17392_2"
14.3767638412756,46.1195554761897,0.937803664143947,0.809825317998848,0.906629948466666,0.840954056061511,0.857390702045465,0.756557662177876,"Red_vs_Dark","B2A_k97_21720_1"
3.49525136053843,-5.41146611761481,0.396988320395055,0.368152697309751,0.364686817299907,0.259139045078415,0.289542082103387,0.376679705544647,"Red_vs_Dark","B2A_k97_24179_1"
-13.93622380691,44.3956134303161,0.694096427656697,0.624153240736492,0.744476459523846,0.606838706990873,0.727531457396458,0.595802471432292,"Red_vs_Dark","B2A_k97_24234_1"
-0.967598961751321,-59.7053693991467,0.080952114173658,0.0780957181449815,0,0.0274590537272705,0.103637385438801,0.201087215949941,"Red_vs_Dark","B2A_k97_24293_1"
4.54622620550991,-43.9105468920939,0.287775204248903,0.0937624729389202,0.167340710388861,0.133302568716581,0.0738785259918917,0.332027860825053,"Red_vs_Dark","B2A_k97_26166_1"
-10.9465378559878,-55.7687662195493,0.191531800536125,0.0439845391666036,0.0487568079979182,0,0.157590159768523,0.0930515439501616,"Red_vs_Dark","B2A_k97_27979_2"
25.743519165012,-13.8705352376982,0.342612092780278,0.451512934036671,0.0844047549382949,0.331960762421054,0.252810525056947,0.435478680350319,"Red_vs_Dark","B2A_k97_28061_1"
