"tSNE1","tSNE2","D2A","D3A","D1A","B2A","B1A","B3A"
-2.92733077883372,-4.40503100299947,0.448974156346407,0.398697195387282,0.455371002543252,0.340320135618766,0.345072194749976,0.305426754705602
13.65626168805,4.97526127867348,0.334899694355282,0.348140984120117,0.35133266380793,0.152177714571571,0.154769876422415,0.0812449736637757
-1.24291241687698,13.085590156477,0.123045805560352,0.228605272707552,0.265402657155411,0.424173114577786,0.409686053909365,0.229347389991631
4.37350764681035,14.2018328353311,0.0787393213527442,0.109468948126764,0.0838754030122217,0.18703953696242,0.0730087836122865,1.13285054220963
1.54815300097532,8.60106205893527,0.245142587515689,0.36411383500998,0.258378349279149,0.32128287453645,0.264403916438777,0.223050081906131
-3.39414980476285,2.46911926520838,0.363637898791015,0.428055638915142,0.320583065557971,0.388353617845428,0.146806654914844,0.141918766328416
-12.9373982649221,-14.9933886664633,0.855904472705533,0.627269364384569,0.557227352488852,0.56856834634237,0.594418681519222,0.651129492270411
-4.14251433358419,-3.48436082843091,0.461511286809731,0.438050572985835,0.427637878719649,0.420844974914893,0.281055416796557,0.305426754705602
1.07288095135822,-2.32864679421467,0.342612092780278,0.48832442749795,0.346893616325596,0.271203057480945,0.377037609691018,0.241547898276852
0.98538870307831,11.4298070791756,0.23034370232785,0.223397267288815,0.342353018546116,0.329741560955433,0.334395630416784,0.298990918587597
-1.46863076928383,-3.52777677199798,0.417906467845467,0.494267582325956,0.383538968230947,0.34137211880366,0.371863826974859,0.336724015876355
1.20993874816227,5.12305481895767,0.372244964143975,0.258890290171361,0.300902276936395,0.403197013438055,0.381168673314833,0.261330357908186
10.6490148831444,2.45106660365065,0.385999355741663,0.510224553447772,0.292110946666252,0.216535200202883,0.197846630654133,0.119545901138667
-3.38992907022661,10.8666605058763,0.173565512930209,0.364010074561147,0.348035223291699,0.41931101179096,0.343717307611081,0.343960014038619
3.07446251453499,9.57428518045268,0.17520695980898,0.263904882297002,0.221610461746792,0.349003838833404,0.128156131801497,0.220032074883101
-3.99966356887229,-7.96030573772618,0.399967339887453,0.509011912493044,0.555365891053913,0.32048829774264,0.361610915569981,0.458338849554584
18.0854505267237,0.942884801609727,0.431978517444148,0.291276514647542,0.439329200509326,0.179741781011993,0.218484378867366,0.228175509220969
12.6005928001077,5.62922131076159,0.321089811251124,0.347865326906085,0.317084364516777,0.0958672558951921,0.200853497392801,0.194533104941296
5.6134218492397,6.39462258673362,0.287775204248903,0.328290455449159,0.369787712357403,0.249858297253279,0.387858682933252,0.309578966410673
-1.64884715461585,14.4864738018449,0,0.247918336413676,0.226977268894585,0.333716576897781,0.393521535544526,0.299290988851153
-3.81476134972274,13.8747005106257,0.0590219632198195,0.354038040840111,0.408264930759001,0.252467428102483,0.416433673851229,0.279170570742555
3.4410692892278,7.57541463024169,0.311931725842428,0.303267610076334,0.32761049378257,0.258409601749677,0.191174340295657,0.285558910268829
0.65906157746939,6.94882539285967,0.316640789585983,0.275178546798902,0.332477565262073,0.401797597353329,0.26650562915961,0.224901847562208
7.92477025615973,6.54555968037842,0.233670498171454,0.315097500013637,0.305003316275685,0.176189109054917,0.335817021626939,0.212377070530742
-9.93463215147342,-16.3316948146821,0.656567741696536,0.668392225750084,0.680200245070594,0.789187514426101,0.79649211931136,0.343062538542355
-9.98712532632088,1.05085820813904,0.291014580143021,0.466421132441244,0.305969678974081,0.474430592490762,0.480237060932042,0.224203764071635
-7.27501794711858,-3.9155374647726,0.373886519323476,0.439368677348582,0.330025230943693,0.588341952972569,0.37968229087035,0.39389502978225
17.0335680398299,-0.835818119771383,0.317378468030195,0.356811894948292,0.470244896179392,0.137928490054691,0.246196352449075,0.274068357361968
3.02009857288396,5.32022054919008,0.399635294581875,0.220057885405668,0.337817874177219,0.32531837415485,0.27526907570169,0.320817542727872
-13.6450784801332,-15.6445463169832,0.868188338749367,0.802393690913452,0.506030411149275,0.599166359850657,0.812813294090845,0.699709452830427
-3.16103663616057,-5.10109226392635,0.433331221426112,0.444582138050914,0.452568963324368,0.359455794811684,0.364379103792457,0.275073328204688
2.26777920188688,3.80313744709391,0.456906010051754,0.291276514647542,0.270790176140868,0.359771818067946,0.307441125927281,0.261176442016663
-11.3743548020501,-16.6342470752064,0.737794361843235,0.700550689106854,0.750788866369778,0.666748230551899,0.593274374259654,0.464363964818097
