"id","tSNE1","tSNE2","Dark1","Dark2","Dark3","Yellow1","Yellow2","Yellow3","degs","X.","Topology","Signalp","tmhmm"
"g_49159",-13.0377209964399,-2.24795315959599,0.0783788700622501,0,0,0.400473056217816,0.320485069870742,0.0356738351351153,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49160",-23.651474101856,-4.18107202864299,0,0,0.0222402599070292,0.321613548703478,0.329531096812641,0.0332355204242485,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49170",12.8196696513774,48.774460559115,0.389512849685501,0.191220391499668,0.328067125254105,0.60480796337289,0.416239973069987,0.996015890792615,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49175",-14.9260914048843,45.4500381230273,0.528485918412804,0.26895196860111,0.656049496942605,1.01248568341562,0.699239357088005,1.18988122733395,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49178",-8.00229871035346,27.0087487160923,1.03058705317233,0.78737055987725,0.884953198760864,1.45072500056464,1.34228994409407,1.28712381364514,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49220",36.9076899765819,-34.4366095704716,0.0921424869860401,0,0.206660758794582,1.17729683600032,1.10700464911982,0.204928916586621,"Yellow_vs_Dark","N","Topology=i246-268o",0,1
"g_49222",-15.2891565693183,0.246284089626407,0,0.0382254222987821,0,0.404748901227054,0.292484901978501,0,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49224",24.1894616395592,23.0485964700887,0.181656686818314,0.0976629477356403,0.0921403793572203,0.466063060212892,0.444297800287516,0.746134706646223,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49226",9.36891102865999,48.7698572599247,0.216863117600376,0.265135874434053,0.295966027817188,0.682791792712746,0.641037911421647,1.0330669244854,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49228",26.9608790503163,35.7755367884182,0.203717802663457,0.0312084407370547,0.146784874436745,0.361375914939966,0.645756409966089,0.995521605156986,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49233",3.19544185740807,-15.9889598469068,0,0,0,0.579264762070781,0.373815168619325,0.039362556039774,"Yellow_vs_Dark","N","Topology=i21-43o",0,1
"g_49235",10.6555388466536,27.2684551033163,0.33088109868754,0.353548684220352,0.28401925646199,0.486747051265645,0.6418168497279,0.626983324658389,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49239",37.2189786981024,-23.6426330706151,0.220170873065137,0.183634497914259,0.203908484039175,1.15916648907057,1.36182961893963,0.428784615004627,"Yellow_vs_Dark","N","Topology=i",0,1
"g_49262",-13.9297948524121,-19.1013477832873,0,0,0.0111291589687181,0.439420807189574,0.444428617568865,0.168195081020373,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49286",28.815493772114,27.1968906277467,0.134817554285929,0.0368719204956423,0.100028834664151,0.301960126289067,0.497827322009433,0.884173600524088,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49311",-1.0506254886343,43.7953350153191,0.553335081877755,0.339550810825671,0.385582860384029,0.741973851366179,0.74424485593245,0.956836460900816,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49325",11.7592761888367,-39.1007793594494,0.0752497877187929,0,0.071615828370591,0.692094753858809,0.607132882453359,0.219455109180687,"Yellow_vs_Dark","N","Topology=i111-133o155-177i",0,1
"g_49334",-12.9862262064916,0.315977645387891,0,0,0.0351919118590958,0.460095836879989,0.297869235200239,0,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49337",29.3740218831773,-35.5475672157581,0.113574713732626,0,0.144523147765873,0.917520790987951,1.01601606676966,0.287503441820681,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49342",-27.9699949173445,-5.01784851519947,0,0,0,0.330598005010082,0.304855517783964,0.0991417541374425,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49347",-5.19129440154556,-9.0710906233203,0,0.0104153007931003,0.00446367865723609,0.484947665041068,0.343101623300003,0.0423443259305462,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49348",0.326105469307051,51.0653197024342,0.321004675368235,0.304435591217216,0.0658275988611059,0.433612883694489,0.999140462931741,1.32724980546535,"Yellow_vs_Dark","N","Topology=o42-64i104-123o147-169i",0,1
"g_49351",7.21755003003433,45.3558048860064,0.437237031030526,0.329182611235469,0.321597809156628,0.486762767640569,0.659018078571508,1.06450164111634,"Yellow_vs_Dark","Y","Topology=o",1,0
"g_49359",-7.90263080257504,26.9526266768325,1.09369954472507,0.939983649414027,0.920765106584641,1.43147504188386,1.33894386500392,1.18128015410591,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49368",34.5352196281353,-22.2879459825054,0.425193041453162,0.243151942988919,0.19769535248257,1.22503427075323,1.31001196580741,0.35401292229151,"Yellow_vs_Dark","N","Topology=o215-237i",0,1
"g_49379",-3.48146116258891,7.67156792182431,0.148542194831897,0.118027502787255,0.182901462727357,0.256620343436001,0.297084148092376,0.433897943897051,"Yellow_vs_Dark","N","Topology=o",0,0
